source_group,listing_url,product_url,product_title,brand_guess,species,format,source_tier,source_type,market,status,notes
josera_dog_products_sitemap,https://josera.com/en/dog-products,https://josera.com/en/product/loopies-lamb,Josera LOOPIES WITH LAMB,Josera,dog,dry,official,category_product_page,EU,candidate,market=EU; locale=en; basis=as-fed; source_tier=official; source_kind=category_product_page; category_batch=true; human_qa_required_before_recommendation=true; official_structured_product_resource=true
josera_dog_products_sitemap,https://josera.com/en/dog-products,https://josera.com/en/product/loopies-poultry,Josera LOOPIES WITH POULTRY,Josera,dog,dry,official,category_product_page,EU,candidate,market=EU; locale=en; basis=as-fed; source_tier=official; source_kind=category_product_page; category_batch=true; human_qa_required_before_recommendation=true; official_structured_product_resource=true
josera_dog_products_sitemap,https://josera.com/en/dog-products,https://josera.com/en/product/kraut-ruben-mineral,,,dog,dry,official,category_product_page,EU,failed,Josera row is not a dry dog product
josera_dog_products_sitemap,https://josera.com/en/dog-products,https://josera.com/en/product/smoothie,,,dog,dry,official,category_product_page,EU,failed,Josera row is not a dry dog product
josera_dog_products_sitemap,https://josera.com/en/dog-products,https://josera.com/en/product/pommelie,,,dog,dry,official,category_product_page,EU,failed,Josera row is not a dry dog product
josera_dog_products_sitemap,https://josera.com/en/dog-products,https://josera.com/en/product/vitalie,,,dog,dry,official,category_product_page,EU,failed,Josera row is not a dry dog product
josera_dog_products_sitemap,https://josera.com/en/dog-products,https://josera.com/en/product/breathie,,,dog,dry,official,category_product_page,EU,failed,Josera row is not a dry dog product
josera_dog_products_sitemap,https://josera.com/en/dog-products,https://josera.com/en/product/dailycat,,,dog,dry,official,category_product_page,EU,failed,Josera row is not a dry dog product
josera_dog_products_sitemap,https://josera.com/en/dog-products,https://josera.com/en/product/kitten,,,dog,dry,official,category_product_page,EU,failed,Josera row is not a dry dog product
josera_dog_products_sitemap,https://josera.com/en/dog-products,https://josera.com/en/product/pate-chicken-spinach,,,dog,dry,official,category_product_page,EU,failed,Josera row is not a dry dog product
josera_dog_products_sitemap,https://josera.com/en/dog-products,https://josera.com/en/product/pate-goulash-beef-and-chicken,,,dog,dry,official,category_product_page,EU,failed,Josera row is not a dry dog product
josera_dog_products_sitemap,https://josera.com/en/dog-products,https://josera.com/en/product/pate-duck-chicken-parsley,,,dog,dry,official,category_product_page,EU,failed,Josera row is not a dry dog product
josera_dog_products_sitemap,https://josera.com/en/dog-products,https://josera.com/en/product/pate-turkey-zucchini,,,dog,dry,official,category_product_page,EU,failed,Josera row is not a dry dog product
josera_dog_products_sitemap,https://josera.com/en/dog-products,https://josera.com/en/product/pate-kitten,,,dog,dry,official,category_product_page,EU,failed,Josera row is not a dry dog product
josera_dog_products_sitemap,https://josera.com/en/dog-products,https://josera.com/en/product/filet-pure-chicken,,,dog,dry,official,category_product_page,EU,failed,Josera row is not a dry dog product
