source_group,listing_url,product_url,product_title,brand_guess,species,format,source_tier,source_type,market,status,notes
royal_canin_gr_dog_dry_retail,https://www.royalcanin.com/gr/dogs/products/retail-products?digital_sub_category=dry_food,https://www.royalcanin.com/gr/dogs/products/retail-products/french-bulldog-adult-3991,Royal Canin French Bulldog Adult,Royal Canin,dog,dry,official,official_product_page,GR,candidate,market=GR; locale=el; basis=as-fed; source_tier=official; source_kind=royal_canin_algolia_plus_product_page; category_batch=true; human_qa_required_before_recommendation=true; official_structured_product_resource=true; breed_target=French Bulldog; calcium_phosphorus_not_consistently_visible_on_gr_retail_pages=true
royal_canin_gr_dog_dry_retail,https://www.royalcanin.com/gr/dogs/products/retail-products?digital_sub_category=dry_food,https://www.royalcanin.com/gr/dogs/products/retail-products/bulldog-adult-2590,Royal Canin Bulldog Adult,Royal Canin,dog,dry,official,official_product_page,GR,candidate,market=GR; locale=el; basis=as-fed; source_tier=official; source_kind=royal_canin_algolia_plus_product_page; category_batch=true; human_qa_required_before_recommendation=true; official_structured_product_resource=true; breed_target=Bulldog; calcium_phosphorus_not_consistently_visible_on_gr_retail_pages=true
royal_canin_gr_dog_dry_retail,https://www.royalcanin.com/gr/dogs/products/retail-products?digital_sub_category=dry_food,https://www.royalcanin.com/gr/dogs/products/retail-products/bichon-frise-adult-4134,Royal Canin Bichon Frise Adult,Royal Canin,dog,dry,official,official_product_page,GR,candidate,market=GR; locale=el; basis=as-fed; source_tier=official; source_kind=royal_canin_algolia_plus_product_page; category_batch=true; human_qa_required_before_recommendation=true; official_structured_product_resource=true; breed_target=Bichon Frise; calcium_phosphorus_not_consistently_visible_on_gr_retail_pages=true
royal_canin_gr_dog_dry_retail,https://www.royalcanin.com/gr/dogs/products/retail-products?digital_sub_category=dry_food,https://www.royalcanin.com/gr/dogs/products/retail-products/beagle-adult-2106,Royal Canin Beagle Adult,Royal Canin,dog,dry,official,official_product_page,GR,candidate,market=GR; locale=el; basis=as-fed; source_tier=official; source_kind=royal_canin_algolia_plus_product_page; category_batch=true; human_qa_required_before_recommendation=true; official_structured_product_resource=true; breed_target=Beagle; calcium_phosphorus_not_consistently_visible_on_gr_retail_pages=true
royal_canin_gr_dog_dry_retail,https://www.royalcanin.com/gr/dogs/products/retail-products?digital_sub_category=dry_food,https://www.royalcanin.com/gr/dogs/products/retail-products/boxer-adult-2588,Royal Canin Boxer Adult,Royal Canin,dog,dry,official,official_product_page,GR,candidate,market=GR; locale=el; basis=as-fed; source_tier=official; source_kind=royal_canin_algolia_plus_product_page; category_batch=true; human_qa_required_before_recommendation=true; official_structured_product_resource=true; breed_target=Boxer; calcium_phosphorus_not_consistently_visible_on_gr_retail_pages=true
royal_canin_gr_dog_dry_retail,https://www.royalcanin.com/gr/dogs/products/retail-products?digital_sub_category=dry_food,https://www.royalcanin.com/gr/dogs/products/retail-products/x-small-sterilised-1019,Royal Canin X-Small Sterilised,Royal Canin,dog,dry,official,official_product_page,GR,candidate,market=GR; locale=el; basis=as-fed; source_tier=official; source_kind=royal_canin_algolia_plus_product_page; category_batch=true; human_qa_required_before_recommendation=true; official_structured_product_resource=true; breed_target=Any; calcium_phosphorus_not_consistently_visible_on_gr_retail_pages=true
royal_canin_gr_dog_dry_retail,https://www.royalcanin.com/gr/dogs/products/retail-products?digital_sub_category=dry_food,https://www.royalcanin.com/gr/dogs/products/retail-products/mini-light-weight-care-3018,Royal Canin Mini Light Weight Care,Royal Canin,dog,dry,official,official_product_page,GR,candidate,market=GR; locale=el; basis=as-fed; source_tier=official; source_kind=royal_canin_algolia_plus_product_page; category_batch=true; human_qa_required_before_recommendation=true; official_structured_product_resource=true; breed_target=Any; calcium_phosphorus_not_consistently_visible_on_gr_retail_pages=true
royal_canin_gr_dog_dry_retail,https://www.royalcanin.com/gr/dogs/products/retail-products?digital_sub_category=dry_food,https://www.royalcanin.com/gr/dogs/products/retail-products/mini-sterilised-3185,Royal Canin Mini Sterilised,Royal Canin,dog,dry,official,official_product_page,GR,candidate,market=GR; locale=el; basis=as-fed; source_tier=official; source_kind=royal_canin_algolia_plus_product_page; category_batch=true; human_qa_required_before_recommendation=true; official_structured_product_resource=true; breed_target=Any; calcium_phosphorus_not_consistently_visible_on_gr_retail_pages=true
royal_canin_gr_dog_dry_retail,https://www.royalcanin.com/gr/dogs/products/retail-products?digital_sub_category=dry_food,https://www.royalcanin.com/gr/dogs/products/retail-products/mini-dermacomfort-2441,Royal Canin Mini Dermacomfort,Royal Canin,dog,dry,official,official_product_page,GR,candidate,market=GR; locale=el; basis=as-fed; source_tier=official; source_kind=royal_canin_algolia_plus_product_page; category_batch=true; human_qa_required_before_recommendation=true; official_structured_product_resource=true; breed_target=Any; calcium_phosphorus_not_consistently_visible_on_gr_retail_pages=true
royal_canin_gr_dog_dry_retail,https://www.royalcanin.com/gr/dogs/products/retail-products?digital_sub_category=dry_food,https://www.royalcanin.com/gr/dogs/products/retail-products/medium-sterilised-3034,Royal Canin Medium Sterilised,Royal Canin,dog,dry,official,official_product_page,GR,candidate,market=GR; locale=el; basis=as-fed; source_tier=official; source_kind=royal_canin_algolia_plus_product_page; category_batch=true; human_qa_required_before_recommendation=true; official_structured_product_resource=true; breed_target=Any; calcium_phosphorus_not_consistently_visible_on_gr_retail_pages=true
royal_canin_gr_dog_dry_retail,https://www.royalcanin.com/gr/dogs/products/retail-products?digital_sub_category=dry_food,https://www.royalcanin.com/gr/dogs/products/retail-products/medium-digestive-care-3016,Royal Canin Medium Digestive Care,Royal Canin,dog,dry,official,official_product_page,GR,candidate,market=GR; locale=el; basis=as-fed; source_tier=official; source_kind=royal_canin_algolia_plus_product_page; category_batch=true; human_qa_required_before_recommendation=true; official_structured_product_resource=true; breed_target=Any; calcium_phosphorus_not_consistently_visible_on_gr_retail_pages=true
royal_canin_gr_dog_dry_retail,https://www.royalcanin.com/gr/dogs/products/retail-products?digital_sub_category=dry_food,https://www.royalcanin.com/gr/dogs/products/retail-products/maxi-light-weight-care-2446,Royal Canin Maxi light Weight Care,Royal Canin,dog,dry,official,official_product_page,GR,candidate,market=GR; locale=el; basis=as-fed; source_tier=official; source_kind=royal_canin_algolia_plus_product_page; category_batch=true; human_qa_required_before_recommendation=true; official_structured_product_resource=true; breed_target=Any; calcium_phosphorus_not_consistently_visible_on_gr_retail_pages=true
royal_canin_gr_dog_dry_retail,https://www.royalcanin.com/gr/dogs/products/retail-products?digital_sub_category=dry_food,https://www.royalcanin.com/gr/dogs/products/retail-products/maxi-dermacomfort-2444,Royal Canin Maxi Dermacomfort,Royal Canin,dog,dry,official,official_product_page,GR,candidate,market=GR; locale=el; basis=as-fed; source_tier=official; source_kind=royal_canin_algolia_plus_product_page; category_batch=true; human_qa_required_before_recommendation=true; official_structured_product_resource=true; breed_target=Any; calcium_phosphorus_not_consistently_visible_on_gr_retail_pages=true
royal_canin_gr_dog_dry_retail,https://www.royalcanin.com/gr/dogs/products/retail-products?digital_sub_category=dry_food,https://www.royalcanin.com/gr/dogs/products/retail-products/mini-exigent-1006,Royal Canin Mini Exigent,Royal Canin,dog,dry,official,official_product_page,GR,candidate,market=GR; locale=el; basis=as-fed; source_tier=official; source_kind=royal_canin_algolia_plus_product_page; category_batch=true; human_qa_required_before_recommendation=true; official_structured_product_resource=true; breed_target=Any; calcium_phosphorus_not_consistently_visible_on_gr_retail_pages=true
royal_canin_gr_dog_dry_retail,https://www.royalcanin.com/gr/dogs/products/retail-products?digital_sub_category=dry_food,https://www.royalcanin.com/gr/dogs/products/retail-products/mini-digestive-care-2447,Royal Canin Mini Digestive Care,Royal Canin,dog,dry,official,official_product_page,GR,candidate,market=GR; locale=el; basis=as-fed; source_tier=official; source_kind=royal_canin_algolia_plus_product_page; category_batch=true; human_qa_required_before_recommendation=true; official_structured_product_resource=true; breed_target=Any; calcium_phosphorus_not_consistently_visible_on_gr_retail_pages=true
royal_canin_gr_dog_dry_retail,https://www.royalcanin.com/gr/dogs/products/retail-products?digital_sub_category=dry_food,https://www.royalcanin.com/gr/dogs/products/retail-products/medium-light-weight-care-3021,Royal Canin Medium Light Weight Care,Royal Canin,dog,dry,official,official_product_page,GR,candidate,market=GR; locale=el; basis=as-fed; source_tier=official; source_kind=royal_canin_algolia_plus_product_page; category_batch=true; human_qa_required_before_recommendation=true; official_structured_product_resource=true; breed_target=Any; calcium_phosphorus_not_consistently_visible_on_gr_retail_pages=true
royal_canin_gr_dog_dry_retail,https://www.royalcanin.com/gr/dogs/products/retail-products?digital_sub_category=dry_food,https://www.royalcanin.com/gr/dogs/products/retail-products/medium-dermacomfort-2442,Royal Canin Medium Dermacomfort,Royal Canin,dog,dry,official,official_product_page,GR,candidate,market=GR; locale=el; basis=as-fed; source_tier=official; source_kind=royal_canin_algolia_plus_product_page; category_batch=true; human_qa_required_before_recommendation=true; official_structured_product_resource=true; breed_target=Any; calcium_phosphorus_not_consistently_visible_on_gr_retail_pages=true
royal_canin_gr_dog_dry_retail,https://www.royalcanin.com/gr/dogs/products/retail-products?digital_sub_category=dry_food,https://www.royalcanin.com/gr/dogs/products/retail-products/maxi-sterilised-3035,Royal Canin Maxi Sterilised,Royal Canin,dog,dry,official,official_product_page,GR,candidate,market=GR; locale=el; basis=as-fed; source_tier=official; source_kind=royal_canin_algolia_plus_product_page; category_batch=true; human_qa_required_before_recommendation=true; official_structured_product_resource=true; breed_target=Any; calcium_phosphorus_not_consistently_visible_on_gr_retail_pages=true
royal_canin_gr_dog_dry_retail,https://www.royalcanin.com/gr/dogs/products/retail-products?digital_sub_category=dry_food,https://www.royalcanin.com/gr/dogs/products/retail-products/maxi-joint-care-2390,Royal Canin Maxi Joint Care,Royal Canin,dog,dry,official,official_product_page,GR,candidate,market=GR; locale=el; basis=as-fed; source_tier=official; source_kind=royal_canin_algolia_plus_product_page; category_batch=true; human_qa_required_before_recommendation=true; official_structured_product_resource=true; breed_target=Any; calcium_phosphorus_not_consistently_visible_on_gr_retail_pages=true
royal_canin_gr_dog_dry_retail,https://www.royalcanin.com/gr/dogs/products/retail-products?digital_sub_category=dry_food,https://www.royalcanin.com/gr/dogs/products/retail-products/maxi-digestive-care-3055,Royal Canin Maxi Digestive Care,Royal Canin,dog,dry,official,official_product_page,GR,candidate,market=GR; locale=el; basis=as-fed; source_tier=official; source_kind=royal_canin_algolia_plus_product_page; category_batch=true; human_qa_required_before_recommendation=true; official_structured_product_resource=true; breed_target=Any; calcium_phosphorus_not_consistently_visible_on_gr_retail_pages=true
royal_canin_gr_dog_dry_retail,https://www.royalcanin.com/gr/dogs/products/retail-products?digital_sub_category=dry_food,https://www.royalcanin.com/gr/dogs/products/retail-products/mini-urinary-care-1261,Royal Canin Mini Urinary Care,Royal Canin,dog,dry,official,official_product_page,GR,candidate,market=GR; locale=el; basis=as-fed; source_tier=official; source_kind=royal_canin_algolia_plus_product_page; category_batch=true; human_qa_required_before_recommendation=true; official_structured_product_resource=true; breed_target=Any; calcium_phosphorus_not_consistently_visible_on_gr_retail_pages=true
royal_canin_gr_dog_dry_retail,https://www.royalcanin.com/gr/dogs/products/retail-products?digital_sub_category=dry_food,https://www.royalcanin.com/gr/dogs/products/retail-products/mini-dental-care-1221,Royal Canin Mini Dental Care,Royal Canin,dog,dry,official,official_product_page,GR,candidate,market=GR; locale=el; basis=as-fed; source_tier=official; source_kind=royal_canin_algolia_plus_product_page; category_batch=true; human_qa_required_before_recommendation=true; official_structured_product_resource=true; breed_target=Any; calcium_phosphorus_not_consistently_visible_on_gr_retail_pages=true
royal_canin_gr_dog_dry_retail,https://www.royalcanin.com/gr/dogs/products/retail-products?digital_sub_category=dry_food,https://www.royalcanin.com/gr/dogs/products/retail-products/mini-coat-care-1220,Royal Canin Mini Coat Care,Royal Canin,dog,dry,official,official_product_page,GR,candidate,market=GR; locale=el; basis=as-fed; source_tier=official; source_kind=royal_canin_algolia_plus_product_page; category_batch=true; human_qa_required_before_recommendation=true; official_structured_product_resource=true; breed_target=Any; calcium_phosphorus_not_consistently_visible_on_gr_retail_pages=true
royal_canin_gr_dog_dry_retail,https://www.royalcanin.com/gr/dogs/products/retail-products?digital_sub_category=dry_food,https://www.royalcanin.com/gr/dogs/products/retail-products/sporting-life-trail-4300-2782,Royal Canin Sporting Life Trail 4300,Royal Canin,dog,dry,official,official_product_page,GR,candidate,market=GR; locale=el; basis=as-fed; source_tier=official; source_kind=royal_canin_algolia_plus_product_page; category_batch=true; human_qa_required_before_recommendation=true; official_structured_product_resource=true; breed_target=Any; calcium_phosphorus_not_consistently_visible_on_gr_retail_pages=true
royal_canin_gr_dog_dry_retail,https://www.royalcanin.com/gr/dogs/products/retail-products?digital_sub_category=dry_food,https://www.royalcanin.com/gr/dogs/products/retail-products/maxi-adult-3007,Royal Canin MAXI ADULT,Royal Canin,dog,dry,official,official_product_page,GR,hold,market=GR; locale=el; basis=as-fed; source_tier=official; source_kind=royal_canin_algolia_plus_product_page; category_batch=true; human_qa_required_before_recommendation=true; official_structured_product_resource=true; breed_target=Any; calcium_phosphorus_not_consistently_visible_on_gr_retail_pages=true
royal_canin_gr_dog_dry_retail,https://www.royalcanin.com/gr/dogs/products/retail-products?digital_sub_category=dry_food,https://www.royalcanin.com/gr/dogs/products/retail-products/medium-adult-3004,Royal Canin MEDIUM ADULT,Royal Canin,dog,dry,official,official_product_page,GR,hold,market=GR; locale=el; basis=as-fed; source_tier=official; source_kind=royal_canin_algolia_plus_product_page; category_batch=true; human_qa_required_before_recommendation=true; official_structured_product_resource=true; breed_target=Any; calcium_phosphorus_not_consistently_visible_on_gr_retail_pages=true
royal_canin_gr_dog_dry_retail,https://www.royalcanin.com/gr/dogs/products/retail-products?digital_sub_category=dry_food,https://www.royalcanin.com/gr/dogs/products/retail-products/mini-adult-3001,Royal Canin MINI ADULT,Royal Canin,dog,dry,official,official_product_page,GR,hold,market=GR; locale=el; basis=as-fed; source_tier=official; source_kind=royal_canin_algolia_plus_product_page; category_batch=true; human_qa_required_before_recommendation=true; official_structured_product_resource=true; breed_target=Any; calcium_phosphorus_not_consistently_visible_on_gr_retail_pages=true
royal_canin_gr_dog_dry_retail,https://www.royalcanin.com/gr/dogs/products/retail-products?digital_sub_category=dry_food,https://www.royalcanin.com/gr/dogs/products/retail-products/maxi-adult-5%2B-3008,Royal Canin MAXI ADULT 5+,Royal Canin,dog,dry,official,official_product_page,GR,hold,market=GR; locale=el; basis=as-fed; source_tier=official; source_kind=royal_canin_algolia_plus_product_page; category_batch=true; human_qa_required_before_recommendation=true; official_structured_product_resource=true; breed_target=Any; calcium_phosphorus_not_consistently_visible_on_gr_retail_pages=true
royal_canin_gr_dog_dry_retail,https://www.royalcanin.com/gr/dogs/products/retail-products?digital_sub_category=dry_food,https://www.royalcanin.com/gr/dogs/products/retail-products/mini-ageing-12%2B-1007,Royal Canin MINI AGEING 12+,Royal Canin,dog,dry,official,official_product_page,GR,candidate,market=GR; locale=el; basis=as-fed; source_tier=official; source_kind=royal_canin_algolia_plus_product_page; category_batch=true; human_qa_required_before_recommendation=true; official_structured_product_resource=true; breed_target=Any; calcium_phosphorus_not_consistently_visible_on_gr_retail_pages=true
royal_canin_gr_dog_dry_retail,https://www.royalcanin.com/gr/dogs/products/retail-products?digital_sub_category=dry_food,https://www.royalcanin.com/gr/dogs/products/retail-products/x-small-adult-1003,Royal Canin X-SMALL ADULT,Royal Canin,dog,dry,official,official_product_page,GR,candidate,market=GR; locale=el; basis=as-fed; source_tier=official; source_kind=royal_canin_algolia_plus_product_page; category_batch=true; human_qa_required_before_recommendation=true; official_structured_product_resource=true; breed_target=Any; calcium_phosphorus_not_consistently_visible_on_gr_retail_pages=true
royal_canin_gr_dog_dry_retail,https://www.royalcanin.com/gr/dogs/products/retail-products?digital_sub_category=dry_food,https://www.royalcanin.com/gr/dogs/products/retail-products/x-small-adult-8%2B-1004,Royal Canin X-SMALL ADULT 8+,Royal Canin,dog,dry,official,official_product_page,GR,hold,market=GR; locale=el; basis=as-fed; source_tier=official; source_kind=royal_canin_algolia_plus_product_page; category_batch=true; human_qa_required_before_recommendation=true; official_structured_product_resource=true; breed_target=Any; calcium_phosphorus_not_consistently_visible_on_gr_retail_pages=true
royal_canin_gr_dog_dry_retail,https://www.royalcanin.com/gr/dogs/products/retail-products?digital_sub_category=dry_food,https://www.royalcanin.com/gr/dogs/products/retail-products/x-small-ageing-12%2B-1005,Royal Canin X-SMALL AGEING 12+,Royal Canin,dog,dry,official,official_product_page,GR,hold,market=GR; locale=el; basis=as-fed; source_tier=official; source_kind=royal_canin_algolia_plus_product_page; category_batch=true; human_qa_required_before_recommendation=true; official_structured_product_resource=true; breed_target=Any; calcium_phosphorus_not_consistently_visible_on_gr_retail_pages=true
royal_canin_gr_dog_dry_retail,https://www.royalcanin.com/gr/dogs/products/retail-products?digital_sub_category=dry_food,https://www.royalcanin.com/gr/dogs/products/retail-products/medium-ageing-10%2B-2448,Royal Canin MEDIUM AGEING 10+,Royal Canin,dog,dry,official,official_product_page,GR,hold,market=GR; locale=el; basis=as-fed; source_tier=official; source_kind=royal_canin_algolia_plus_product_page; category_batch=true; human_qa_required_before_recommendation=true; official_structured_product_resource=true; breed_target=Any; calcium_phosphorus_not_consistently_visible_on_gr_retail_pages=true
royal_canin_gr_dog_dry_retail,https://www.royalcanin.com/gr/dogs/products/retail-products?digital_sub_category=dry_food,https://www.royalcanin.com/gr/dogs/products/retail-products/medium-adult-7%2B-3005,Royal Canin MEDIUM ADULT 7+,Royal Canin,dog,dry,official,official_product_page,GR,hold,market=GR; locale=el; basis=as-fed; source_tier=official; source_kind=royal_canin_algolia_plus_product_page; category_batch=true; human_qa_required_before_recommendation=true; official_structured_product_resource=true; breed_target=Any; calcium_phosphorus_not_consistently_visible_on_gr_retail_pages=true
royal_canin_gr_dog_dry_retail,https://www.royalcanin.com/gr/dogs/products/retail-products?digital_sub_category=dry_food,https://www.royalcanin.com/gr/dogs/products/retail-products/maxi-ageing-8%2B-2454,Royal Canin MAXI AGEING 8+,Royal Canin,dog,dry,official,official_product_page,GR,hold,market=GR; locale=el; basis=as-fed; source_tier=official; source_kind=royal_canin_algolia_plus_product_page; category_batch=true; human_qa_required_before_recommendation=true; official_structured_product_resource=true; breed_target=Any; calcium_phosphorus_not_consistently_visible_on_gr_retail_pages=true
royal_canin_gr_dog_dry_retail,https://www.royalcanin.com/gr/dogs/products/retail-products?digital_sub_category=dry_food,https://www.royalcanin.com/gr/dogs/products/retail-products/giant-adult-3009,Royal Canin GIANT ADULT,Royal Canin,dog,dry,official,official_product_page,GR,hold,market=GR; locale=el; basis=as-fed; source_tier=official; source_kind=royal_canin_algolia_plus_product_page; category_batch=true; human_qa_required_before_recommendation=true; official_structured_product_resource=true; breed_target=Any; calcium_phosphorus_not_consistently_visible_on_gr_retail_pages=true
royal_canin_gr_dog_dry_retail,https://www.royalcanin.com/gr/dogs/products/retail-products?digital_sub_category=dry_food,https://www.royalcanin.com/gr/dogs/products/retail-products/mini-adult-8%2B-3002,Royal Canin MINI ADULT 8+,Royal Canin,dog,dry,official,official_product_page,GR,hold,market=GR; locale=el; basis=as-fed; source_tier=official; source_kind=royal_canin_algolia_plus_product_page; category_batch=true; human_qa_required_before_recommendation=true; official_structured_product_resource=true; breed_target=Any; calcium_phosphorus_not_consistently_visible_on_gr_retail_pages=true
