formula_key,brand,formula_name,species,format,status,source_url,source_file,pack_size,extracted_fields,missing_fields,notes
cennamo-diamant-cat-star-sterilised-cat-dry-gr-gatoskilo,Cennamo,Diamant Cat Star Sterilised,cat,dry,importable_after_qa,https://www.gatoskilo.gr/ksira-trofi-gatas/27411-cennamo-diamant-cat-star-sterilised-15kg.html,C:\Users\NIOstb\Desktop\nutrital links\Cennamo Diamant Cat Star Sterilised 15kg - Gatoskilo.html,15kg,brand|formula_name|display_name|species|format|life_stage|medical_tags|commercial_tags|ingredient_text|carbohydrate_sources|additives_text|feeding_guide_text|kcal_per_100g|kcal_per_kg|protein_percent|fat_percent|fiber_percent|ash_percent|taurine_mgkg|vitamin_d3_iukg|data_quality_status|data_source_url|source_priority|formula_key|ean|is_recommendable,,market=GR; basis=as-fed; source_tier=retailer; source_group=gatoskilo_local_html_batch; retailer_sources_accepted_for_needs_review=true; human_qa_required_before_recommendation=true; canonical_formula_level_row=true; pack_size_seen=15kg; label_ash_used=true; source_file=C:\Users\NIOstb\Desktop\nutrital links\Cennamo Diamant Cat Star Sterilised 15kg - Gatoskilo.html; kcal_estimated=true; kcal_estimation_method=modified_atwater; estimated_carbohydrate_percent=40.5; default_moisture_percent=10; pack_sizes_seen=15kg
cennamo-diamant-cat-sterilized-chicken-cat-dry-gr-gatoskilo,Cennamo,Diamant Cat Sterilized Chicken,cat,dry,importable_after_qa,https://www.gatoskilo.gr/ksira-trofi-gatas/22963-cennamo-diamant-cat-sterilized-chicken-15kg.html,C:\Users\NIOstb\Desktop\nutrital links\Cennamo Diamant Cat Sterilized Chicken 15kg - Gatoskilo.html,15kg,brand|formula_name|display_name|species|format|commercial_tags|ingredient_text|primary_animal_proteins|carbohydrate_sources|fiber_sources|additives_text|feeding_guide_text|kcal_per_100g|kcal_per_kg|protein_percent|fat_percent|fiber_percent|ash_percent|calcium_percent|phosphorus_percent|magnesium_percent|taurine_mgkg|l_carnitine_mgkg|vitamin_d3_iukg|copper_mgkg|data_quality_status|data_source_url|source_priority|formula_key|ean|is_recommendable,,market=GR; basis=as-fed; source_tier=retailer; source_group=gatoskilo_local_html_batch; retailer_sources_accepted_for_needs_review=true; human_qa_required_before_recommendation=true; canonical_formula_level_row=true; pack_size_seen=15kg; label_energy_used=true; label_ash_used=true; source_file=C:\Users\NIOstb\Desktop\nutrital links\Cennamo Diamant Cat Sterilized Chicken 15kg - Gatoskilo.html; pack_sizes_seen=15kg
cennamo-diamant-cat-sterilized-fish-cat-dry-gr-gatoskilo,Cennamo,Diamant Cat Sterilized Fish,cat,dry,importable_after_qa,https://www.gatoskilo.gr/ksira-trofi-gatas/22965-cennamo-diamant-cat-sterilized-fish-15kg.html,C:\Users\NIOstb\Desktop\nutrital links\Cennamo Diamant Cat Sterilized Fish 15kg - Gatoskilo.html,15kg,brand|formula_name|display_name|species|format|commercial_tags|ingredient_text|primary_animal_proteins|carbohydrate_sources|fat_sources|fiber_sources|additives_text|feeding_guide_text|kcal_per_100g|kcal_per_kg|protein_percent|fat_percent|fiber_percent|ash_percent|calcium_percent|phosphorus_percent|magnesium_percent|taurine_mgkg|l_carnitine_mgkg|vitamin_d3_iukg|copper_mgkg|data_quality_status|data_source_url|source_priority|formula_key|ean|is_recommendable,,market=GR; basis=as-fed; source_tier=retailer; source_group=gatoskilo_local_html_batch; retailer_sources_accepted_for_needs_review=true; human_qa_required_before_recommendation=true; canonical_formula_level_row=true; pack_size_seen=15kg; label_energy_used=true; label_ash_used=true; source_file=C:\Users\NIOstb\Desktop\nutrital links\Cennamo Diamant Cat Sterilized Fish 15kg - Gatoskilo.html; pack_sizes_seen=15kg
club-4-paws-adult-chicken-cat-dry-gr-gatoskilo,Club 4 Paws,Adult Chicken,cat,dry,importable_after_qa,https://www.gatoskilo.gr/ksira-trofi-gatas/28362-club-4-paws-adult-chicken-14kg.html,C:\Users\NIOstb\Desktop\nutrital links\Club 4 Paws Adult Chicken 14kg - Gatoskilo.html,14kg,brand|formula_name|display_name|species|format|life_stage|commercial_tags|ingredient_text|primary_animal_proteins|carbohydrate_sources|fat_sources|additives_text|feeding_guide_text|kcal_per_100g|kcal_per_kg|protein_percent|fat_percent|fiber_percent|ash_percent|calcium_percent|phosphorus_percent|omega3_percent|omega6_percent|taurine_mgkg|vitamin_d3_iukg|iron_mgkg|zinc_mgkg|copper_mgkg|manganese_mgkg|data_quality_status|data_source_url|source_priority|formula_key|ean|is_recommendable,,market=GR; basis=as-fed; source_tier=retailer; source_group=gatoskilo_local_html_batch; retailer_sources_accepted_for_needs_review=true; human_qa_required_before_recommendation=true; canonical_formula_level_row=true; pack_size_seen=14kg; label_energy_used=true; label_ash_used=true; source_file=C:\Users\NIOstb\Desktop\nutrital links\Club 4 Paws Adult Chicken 14kg - Gatoskilo.html; pack_sizes_seen=14kg
club-4-paws-adult-rabbit-cat-dry-gr-gatoskilo,Club 4 Paws,Adult Rabbit,cat,dry,importable_after_qa,https://www.gatoskilo.gr/ksira-trofi-gatas/28368-club-4-paws-adult-rabbit-300gr.html,C:\Users\NIOstb\Desktop\nutrital links\Club 4 Paws Adult Rabbit 300gr - Gatoskilo.html,300gr,brand|formula_name|display_name|species|format|life_stage|commercial_tags|ingredient_text|primary_animal_proteins|carbohydrate_sources|fat_sources|additives_text|feeding_guide_text|kcal_per_100g|kcal_per_kg|protein_percent|fat_percent|fiber_percent|ash_percent|calcium_percent|phosphorus_percent|omega3_percent|omega6_percent|taurine_mgkg|vitamin_d3_iukg|iron_mgkg|zinc_mgkg|copper_mgkg|manganese_mgkg|data_quality_status|data_source_url|source_priority|formula_key|ean|is_recommendable,,market=GR; basis=as-fed; source_tier=retailer; source_group=gatoskilo_local_html_batch; retailer_sources_accepted_for_needs_review=true; human_qa_required_before_recommendation=true; canonical_formula_level_row=true; pack_size_seen=300gr; label_energy_used=true; label_ash_used=true; source_file=C:\Users\NIOstb\Desktop\nutrital links\Club 4 Paws Adult Rabbit 300gr - Gatoskilo.html; pack_sizes_seen=300gr
club-4-paws-adult-salmon-cat-dry-gr-gatoskilo,Club 4 Paws,Adult Salmon,cat,dry,importable_after_qa,https://www.gatoskilo.gr/ksira-trofi-gatas/28366-club-4-paws-adult-salmon-300gr.html,C:\Users\NIOstb\Desktop\nutrital links\Club 4 Paws Adult Salmon 300gr - Gatoskilo.html,300gr,brand|formula_name|display_name|species|format|life_stage|commercial_tags|ingredient_text|primary_animal_proteins|carbohydrate_sources|fat_sources|additives_text|feeding_guide_text|kcal_per_100g|kcal_per_kg|protein_percent|fat_percent|fiber_percent|ash_percent|calcium_percent|phosphorus_percent|omega3_percent|omega6_percent|taurine_mgkg|vitamin_d3_iukg|iron_mgkg|zinc_mgkg|copper_mgkg|manganese_mgkg|data_quality_status|data_source_url|source_priority|formula_key|ean|is_recommendable,,market=GR; basis=as-fed; source_tier=retailer; source_group=gatoskilo_local_html_batch; retailer_sources_accepted_for_needs_review=true; human_qa_required_before_recommendation=true; canonical_formula_level_row=true; pack_size_seen=300gr; label_energy_used=true; label_ash_used=true; source_file=C:\Users\NIOstb\Desktop\nutrital links\Club 4 Paws Adult Salmon 300gr - Gatoskilo.html; pack_sizes_seen=300gr
club-4-paws-adult-veal-cat-dry-gr-gatoskilo,Club 4 Paws,Adult Veal,cat,dry,importable_after_qa,https://www.gatoskilo.gr/ksira-trofi-gatas/28363-club-4-paws-adult-veal-300gr.html,C:\Users\NIOstb\Desktop\nutrital links\Club 4 Paws Adult Veal 300gr - Gatoskilo.html,300gr,brand|formula_name|display_name|species|format|life_stage|commercial_tags|ingredient_text|primary_animal_proteins|carbohydrate_sources|fat_sources|additives_text|feeding_guide_text|kcal_per_100g|kcal_per_kg|protein_percent|fat_percent|fiber_percent|ash_percent|calcium_percent|phosphorus_percent|omega3_percent|omega6_percent|taurine_mgkg|vitamin_d3_iukg|iron_mgkg|zinc_mgkg|copper_mgkg|manganese_mgkg|data_quality_status|data_source_url|source_priority|formula_key|ean|is_recommendable,,market=GR; basis=as-fed; source_tier=retailer; source_group=gatoskilo_local_html_batch; retailer_sources_accepted_for_needs_review=true; human_qa_required_before_recommendation=true; canonical_formula_level_row=true; pack_size_seen=300gr; label_energy_used=true; label_ash_used=true; source_file=C:\Users\NIOstb\Desktop\nutrital links\Club 4 Paws Adult Veal 300gr - Gatoskilo.html; pack_sizes_seen=300gr
club-4-paws-hairball-chicken-cat-dry-gr-gatoskilo,Club 4 Paws,Hairball Chicken,cat,dry,importable_after_qa,https://www.gatoskilo.gr/ksira-trofi-gatas/28375-club-4-paws-hairball-chicken-300gr.html,C:\Users\NIOstb\Desktop\nutrital links\Club 4 Paws Hairball Chicken 300gr - Gatoskilo.html,300gr,brand|formula_name|display_name|species|format|life_stage|commercial_tags|ingredient_text|primary_animal_proteins|carbohydrate_sources|fat_sources|additives_text|feeding_guide_text|kcal_per_100g|kcal_per_kg|protein_percent|fat_percent|fiber_percent|ash_percent|calcium_percent|phosphorus_percent|omega3_percent|omega6_percent|taurine_mgkg|vitamin_d3_iukg|iron_mgkg|zinc_mgkg|copper_mgkg|manganese_mgkg|data_quality_status|data_source_url|source_priority|formula_key|ean|is_recommendable,,market=GR; basis=as-fed; source_tier=retailer; source_group=gatoskilo_local_html_batch; retailer_sources_accepted_for_needs_review=true; human_qa_required_before_recommendation=true; canonical_formula_level_row=true; pack_size_seen=300gr; label_energy_used=true; label_ash_used=true; source_file=C:\Users\NIOstb\Desktop\nutrital links\Club 4 Paws Hairball Chicken 300gr - Gatoskilo.html; pack_sizes_seen=300gr
club-4-paws-indoor-4-in-1-chicken-cat-dry-gr-gatoskilo,Club 4 Paws,Indoor 4 in 1 Chicken,cat,dry,importable_after_qa,https://www.gatoskilo.gr/ksira-trofi-gatas/28381-club-4-paws-indoor-4-in-1-chicken-2kg.html,C:\Users\NIOstb\Desktop\nutrital links\Club 4 Paws Indoor 4 in 1 Chicken 2kg - Gatoskilo.html,2kg,brand|formula_name|display_name|species|format|life_stage|commercial_tags|ingredient_text|primary_animal_proteins|carbohydrate_sources|fat_sources|fiber_sources|additives_text|feeding_guide_text|kcal_per_100g|kcal_per_kg|protein_percent|fat_percent|fiber_percent|ash_percent|calcium_percent|phosphorus_percent|sodium_percent|magnesium_percent|omega3_percent|omega6_percent|taurine_mgkg|vitamin_d3_iukg|iron_mgkg|zinc_mgkg|copper_mgkg|manganese_mgkg|data_quality_status|data_source_url|source_priority|formula_key|ean|is_recommendable,,market=GR; basis=as-fed; source_tier=retailer; source_group=gatoskilo_local_html_batch; retailer_sources_accepted_for_needs_review=true; human_qa_required_before_recommendation=true; canonical_formula_level_row=true; pack_size_seen=2kg; label_energy_used=true; label_ash_used=true; source_file=C:\Users\NIOstb\Desktop\nutrital links\Club 4 Paws Indoor 4 in 1 Chicken 2kg - Gatoskilo.html; pack_sizes_seen=2kg
club-4-paws-kitten-chicken-cat-dry-gr-gatoskilo,Club 4 Paws,Kitten Chicken,cat,dry,importable_after_qa,https://www.gatoskilo.gr/ksira-trofi-gatas/28358-club-4-paws-kitten-chicken-300gr.html,C:\Users\NIOstb\Desktop\nutrital links\Club 4 Paws Kitten Chicken 300gr - Gatoskilo.html,300gr,brand|formula_name|display_name|species|format|life_stage|commercial_tags|ingredient_text|primary_animal_proteins|carbohydrate_sources|fat_sources|additives_text|feeding_guide_text|kcal_per_100g|kcal_per_kg|protein_percent|fat_percent|fiber_percent|ash_percent|calcium_percent|phosphorus_percent|omega3_percent|omega6_percent|taurine_mgkg|vitamin_d3_iukg|iron_mgkg|zinc_mgkg|copper_mgkg|manganese_mgkg|data_quality_status|data_source_url|source_priority|formula_key|ean|is_recommendable,,market=GR; basis=as-fed; source_tier=retailer; source_group=gatoskilo_local_html_batch; retailer_sources_accepted_for_needs_review=true; human_qa_required_before_recommendation=true; canonical_formula_level_row=true; pack_size_seen=300gr; label_energy_used=true; label_ash_used=true; source_file=C:\Users\NIOstb\Desktop\nutrital links\Club 4 Paws Kitten Chicken 300gr - Gatoskilo.html; pack_sizes_seen=300gr
club-4-paws-selection-adult-duck-and-vegetables-cat-dry-gr-gatoskilo,Club 4 Paws,Selection Adult Duck & Vegetables,cat,dry,importable_after_qa,https://www.gatoskilo.gr/ksira-trofi-gatas/28386-club-4-paws-selection-adult-duck-vegetables-300gr.html,C:\Users\NIOstb\Desktop\nutrital links\Club 4 Paws Selection Adult Duck & Vegetables 300gr - Gatoskilo.html,300gr,brand|formula_name|display_name|species|format|life_stage|commercial_tags|ingredient_text|primary_animal_proteins|carbohydrate_sources|fat_sources|additives_text|feeding_guide_text|kcal_per_100g|kcal_per_kg|protein_percent|fat_percent|fiber_percent|ash_percent|moisture_percent|calcium_percent|phosphorus_percent|omega3_percent|omega6_percent|taurine_mgkg|vitamin_d3_iukg|iron_mgkg|zinc_mgkg|copper_mgkg|manganese_mgkg|data_quality_status|data_source_url|source_priority|formula_key|ean|is_recommendable,,market=GR; basis=as-fed; source_tier=retailer; source_group=gatoskilo_local_html_batch; retailer_sources_accepted_for_needs_review=true; human_qa_required_before_recommendation=true; canonical_formula_level_row=true; pack_size_seen=300gr; label_energy_used=true; label_ash_used=true; source_file=C:\Users\NIOstb\Desktop\nutrital links\Club 4 Paws Selection Adult Duck & Vegetables 300gr - Gatoskilo.html; pack_sizes_seen=300gr
club-4-paws-sensitive-digestion-cat-dry-gr-gatoskilo,Club 4 Paws,Sensitive Digestion,cat,dry,importable_after_qa,https://www.gatoskilo.gr/ksira-trofi-gatas/28379-club-4-paws-sensitive-digestion-14kg.html,C:\Users\NIOstb\Desktop\nutrital links\Club 4 Paws Sensitive Digestion 14kg - Gatoskilo.html,14kg,brand|formula_name|display_name|species|format|commercial_tags|ingredient_text|primary_animal_proteins|carbohydrate_sources|fat_sources|fiber_sources|additives_text|feeding_guide_text|kcal_per_100g|kcal_per_kg|protein_percent|fat_percent|fiber_percent|ash_percent|calcium_percent|phosphorus_percent|omega3_percent|omega6_percent|taurine_mgkg|vitamin_d3_iukg|iron_mgkg|zinc_mgkg|copper_mgkg|manganese_mgkg|data_quality_status|data_source_url|source_priority|formula_key|ean|is_recommendable,,market=GR; basis=as-fed; source_tier=retailer; source_group=gatoskilo_local_html_batch; retailer_sources_accepted_for_needs_review=true; human_qa_required_before_recommendation=true; canonical_formula_level_row=true; pack_size_seen=14kg; label_energy_used=true; label_ash_used=true; source_file=C:\Users\NIOstb\Desktop\nutrital links\Club 4 Paws Sensitive Digestion 14kg - Gatoskilo.html; pack_sizes_seen=14kg
club-4-paws-sterilized-chicken-cat-dry-gr-gatoskilo,Club 4 Paws,Sterilized Chicken,cat,dry,importable_after_qa,https://www.gatoskilo.gr/ksira-trofi-gatas/28373-club-4-paws-sterilized-chicken-14kg.html,C:\Users\NIOstb\Desktop\nutrital links\Club 4 Paws Sterilized Chicken 14kg - Gatoskilo.html,14kg,brand|formula_name|display_name|species|format|commercial_tags|ingredient_text|primary_animal_proteins|carbohydrate_sources|fat_sources|additives_text|feeding_guide_text|kcal_per_100g|kcal_per_kg|protein_percent|fat_percent|fiber_percent|ash_percent|calcium_percent|phosphorus_percent|sodium_percent|magnesium_percent|omega3_percent|omega6_percent|taurine_mgkg|vitamin_d3_iukg|zinc_mgkg|copper_mgkg|data_quality_status|data_source_url|source_priority|formula_key|ean|is_recommendable,,market=GR; basis=as-fed; source_tier=retailer; source_group=gatoskilo_local_html_batch; retailer_sources_accepted_for_needs_review=true; human_qa_required_before_recommendation=true; canonical_formula_level_row=true; pack_size_seen=14kg; label_energy_used=true; label_ash_used=true; source_file=C:\Users\NIOstb\Desktop\nutrital links\Club 4 Paws Sterilized Chicken 14kg - Gatoskilo.html; pack_sizes_seen=14kg
club-4-paws-sterilized-salmon-cat-dry-gr-gatoskilo,Club 4 Paws,Sterilized Salmon,cat,dry,importable_after_qa,https://www.gatoskilo.gr/ksira-trofi-gatas/28374-club-4-paws-sterilized-salmon-14kg.html,C:\Users\NIOstb\Desktop\nutrital links\Club 4 Paws Sterilized Salmon 14kg - Gatoskilo.html,14kg,brand|formula_name|display_name|species|format|commercial_tags|ingredient_text|primary_animal_proteins|carbohydrate_sources|fat_sources|additives_text|feeding_guide_text|kcal_per_100g|kcal_per_kg|protein_percent|fat_percent|fiber_percent|ash_percent|calcium_percent|phosphorus_percent|sodium_percent|magnesium_percent|omega3_percent|omega6_percent|taurine_mgkg|vitamin_d3_iukg|iron_mgkg|zinc_mgkg|copper_mgkg|manganese_mgkg|data_quality_status|data_source_url|source_priority|formula_key|ean|is_recommendable,,market=GR; basis=as-fed; source_tier=retailer; source_group=gatoskilo_local_html_batch; retailer_sources_accepted_for_needs_review=true; human_qa_required_before_recommendation=true; canonical_formula_level_row=true; pack_size_seen=14kg; label_energy_used=true; label_ash_used=true; source_file=C:\Users\NIOstb\Desktop\nutrital links\Club 4 Paws Sterilized Salmon 14kg - Gatoskilo.html; pack_sizes_seen=14kg
club-4-paws-urinary-health-chicken-cat-dry-gr-gatoskilo,Club 4 Paws,Urinary Health Chicken,cat,dry,importable_after_qa,https://www.gatoskilo.gr/ksira-trofi-gatas/28383-club-4-paws-urinary-health-chicken-2kg.html,C:\Users\NIOstb\Desktop\nutrital links\Club 4 Paws Urinary Health Chicken 2kg - Gatoskilo.html,2kg,brand|formula_name|display_name|species|format|medical_tags|commercial_tags|ingredient_text|primary_animal_proteins|carbohydrate_sources|fat_sources|additives_text|feeding_guide_text|kcal_per_100g|kcal_per_kg|protein_percent|fat_percent|fiber_percent|ash_percent|calcium_percent|phosphorus_percent|sodium_percent|magnesium_percent|omega3_percent|omega6_percent|taurine_mgkg|vitamin_d3_iukg|zinc_mgkg|copper_mgkg|data_quality_status|data_source_url|source_priority|formula_key|ean|is_recommendable,,market=GR; basis=as-fed; source_tier=retailer; source_group=gatoskilo_local_html_batch; retailer_sources_accepted_for_needs_review=true; human_qa_required_before_recommendation=true; canonical_formula_level_row=true; pack_size_seen=2kg; label_energy_used=true; label_ash_used=true; source_file=C:\Users\NIOstb\Desktop\nutrital links\Club 4 Paws Urinary Health Chicken 2kg - Gatoskilo.html; pack_sizes_seen=2kg
dr-clauder-dr-clauder-s-high-premium-cat-sterilised-senior-light-cat-dry-gr-gatoskilo,Dr. Clauder,Dr Clauder's High Premium Cat Sterilised/Senior/Light,cat,dry,importable_after_qa,https://www.gatoskilo.gr/ksira-trofi-gatas/18108-dr-clauder-s-high-premium-cat-sterilised-senior-light-10kg.html,C:\Users\NIOstb\Desktop\nutrital links\Dr Clauder's High Premium Cat Sterilised_Senior_Light 10kg - Gatoskilo.html,10kg,brand|formula_name|display_name|species|format|life_stage|medical_tags|commercial_tags|ingredient_text|primary_animal_proteins|carbohydrate_sources|fat_sources|additives_text|feeding_guide_text|kcal_per_100g|kcal_per_kg|protein_percent|fat_percent|fiber_percent|ash_percent|phosphorus_percent|sodium_percent|taurine_mgkg|zinc_mgkg|copper_mgkg|selenium_mgkg|data_quality_status|data_source_url|source_priority|formula_key|ean|is_recommendable,,market=GR; basis=as-fed; source_tier=retailer; source_group=gatoskilo_local_html_batch; retailer_sources_accepted_for_needs_review=true; human_qa_required_before_recommendation=true; canonical_formula_level_row=true; pack_size_seen=10kg; label_ash_used=true; source_file=C:\Users\NIOstb\Desktop\nutrital links\Dr Clauder's High Premium Cat Sterilised_Senior_Light 10kg - Gatoskilo.html; kcal_estimated=true; kcal_estimation_method=modified_atwater; estimated_carbohydrate_percent=43.1; default_moisture_percent=10; pack_sizes_seen=10kg
enjoy-adult-cat-κοτοπουλο-cat-dry-gr-gatoskilo,Enjoy,Adult Cat Κοτόπουλο,cat,dry,importable_after_qa,https://www.gatoskilo.gr/ksira-trofi-gatas/19498-enjoy-adult-cat-kotopoulo-15kg.html,C:\Users\NIOstb\Desktop\nutrital links\Enjoy Adult Cat Κοτόπουλο 15kg - Gatoskilo.html,15kg,brand|formula_name|display_name|species|format|life_stage|commercial_tags|ingredient_text|primary_animal_proteins|carbohydrate_sources|fat_sources|additives_text|feeding_guide_text|kcal_per_100g|kcal_per_kg|protein_percent|fat_percent|fiber_percent|ash_percent|taurine_mgkg|vitamin_d3_iukg|data_quality_status|data_source_url|source_priority|formula_key|ean|is_recommendable,,market=GR; basis=as-fed; source_tier=retailer; source_group=gatoskilo_local_html_batch; retailer_sources_accepted_for_needs_review=true; human_qa_required_before_recommendation=true; canonical_formula_level_row=true; pack_size_seen=15kg; label_ash_used=true; source_file=C:\Users\NIOstb\Desktop\nutrital links\Enjoy Adult Cat Κοτόπουλο 15kg - Gatoskilo.html; kcal_estimated=true; kcal_estimation_method=modified_atwater; estimated_carbohydrate_percent=42.5; default_moisture_percent=10; pack_sizes_seen=15kg
enjoy-adult-cat-multicolour-κοτοπουλο-cat-dry-gr-gatoskilo,Enjoy,Adult Cat Multicolour Κοτόπουλο,cat,dry,importable_after_qa,https://www.gatoskilo.gr/ksira-trofi-gatas/19499-enjoy-adult-cat-multicolour-kotopoulo-15kg.html,C:\Users\NIOstb\Desktop\nutrital links\Enjoy Adult Cat Multicolour Κοτόπουλο 15kg - Gatoskilo.html,15kg,brand|formula_name|display_name|species|format|life_stage|commercial_tags|ingredient_text|primary_animal_proteins|carbohydrate_sources|fat_sources|additives_text|feeding_guide_text|kcal_per_100g|kcal_per_kg|protein_percent|fat_percent|fiber_percent|ash_percent|taurine_mgkg|vitamin_d3_iukg|data_quality_status|data_source_url|source_priority|formula_key|ean|is_recommendable,,market=GR; basis=as-fed; source_tier=retailer; source_group=gatoskilo_local_html_batch; retailer_sources_accepted_for_needs_review=true; human_qa_required_before_recommendation=true; canonical_formula_level_row=true; pack_size_seen=15kg; label_ash_used=true; source_file=C:\Users\NIOstb\Desktop\nutrital links\Enjoy Adult Cat Multicolour Κοτόπουλο 15kg - Gatoskilo.html; kcal_estimated=true; kcal_estimation_method=modified_atwater; estimated_carbohydrate_percent=42.5; default_moisture_percent=10; pack_sizes_seen=15kg
equilibrio-equilbrio-kitten-cat-dry-gr-gatoskilo,Equilibrio,Equilbrio Kitten,cat,dry,importable_after_qa,https://www.gatoskilo.gr/ksira-trofi-gatas/10294-equilbrio-kitten-75kg.html,C:\Users\NIOstb\Desktop\nutrital links\Equilbrio Kitten 7.5kg - Gatoskilo.html,7.5kg,brand|formula_name|display_name|species|format|life_stage|commercial_tags|ingredient_text|primary_animal_proteins|carbohydrate_sources|fat_sources|fiber_sources|additives_text|feeding_guide_text|kcal_per_100g|kcal_per_kg|protein_percent|fat_percent|fiber_percent|ash_percent|calcium_percent|phosphorus_percent|data_quality_status|data_source_url|source_priority|formula_key|ean|is_recommendable,,market=GR; basis=as-fed; source_tier=retailer; source_group=gatoskilo_local_html_batch; retailer_sources_accepted_for_needs_review=true; human_qa_required_before_recommendation=true; canonical_formula_level_row=true; pack_size_seen=7.5kg; label_ash_used=true; source_file=C:\Users\NIOstb\Desktop\nutrital links\Equilbrio Kitten 7.5kg - Gatoskilo.html; kcal_estimated=true; kcal_estimation_method=modified_atwater; estimated_carbohydrate_percent=25.1; default_moisture_percent=10; pack_sizes_seen=7.5kg
equilibrio-adult-hairball-cat-dry-gr-gatoskilo,Equilibrio,Adult Hairball,cat,dry,importable_after_qa,https://www.gatoskilo.gr/ksira-trofi-gatas/10288-equilibrio-adult-hairball-2kg.html,C:\Users\NIOstb\Desktop\nutrital links\Equilibrio Adult Hairball 2kg - Gatoskilo.html,2kg,brand|formula_name|display_name|species|format|life_stage|commercial_tags|ingredient_text|primary_animal_proteins|carbohydrate_sources|fat_sources|fiber_sources|additives_text|feeding_guide_text|kcal_per_100g|kcal_per_kg|protein_percent|fat_percent|fiber_percent|ash_percent|calcium_percent|phosphorus_percent|data_quality_status|data_source_url|source_priority|formula_key|ean|is_recommendable,,market=GR; basis=as-fed; source_tier=retailer; source_group=gatoskilo_local_html_batch; retailer_sources_accepted_for_needs_review=true; human_qa_required_before_recommendation=true; canonical_formula_level_row=true; pack_size_seen=2kg; label_ash_used=true; source_file=C:\Users\NIOstb\Desktop\nutrital links\Equilibrio Adult Hairball 2kg - Gatoskilo.html; kcal_estimated=true; kcal_estimation_method=modified_atwater; estimated_carbohydrate_percent=30; default_moisture_percent=10; pack_sizes_seen=2kg
equilibrio-sterilised-cat-dry-gr-gatoskilo,Equilibrio,Sterilised,cat,dry,importable_after_qa,https://www.gatoskilo.gr/ksira-trofi-gatas/10298-equilibrio-sterilised-75kg.html,C:\Users\NIOstb\Desktop\nutrital links\Equilibrio Sterilised 7.5kg - Gatoskilo.html,7.5kg,brand|formula_name|display_name|species|format|life_stage|medical_tags|commercial_tags|ingredient_text|primary_animal_proteins|carbohydrate_sources|fat_sources|fiber_sources|additives_text|feeding_guide_text|kcal_per_100g|kcal_per_kg|protein_percent|fat_percent|fiber_percent|ash_percent|calcium_percent|phosphorus_percent|data_quality_status|data_source_url|source_priority|formula_key|ean|is_recommendable,,market=GR; basis=as-fed; source_tier=retailer; source_group=gatoskilo_local_html_batch; retailer_sources_accepted_for_needs_review=true; human_qa_required_before_recommendation=true; canonical_formula_level_row=true; pack_size_seen=7.5kg; label_ash_used=true; source_file=C:\Users\NIOstb\Desktop\nutrital links\Equilibrio Sterilised 7.5kg - Gatoskilo.html; kcal_estimated=true; kcal_estimation_method=modified_atwater; estimated_carbohydrate_percent=33; default_moisture_percent=10; pack_sizes_seen=7.5kg
farmina-vet-life-cat-diabetic-cat-dry-gr-gatoskilo,Farmina,Vet Life Cat Diabetic,cat,dry,importable_after_qa,https://www.gatoskilo.gr/kliniki-ksiri-trofi-gatas/21726-farmina-vet-life-cat-diabetic-400gr.html,C:\Users\NIOstb\Desktop\nutrital links\Farmina Vet Life Cat Diabetic 400gr - Gatoskilo.html,400gr,brand|formula_name|display_name|species|format|medical_tags|commercial_tags|ingredient_text|primary_animal_proteins|carbohydrate_sources|fat_sources|fiber_sources|additives_text|feeding_guide_text|kcal_per_100g|kcal_per_kg|protein_percent|fat_percent|fiber_percent|ash_percent|calcium_percent|phosphorus_percent|sodium_percent|magnesium_percent|potassium_percent|dha_percent|epa_percent|taurine_mgkg|l_carnitine_mgkg|vitamin_d3_iukg|copper_mgkg|manganese_mgkg|data_quality_status|data_source_url|source_priority|formula_key|ean|is_recommendable,,market=GR; basis=as-fed; source_tier=retailer; source_group=gatoskilo_local_html_batch; retailer_sources_accepted_for_needs_review=true; human_qa_required_before_recommendation=true; canonical_formula_level_row=true; pack_size_seen=400gr; label_energy_used=true; label_ash_used=true; source_file=C:\Users\NIOstb\Desktop\nutrital links\Farmina Vet Life Cat Diabetic 400gr - Gatoskilo.html; pack_sizes_seen=400gr
