formula_key,brand,formula_name,species,format,status,source_url,source_file,pack_size,extracted_fields,missing_fields,notes
bosch-sanabelle-cat-senior-chicken-cat-dry-gr-gatoskilo,Bosch Sanabelle,Cat Senior Chicken,cat,dry,importable_after_qa,https://www.gatoskilo.gr/ksira-trofi-gatas/29986-bosch-sanabelle-cat-senior-chicken-2kg.html,C:\Users\NIOstb\Desktop\nutrital links\Bosch Sanabelle Cat Senior Chicken 2kg - Gatoskilo.html,2kg,brand|formula_name|display_name|species|format|life_stage|commercial_tags|ingredient_text|primary_animal_proteins|carbohydrate_sources|fat_sources|fiber_sources|additives_text|feeding_guide_text|kcal_per_100g|kcal_per_kg|protein_percent|fat_percent|fiber_percent|ash_percent|moisture_percent|calcium_percent|phosphorus_percent|sodium_percent|magnesium_percent|potassium_percent|taurine_mgkg|vitamin_d3_iukg|zinc_mgkg|copper_mgkg|iodine_mgkg|selenium_mgkg|data_quality_status|data_source_url|source_priority|formula_key|ean|is_recommendable,,market=GR; basis=as-fed; source_tier=retailer; source_group=gatoskilo_local_html_batch; retailer_sources_accepted_for_needs_review=true; human_qa_required_before_recommendation=true; canonical_formula_level_row=true; pack_size_seen=2kg; label_ash_used=true; source_file=C:\Users\NIOstb\Desktop\nutrital links\Bosch Sanabelle Cat Senior Chicken 2kg - Gatoskilo.html; kcal_estimated=true; kcal_estimation_method=modified_atwater; estimated_carbohydrate_percent=36.1; declared_moisture_used_for_estimate=true; pack_sizes_seen=2kg
bosch-sanabelle-kitten-cat-dry-gr-gatoskilo,Bosch Sanabelle,Kitten,cat,dry,importable_after_qa,https://www.gatoskilo.gr/ksira-trofi-gatas/29943-bosch-sanabelle-kitten-400gr.html,C:\Users\NIOstb\Desktop\nutrital links\Bosch Sanabelle Kitten 400gr - Gatoskilo.html,400gr,brand|formula_name|display_name|species|format|life_stage|commercial_tags|ingredient_text|primary_animal_proteins|carbohydrate_sources|fat_sources|additives_text|feeding_guide_text|kcal_per_100g|kcal_per_kg|protein_percent|fat_percent|fiber_percent|ash_percent|moisture_percent|calcium_percent|phosphorus_percent|sodium_percent|magnesium_percent|potassium_percent|taurine_mgkg|vitamin_a_iukg|vitamin_e_mgkg|zinc_mgkg|copper_mgkg|iodine_mgkg|selenium_mgkg|data_quality_status|data_source_url|source_priority|formula_key|ean|is_recommendable,,market=GR; basis=as-fed; source_tier=retailer; source_group=gatoskilo_local_html_batch; retailer_sources_accepted_for_needs_review=true; human_qa_required_before_recommendation=true; canonical_formula_level_row=true; pack_size_seen=400gr; label_ash_used=true; source_file=C:\Users\NIOstb\Desktop\nutrital links\Bosch Sanabelle Kitten 400gr - Gatoskilo.html; kcal_estimated=true; kcal_estimation_method=modified_atwater; estimated_carbohydrate_percent=26.1; declared_moisture_used_for_estimate=true; pack_sizes_seen=400gr
bozita-cat-senior-8-salmon-cat-dry-gr-gatoskilo,Bozita,Cat Senior 8+ Salmon,cat,dry,importable_after_qa,https://www.gatoskilo.gr/ksira-trofi-gatas/23581-bozita-cat-senior-8-salmon-2kg.html,C:\Users\NIOstb\Desktop\nutrital links\Bozita Cat Senior 8+ Salmon 2kg - Gatoskilo.html,2kg,brand|formula_name|display_name|species|format|life_stage|commercial_tags|ingredient_text|primary_animal_proteins|carbohydrate_sources|fat_sources|fiber_sources|additives_text|feeding_guide_text|kcal_per_100g|kcal_per_kg|protein_percent|fat_percent|fiber_percent|ash_percent|moisture_percent|calcium_percent|phosphorus_percent|magnesium_percent|taurine_mgkg|l_carnitine_mgkg|vitamin_d3_iukg|zinc_mgkg|copper_mgkg|manganese_mgkg|iodine_mgkg|selenium_mgkg|data_quality_status|data_source_url|source_priority|formula_key|ean|is_recommendable,,market=GR; basis=as-fed; source_tier=retailer; source_group=gatoskilo_local_html_batch; retailer_sources_accepted_for_needs_review=true; human_qa_required_before_recommendation=true; canonical_formula_level_row=true; pack_size_seen=2kg; label_ash_used=true; source_file=C:\Users\NIOstb\Desktop\nutrital links\Bozita Cat Senior 8+ Salmon 2kg - Gatoskilo.html; kcal_estimated=true; kcal_estimation_method=modified_atwater; estimated_carbohydrate_percent=34; declared_moisture_used_for_estimate=true; pack_sizes_seen=2kg
bozita-hair-and-skin-σολομοσ-wheat-free-cat-dry-gr-gatoskilo,Bozita,Hair & Skin Σολομός Wheat Free,cat,dry,importable_after_qa,https://www.gatoskilo.gr/ksira-trofi-gatas/16411-bozita-hair-skin-solomos-wheat-free-2kg.html,C:\Users\NIOstb\Desktop\nutrital links\Bozita Hair & Skin Σολομός Wheat Free 2kg - Gatoskilo.html,2kg,brand|formula_name|display_name|species|format|commercial_tags|ingredient_text|primary_animal_proteins|carbohydrate_sources|fat_sources|fiber_sources|additives_text|feeding_guide_text|kcal_per_100g|kcal_per_kg|protein_percent|fat_percent|fiber_percent|ash_percent|moisture_percent|calcium_percent|phosphorus_percent|magnesium_percent|taurine_mgkg|l_carnitine_mgkg|vitamin_d3_iukg|zinc_mgkg|copper_mgkg|manganese_mgkg|iodine_mgkg|selenium_mgkg|data_quality_status|data_source_url|source_priority|formula_key|ean|is_recommendable,,market=GR; basis=as-fed; source_tier=retailer; source_group=gatoskilo_local_html_batch; retailer_sources_accepted_for_needs_review=true; human_qa_required_before_recommendation=true; canonical_formula_level_row=true; pack_size_seen=2kg; label_ash_used=true; source_file=C:\Users\NIOstb\Desktop\nutrital links\Bozita Hair & Skin Σολομός Wheat Free 2kg - Gatoskilo.html; kcal_estimated=true; kcal_estimation_method=modified_atwater; estimated_carbohydrate_percent=36; declared_moisture_used_for_estimate=true; pack_sizes_seen=2kg
brekkies-cat-adult-complet-cat-dry-gr-gatoskilo,Brekkies,Cat Adult Complet,cat,dry,importable_after_qa,https://www.gatoskilo.gr/ksira-trofi-gatas/13427-brekkies-cat-adult-complet-15kg.html,C:\Users\NIOstb\Desktop\nutrital links\Brekkies Cat Adult Complet 15kg - Gatoskilo.html,15kg,brand|formula_name|display_name|species|format|life_stage|commercial_tags|ingredient_text|primary_animal_proteins|carbohydrate_sources|fat_sources|feeding_guide_text|kcal_per_100g|kcal_per_kg|protein_percent|fat_percent|fiber_percent|ash_percent|omega3_percent|omega6_percent|data_quality_status|data_source_url|source_priority|formula_key|ean|is_recommendable,,market=GR; basis=as-fed; source_tier=retailer; source_group=gatoskilo_local_html_batch; retailer_sources_accepted_for_needs_review=true; human_qa_required_before_recommendation=true; canonical_formula_level_row=true; pack_size_seen=15kg; label_ash_used=true; source_file=C:\Users\NIOstb\Desktop\nutrital links\Brekkies Cat Adult Complet 15kg - Gatoskilo.html; kcal_estimated=true; kcal_estimation_method=modified_atwater; estimated_carbohydrate_percent=38.5; default_moisture_percent=10; pack_sizes_seen=15kg
brekkies-cat-adult-delice-meat-cat-dry-gr-gatoskilo,Brekkies,Cat Adult Delice Meat,cat,dry,importable_after_qa,https://www.gatoskilo.gr/ksira-trofi-gatas/13429-brekkies-cat-adult-delice-meat-20kg.html,C:\Users\NIOstb\Desktop\nutrital links\Brekkies Cat Adult Delice Meat 20kg - Gatoskilo.html,20kg,brand|formula_name|display_name|species|format|life_stage|commercial_tags|ingredient_text|primary_animal_proteins|carbohydrate_sources|feeding_guide_text|kcal_per_100g|kcal_per_kg|protein_percent|fat_percent|fiber_percent|ash_percent|calcium_percent|phosphorus_percent|data_quality_status|data_source_url|source_priority|formula_key|ean|is_recommendable,,market=GR; basis=as-fed; source_tier=retailer; source_group=gatoskilo_local_html_batch; retailer_sources_accepted_for_needs_review=true; human_qa_required_before_recommendation=true; canonical_formula_level_row=true; pack_size_seen=20kg; label_ash_used=true; source_file=C:\Users\NIOstb\Desktop\nutrital links\Brekkies Cat Adult Delice Meat 20kg - Gatoskilo.html; kcal_estimated=true; kcal_estimation_method=modified_atwater; estimated_carbohydrate_percent=36.3; default_moisture_percent=10; pack_sizes_seen=20kg
brekkies-cat-adult-mix-beef-cat-dry-gr-gatoskilo,Brekkies,Cat Adult Mix Beef,cat,dry,importable_after_qa,https://www.gatoskilo.gr/ksira-trofi-gatas/13424-brekkies-cat-adult-mix-beef-15kg.html,C:\Users\NIOstb\Desktop\nutrital links\Brekkies Cat Adult Mix Beef 15kg - Gatoskilo.html,15kg,brand|formula_name|display_name|species|format|life_stage|commercial_tags|ingredient_text|carbohydrate_sources|fiber_sources|feeding_guide_text|kcal_per_100g|kcal_per_kg|protein_percent|fat_percent|fiber_percent|ash_percent|omega3_percent|omega6_percent|data_quality_status|data_source_url|source_priority|formula_key|ean|is_recommendable,,market=GR; basis=as-fed; source_tier=retailer; source_group=gatoskilo_local_html_batch; retailer_sources_accepted_for_needs_review=true; human_qa_required_before_recommendation=true; canonical_formula_level_row=true; pack_size_seen=15kg; label_ash_used=true; source_file=C:\Users\NIOstb\Desktop\nutrital links\Brekkies Cat Adult Mix Beef 15kg - Gatoskilo.html; kcal_estimated=true; kcal_estimation_method=modified_atwater; estimated_carbohydrate_percent=38.5; default_moisture_percent=10; pack_sizes_seen=15kg
brekkies-cat-adult-mix-fish-cat-dry-gr-gatoskilo,Brekkies,Cat Adult Mix Fish,cat,dry,importable_after_qa,https://www.gatoskilo.gr/ksira-trofi-gatas/13426-brekkies-cat-adult-mix-fish-15kg.html,C:\Users\NIOstb\Desktop\nutrital links\Brekkies Cat Adult Mix Fish 15kg - Gatoskilo.html,15kg,brand|formula_name|display_name|species|format|life_stage|commercial_tags|ingredient_text|primary_animal_proteins|carbohydrate_sources|fiber_sources|feeding_guide_text|kcal_per_100g|kcal_per_kg|protein_percent|fat_percent|fiber_percent|ash_percent|omega3_percent|omega6_percent|data_quality_status|data_source_url|source_priority|formula_key|ean|is_recommendable,,market=GR; basis=as-fed; source_tier=retailer; source_group=gatoskilo_local_html_batch; retailer_sources_accepted_for_needs_review=true; human_qa_required_before_recommendation=true; canonical_formula_level_row=true; pack_size_seen=15kg; label_ash_used=true; source_file=C:\Users\NIOstb\Desktop\nutrital links\Brekkies Cat Adult Mix Fish 15kg - Gatoskilo.html; kcal_estimated=true; kcal_estimation_method=modified_atwater; estimated_carbohydrate_percent=38.5; default_moisture_percent=10; pack_sizes_seen=15kg
brekkies-cat-adult-special-care-urinary-cat-dry-gr-gatoskilo,Brekkies,Cat Adult Special Care Urinary,cat,dry,importable_after_qa,https://www.gatoskilo.gr/ksira-trofi-gatas/13432-brekkies-cat-adult-special-care-urinary-20kg.html,C:\Users\NIOstb\Desktop\nutrital links\Brekkies Cat Adult Special Care Urinary 20kg - Gatoskilo.html,20kg,brand|formula_name|display_name|species|format|life_stage|medical_tags|commercial_tags|ingredient_text|primary_animal_proteins|carbohydrate_sources|fat_sources|feeding_guide_text|kcal_per_100g|kcal_per_kg|protein_percent|fat_percent|fiber_percent|ash_percent|magnesium_percent|omega3_percent|omega6_percent|data_quality_status|data_source_url|source_priority|formula_key|ean|is_recommendable,,market=GR; basis=as-fed; source_tier=retailer; source_group=gatoskilo_local_html_batch; retailer_sources_accepted_for_needs_review=true; human_qa_required_before_recommendation=true; canonical_formula_level_row=true; pack_size_seen=20kg; label_ash_used=true; source_file=C:\Users\NIOstb\Desktop\nutrital links\Brekkies Cat Adult Special Care Urinary 20kg - Gatoskilo.html; kcal_estimated=true; kcal_estimation_method=modified_atwater; estimated_carbohydrate_percent=37.2; default_moisture_percent=10; pack_sizes_seen=20kg
brit-care-cat-adult-haircare-salmon-and-chicken-grain-free-cat-dry-gr-gatoskilo,Brit,Care Cat Adult Haircare Salmon & Chicken Grain Free,cat,dry,importable_after_qa,https://www.gatoskilo.gr/ksira-trofi-gatas/26630-brit-care-cat-adult-haircare-salmon-chicken-grain-free-2kg.html,C:\Users\NIOstb\Desktop\nutrital links\Brit Care Cat Adult Haircare Salmon & Chicken Grain Free 2kg - Gatoskilo.html,2kg,brand|formula_name|display_name|species|format|life_stage|commercial_tags|ingredient_text|primary_animal_proteins|carbohydrate_sources|fat_sources|fiber_sources|additives_text|feeding_guide_text|kcal_per_100g|kcal_per_kg|protein_percent|fat_percent|fiber_percent|ash_percent|moisture_percent|calcium_percent|phosphorus_percent|sodium_percent|magnesium_percent|omega3_percent|omega6_percent|taurine_mgkg|l_carnitine_mgkg|vitamin_d3_iukg|iron_mgkg|zinc_mgkg|copper_mgkg|manganese_mgkg|selenium_mgkg|data_quality_status|data_source_url|source_priority|formula_key|ean|is_recommendable,,market=GR; basis=as-fed; source_tier=retailer; source_group=gatoskilo_local_html_batch; retailer_sources_accepted_for_needs_review=true; human_qa_required_before_recommendation=true; canonical_formula_level_row=true; pack_size_seen=2kg; label_energy_used=true; label_ash_used=true; source_file=C:\Users\NIOstb\Desktop\nutrital links\Brit Care Cat Adult Haircare Salmon & Chicken Grain Free 2kg - Gatoskilo.html; pack_sizes_seen=2kg
brit-care-cat-adult-indoor-chicken-grain-free-cat-dry-gr-gatoskilo,Brit,Care Cat Adult Indoor Chicken Grain Free,cat,dry,importable_after_qa,https://www.gatoskilo.gr/ksira-trofi-gatas/26633-brit-care-cat-adult-indoor-chicken-grain-free-2kg.html,C:\Users\NIOstb\Desktop\nutrital links\Brit Care Cat Adult Indoor Chicken Grain Free 2kg - Gatoskilo.html,2kg|7kg,brand|formula_name|display_name|species|format|life_stage|commercial_tags|ingredient_text|primary_animal_proteins|carbohydrate_sources|fat_sources|fiber_sources|additives_text|feeding_guide_text|kcal_per_100g|kcal_per_kg|protein_percent|fat_percent|fiber_percent|ash_percent|moisture_percent|calcium_percent|phosphorus_percent|sodium_percent|magnesium_percent|omega3_percent|omega6_percent|taurine_mgkg|l_carnitine_mgkg|vitamin_d3_iukg|iron_mgkg|zinc_mgkg|copper_mgkg|manganese_mgkg|selenium_mgkg|data_quality_status|data_source_url|source_priority|formula_key|ean|is_recommendable,,market=GR; basis=as-fed; source_tier=retailer; source_group=gatoskilo_local_html_batch; retailer_sources_accepted_for_needs_review=true; human_qa_required_before_recommendation=true; canonical_formula_level_row=true; pack_size_seen=2kg; label_energy_used=true; label_ash_used=true; source_file=C:\Users\NIOstb\Desktop\nutrital links\Brit Care Cat Adult Indoor Chicken Grain Free 2kg - Gatoskilo.html; pack_sizes_seen=2kg|7kg; duplicate_local_or_pack_rows_skipped=1
brit-care-cat-kitten-grain-free-chicken-and-turkey-cat-dry-gr-gatoskilo,Brit,Care Cat Kitten Grain Free Chicken & Turkey,cat,dry,importable_after_qa,https://www.gatoskilo.gr/ksira-trofi-gatas/26636-brit-care-cat-kitten-grain-free-chicken-turkey-2kg.html,C:\Users\NIOstb\Desktop\nutrital links\Brit Care Cat Kitten Grain Free Chicken & Turkey 2kg - Gatoskilo.html,2kg,brand|formula_name|display_name|species|format|life_stage|commercial_tags|ingredient_text|primary_animal_proteins|carbohydrate_sources|fat_sources|fiber_sources|additives_text|feeding_guide_text|kcal_per_100g|kcal_per_kg|protein_percent|fat_percent|fiber_percent|ash_percent|moisture_percent|calcium_percent|phosphorus_percent|sodium_percent|magnesium_percent|omega3_percent|omega6_percent|taurine_mgkg|l_carnitine_mgkg|vitamin_d3_iukg|iron_mgkg|zinc_mgkg|copper_mgkg|manganese_mgkg|selenium_mgkg|data_quality_status|data_source_url|source_priority|formula_key|ean|is_recommendable,,market=GR; basis=as-fed; source_tier=retailer; source_group=gatoskilo_local_html_batch; retailer_sources_accepted_for_needs_review=true; human_qa_required_before_recommendation=true; canonical_formula_level_row=true; pack_size_seen=2kg; label_energy_used=true; label_ash_used=true; source_file=C:\Users\NIOstb\Desktop\nutrital links\Brit Care Cat Kitten Grain Free Chicken & Turkey 2kg - Gatoskilo.html; pack_sizes_seen=2kg
brit-care-cat-kitten-grain-free-salmon-cat-dry-gr-gatoskilo,Brit,Care Cat Kitten Grain Free Salmon,cat,dry,importable_after_qa,https://www.gatoskilo.gr/ksira-trofi-gatas/26640-brit-care-cat-kitten-grain-free-salmon-400gr.html,C:\Users\NIOstb\Desktop\nutrital links\Brit Care Cat Kitten Grain Free Salmon 400gr - Gatoskilo.html,400gr,brand|formula_name|display_name|species|format|life_stage|commercial_tags|ingredient_text|primary_animal_proteins|carbohydrate_sources|fat_sources|fiber_sources|additives_text|feeding_guide_text|kcal_per_100g|kcal_per_kg|protein_percent|fat_percent|fiber_percent|ash_percent|moisture_percent|calcium_percent|phosphorus_percent|sodium_percent|magnesium_percent|omega3_percent|omega6_percent|dha_percent|epa_percent|taurine_mgkg|l_carnitine_mgkg|vitamin_a_iukg|vitamin_d3_iukg|vitamin_e_mgkg|iron_mgkg|zinc_mgkg|copper_mgkg|manganese_mgkg|iodine_mgkg|selenium_mgkg|data_quality_status|data_source_url|source_priority|formula_key|ean|is_recommendable,,market=GR; basis=as-fed; source_tier=retailer; source_group=gatoskilo_local_html_batch; retailer_sources_accepted_for_needs_review=true; human_qa_required_before_recommendation=true; canonical_formula_level_row=true; pack_size_seen=400gr; label_energy_used=true; label_ash_used=true; source_file=C:\Users\NIOstb\Desktop\nutrital links\Brit Care Cat Kitten Grain Free Salmon 400gr - Gatoskilo.html; pack_sizes_seen=400gr
brit-care-cat-senior-weight-control-chicken-grain-free-cat-dry-gr-gatoskilo,Brit,Care Cat Senior Weight Control Chicken Grain Free,cat,dry,importable_after_qa,https://www.gatoskilo.gr/ksira-trofi-gatas/26642-brit-care-cat-senior-weight-control-chicken-grain-free-2kg.html,C:\Users\NIOstb\Desktop\nutrital links\Brit Care Cat Senior Weight Control Chicken Grain Free 2kg - Gatoskilo.html,2kg,brand|formula_name|display_name|species|format|life_stage|medical_tags|commercial_tags|ingredient_text|primary_animal_proteins|carbohydrate_sources|fat_sources|fiber_sources|additives_text|feeding_guide_text|kcal_per_100g|kcal_per_kg|protein_percent|fat_percent|fiber_percent|ash_percent|moisture_percent|calcium_percent|phosphorus_percent|sodium_percent|magnesium_percent|omega3_percent|omega6_percent|taurine_mgkg|l_carnitine_mgkg|vitamin_d3_iukg|iron_mgkg|zinc_mgkg|copper_mgkg|manganese_mgkg|selenium_mgkg|data_quality_status|data_source_url|source_priority|formula_key|ean|is_recommendable,,market=GR; basis=as-fed; source_tier=retailer; source_group=gatoskilo_local_html_batch; retailer_sources_accepted_for_needs_review=true; human_qa_required_before_recommendation=true; canonical_formula_level_row=true; pack_size_seen=2kg; label_energy_used=true; label_ash_used=true; source_file=C:\Users\NIOstb\Desktop\nutrital links\Brit Care Cat Senior Weight Control Chicken Grain Free 2kg - Gatoskilo.html; pack_sizes_seen=2kg
brit-care-cat-sensitive-insect-and-herring-grain-free-cat-dry-gr-gatoskilo,Brit,Care Cat Sensitive Insect & Herring Grain Free,cat,dry,importable_after_qa,https://www.gatoskilo.gr/ksira-trofi-gatas/26648-brit-care-cat-sensitive-insect-herring-grain-free-2kg.html,C:\Users\NIOstb\Desktop\nutrital links\Brit Care Cat Sensitive Insect & Herring Grain Free 2kg - Gatoskilo.html,2kg,brand|formula_name|display_name|species|format|commercial_tags|ingredient_text|primary_animal_proteins|carbohydrate_sources|fat_sources|fiber_sources|additives_text|feeding_guide_text|kcal_per_100g|kcal_per_kg|protein_percent|fat_percent|fiber_percent|ash_percent|moisture_percent|calcium_percent|phosphorus_percent|sodium_percent|magnesium_percent|omega3_percent|omega6_percent|taurine_mgkg|l_carnitine_mgkg|vitamin_a_iukg|vitamin_d3_iukg|vitamin_e_mgkg|iron_mgkg|zinc_mgkg|copper_mgkg|manganese_mgkg|selenium_mgkg|data_quality_status|data_source_url|source_priority|formula_key|ean|is_recommendable,,market=GR; basis=as-fed; source_tier=retailer; source_group=gatoskilo_local_html_batch; retailer_sources_accepted_for_needs_review=true; human_qa_required_before_recommendation=true; canonical_formula_level_row=true; pack_size_seen=2kg; label_energy_used=true; label_ash_used=true; source_file=C:\Users\NIOstb\Desktop\nutrital links\Brit Care Cat Sensitive Insect & Herring Grain Free 2kg - Gatoskilo.html; pack_sizes_seen=2kg
brit-care-cat-sensitive-turkey-and-salmon-grain-free-cat-dry-gr-gatoskilo,Brit,Care Cat Sensitive Turkey & Salmon Grain Free,cat,dry,importable_after_qa,https://www.gatoskilo.gr/ksira-trofi-gatas/26647-brit-care-cat-sensitive-turkey-salmon-grain-free-7kg.html,C:\Users\NIOstb\Desktop\nutrital links\Brit Care Cat Sensitive Turkey & Salmon Grain Free 7kg - Gatoskilo.html,7kg,brand|formula_name|display_name|species|format|commercial_tags|ingredient_text|primary_animal_proteins|carbohydrate_sources|fat_sources|fiber_sources|additives_text|feeding_guide_text|kcal_per_100g|kcal_per_kg|protein_percent|fat_percent|fiber_percent|ash_percent|moisture_percent|calcium_percent|phosphorus_percent|sodium_percent|magnesium_percent|omega3_percent|omega6_percent|taurine_mgkg|l_carnitine_mgkg|vitamin_d3_iukg|iron_mgkg|zinc_mgkg|copper_mgkg|manganese_mgkg|selenium_mgkg|data_quality_status|data_source_url|source_priority|formula_key|ean|is_recommendable,,market=GR; basis=as-fed; source_tier=retailer; source_group=gatoskilo_local_html_batch; retailer_sources_accepted_for_needs_review=true; human_qa_required_before_recommendation=true; canonical_formula_level_row=true; pack_size_seen=7kg; label_energy_used=true; label_ash_used=true; source_file=C:\Users\NIOstb\Desktop\nutrital links\Brit Care Cat Sensitive Turkey & Salmon Grain Free 7kg - Gatoskilo.html; pack_sizes_seen=7kg
brit-care-cat-sterilised-immunity-support-pork-grain-free-cat-dry-gr-gatoskilo,Brit,Care Cat Sterilised Immunity Support Pork Grain Free,cat,dry,importable_after_qa,https://www.gatoskilo.gr/ksira-trofi-gatas/26651-brit-care-cat-sterilised-immunity-support-pork-grain-free-2kg.html,C:\Users\NIOstb\Desktop\nutrital links\Brit Care Cat Sterilised Immunity Support Pork Grain Free 2kg - Gatoskilo.html,2kg,brand|formula_name|display_name|species|format|life_stage|medical_tags|commercial_tags|ingredient_text|primary_animal_proteins|carbohydrate_sources|fat_sources|fiber_sources|additives_text|feeding_guide_text|kcal_per_100g|kcal_per_kg|protein_percent|fat_percent|fiber_percent|ash_percent|moisture_percent|calcium_percent|phosphorus_percent|sodium_percent|magnesium_percent|omega3_percent|omega6_percent|dha_percent|epa_percent|taurine_mgkg|l_carnitine_mgkg|vitamin_a_iukg|vitamin_d3_iukg|vitamin_e_mgkg|iron_mgkg|zinc_mgkg|copper_mgkg|manganese_mgkg|iodine_mgkg|selenium_mgkg|data_quality_status|data_source_url|source_priority|formula_key|ean|is_recommendable,,market=GR; basis=as-fed; source_tier=retailer; source_group=gatoskilo_local_html_batch; retailer_sources_accepted_for_needs_review=true; human_qa_required_before_recommendation=true; canonical_formula_level_row=true; pack_size_seen=2kg; label_energy_used=true; label_ash_used=true; source_file=C:\Users\NIOstb\Desktop\nutrital links\Brit Care Cat Sterilised Immunity Support Pork Grain Free 2kg - Gatoskilo.html; pack_sizes_seen=2kg
brit-care-cat-sterilised-sensitive-rabbit-grain-free-cat-dry-gr-gatoskilo,Brit,Care Cat Sterilised Sensitive Rabbit Grain Free,cat,dry,importable_after_qa,https://www.gatoskilo.gr/ksira-trofi-gatas/26654-brit-care-cat-sterilised-sensitive-rabbit-grain-free-2kg.html,C:\Users\NIOstb\Desktop\nutrital links\Brit Care Cat Sterilised Sensitive Rabbit Grain Free 2kg - Gatoskilo.html,2kg,brand|formula_name|display_name|species|format|life_stage|medical_tags|commercial_tags|ingredient_text|primary_animal_proteins|carbohydrate_sources|fat_sources|fiber_sources|additives_text|feeding_guide_text|kcal_per_100g|kcal_per_kg|protein_percent|fat_percent|fiber_percent|ash_percent|moisture_percent|calcium_percent|phosphorus_percent|sodium_percent|magnesium_percent|omega3_percent|omega6_percent|taurine_mgkg|l_carnitine_mgkg|vitamin_d3_iukg|iron_mgkg|zinc_mgkg|copper_mgkg|manganese_mgkg|selenium_mgkg|data_quality_status|data_source_url|source_priority|formula_key|ean|is_recommendable,,market=GR; basis=as-fed; source_tier=retailer; source_group=gatoskilo_local_html_batch; retailer_sources_accepted_for_needs_review=true; human_qa_required_before_recommendation=true; canonical_formula_level_row=true; pack_size_seen=2kg; label_energy_used=true; label_ash_used=true; source_file=C:\Users\NIOstb\Desktop\nutrital links\Brit Care Cat Sterilised Sensitive Rabbit Grain Free 2kg - Gatoskilo.html; pack_sizes_seen=2kg
brit-care-cat-sterilised-urinary-chicken-grain-free-cat-dry-gr-gatoskilo,Brit,Care Cat Sterilised Urinary Chicken Grain Free,cat,dry,importable_after_qa,https://www.gatoskilo.gr/ksira-trofi-gatas/26657-brit-care-cat-sterilised-urinary-chicken-grain-free-2kg.html,C:\Users\NIOstb\Desktop\nutrital links\Brit Care Cat Sterilised Urinary Chicken Grain Free 2kg - Gatoskilo.html,2kg,brand|formula_name|display_name|species|format|life_stage|medical_tags|commercial_tags|ingredient_text|primary_animal_proteins|carbohydrate_sources|fat_sources|fiber_sources|additives_text|feeding_guide_text|kcal_per_100g|kcal_per_kg|protein_percent|fat_percent|fiber_percent|ash_percent|moisture_percent|calcium_percent|phosphorus_percent|sodium_percent|magnesium_percent|omega3_percent|omega6_percent|taurine_mgkg|l_carnitine_mgkg|vitamin_d3_iukg|iron_mgkg|zinc_mgkg|copper_mgkg|manganese_mgkg|selenium_mgkg|data_quality_status|data_source_url|source_priority|formula_key|ean|is_recommendable,,market=GR; basis=as-fed; source_tier=retailer; source_group=gatoskilo_local_html_batch; retailer_sources_accepted_for_needs_review=true; human_qa_required_before_recommendation=true; canonical_formula_level_row=true; pack_size_seen=2kg; label_energy_used=true; label_ash_used=true; source_file=C:\Users\NIOstb\Desktop\nutrital links\Brit Care Cat Sterilised Urinary Chicken Grain Free 2kg - Gatoskilo.html; pack_sizes_seen=2kg
brit-care-cat-sterilised-weight-control-duck-and-turkey-grain-free-cat-dry-gr-gatoskilo,Brit,Care Cat Sterilised Weight Control Duck & Turkey Grain Free,cat,dry,importable_after_qa,https://www.gatoskilo.gr/ksira-trofi-gatas/26660-brit-care-cat-sterilised-weight-control-duck-turkey-grain-free-2kg.html,C:\Users\NIOstb\Desktop\nutrital links\Brit Care Cat Sterilised Weight Control Duck & Turkey Grain Free 2kg - Gatoskilo.html,2kg|7kg,brand|formula_name|display_name|species|format|life_stage|medical_tags|commercial_tags|ingredient_text|primary_animal_proteins|carbohydrate_sources|fat_sources|fiber_sources|additives_text|feeding_guide_text|kcal_per_100g|kcal_per_kg|protein_percent|fat_percent|fiber_percent|ash_percent|moisture_percent|calcium_percent|phosphorus_percent|sodium_percent|magnesium_percent|omega3_percent|omega6_percent|taurine_mgkg|l_carnitine_mgkg|vitamin_d3_iukg|iron_mgkg|zinc_mgkg|copper_mgkg|manganese_mgkg|selenium_mgkg|data_quality_status|data_source_url|source_priority|formula_key|ean|is_recommendable,,market=GR; basis=as-fed; source_tier=retailer; source_group=gatoskilo_local_html_batch; retailer_sources_accepted_for_needs_review=true; human_qa_required_before_recommendation=true; canonical_formula_level_row=true; pack_size_seen=2kg; label_energy_used=true; label_ash_used=true; source_file=C:\Users\NIOstb\Desktop\nutrital links\Brit Care Cat Sterilised Weight Control Duck & Turkey Grain Free 2kg - Gatoskilo.html; pack_sizes_seen=2kg|7kg; duplicate_local_or_pack_rows_skipped=1
