source_sheet,source_code,source_description,formula_name,brand,species,format,life_stage,size_class,category_tags,quantity,value,revenue_share_percent,pareto_percent,formula_key_guess,has_eshop_title,has_eshop_detail,review_priority,recommended_action,source_document
Sheet1,017075,ΞΗΡΑ ΤΡΟΦΗ.ΣΚ. ROYAL VD ANALLERGENIC DOG 3kg,. ROYAL VD ANALLERGENIC DOG,Royal Canin,dog,dry,,,,8,297.38,0.0033,0.8029,royal-canin-royal-vd-anallergenic-dog-dog-dry-gr-pareto,no,no,low_content_gap,"Fill missing e-shop/product content first, then attach official nutrition source before Food V2 import.",C:/Users/NIOstb/Desktop/photo_foods_nutritail/Pareto ανα κατηγορία για ESHOP.xlsx
Sheet1,017114,ΞΗΡΑ ΤΡΟΦΗ.ΣΚ ROYAL VD DOG CARDIAC 7.5K,ROYAL VD DOG CARDIAC 7.5K,Royal Canin,dog,dry,,,,5,293.05,0.0033,0.8062,royal-canin-royal-vd-dog-cardiac-7-5k-dog-dry-gr-pareto,no,no,low_content_gap,"Fill missing e-shop/product content first, then attach official nutrition source before Food V2 import.",C:/Users/NIOstb/Desktop/photo_foods_nutritail/Pareto ανα κατηγορία για ESHOP.xlsx
Sheet1,050099,ΞΗΡΑ ΤΡΟΦΗ.Γ ZINA MIX Στειρωμενα Κοτοπουλο 26/9,ZINA MIX Στειρωμενα Κοτοπουλο 26/9,Zina,cat,dry,,,,95.69,207.87,0.0013,0.8123,zina-zina-mix-στειρωμενα-κοτοπουλο-26-9-cat-dry-gr-pareto,no,no,low_content_gap,"Fill missing e-shop/product content first, then attach official nutrition source before Food V2 import.",C:/Users/NIOstb/Desktop/photo_foods_nutritail/Pareto ανα κατηγορία για ESHOP.xlsx
Sheet1,017074,ΞΗΡΑ ΤΡΟΦΗ.ΣΚ ROYAL VHN GASTRO INT LOW FAT DOG 1.5kg,ROYAL VHN GASTRO INT LOW FAT DOG,Royal Canin,dog,dry,,,,19,286.07,0.0032,0.8126,royal-canin-royal-vhn-gastro-int-low-fat-dog-dog-dry-gr-pareto,no,no,low_content_gap,"Fill missing e-shop/product content first, then attach official nutrition source before Food V2 import.",C:/Users/NIOstb/Desktop/photo_foods_nutritail/Pareto ανα κατηγορία για ESHOP.xlsx
Sheet1,018398,ΞΗΡΑ ΤΡΟΦΗ.ΣΚ Sam's Field Light & Senior Lamb & Rice 2.5kg,Sam's Field Light & Senior Dog με Αρνί & Ρύζι,Sam's Field,dog,dry,senior,medium,SUPER PREMIUM;LOW FAT/LIGHT;STERILITY;HYPOALLERGENIC,22,250.66,0.0009,0.8155,sam-s-field-sam-s-field-light-senior-dog-με-αρνι-ρυζι-dog-dry-gr-pareto,yes,no,low_content_gap,"Fill missing e-shop/product content first, then attach official nutrition source before Food V2 import.",C:/Users/NIOstb/Desktop/photo_foods_nutritail/Pareto ανα κατηγορία για ESHOP.xlsx
Sheet1,020057,"ΞΗΡΑ ΤΡΟΦΗ.Γ Unica Class Adult Sterilized Sensitive Tuna 1,5kg",Unica Class Adult Sterilized Sensitive Tuna,Unica,cat,dry,adult,,,23,200.83,0.0013,0.8174,unica-unica-class-adult-sterilized-sensitive-tuna-cat-dry-gr-pareto,no,no,low_content_gap,"Fill missing e-shop/product content first, then attach official nutrition source before Food V2 import.",C:/Users/NIOstb/Desktop/photo_foods_nutritail/Pareto ανα κατηγορία για ESHOP.xlsx
Sheet1,017316,ΞΗΡΑ ΤΡΟΦΗ.Γ ROYAL VHN URINARY SO CAT 400G,ROYAL VHN URINARY SO CAT,Royal Canin,cat,dry,,,,54,273.92,0.0031,0.8188,royal-canin-royal-vhn-urinary-so-cat-cat-dry-gr-pareto,no,no,low_content_gap,"Fill missing e-shop/product content first, then attach official nutrition source before Food V2 import.",C:/Users/NIOstb/Desktop/photo_foods_nutritail/Pareto ανα κατηγορία για ESHOP.xlsx
Sheet1,016653,ΞΗΡΑ ΤΡΟΦΗ.ΣΚ AATU G.F. 80/20 ADULT SALMON 10kg,Aatu Adult Dog Grain Free 80/20 με Σολομό,AATU,dog,dry,adult,all,ULTRA PREMIUM;MAINTENANCE;GRAIN FREE;HOLISTIC;FIRST INGREDIENT;BIOLOGICALLY APPROPRIATE,3,245.9,0.0009,0.821,aatu-aatu-adult-dog-grain-free-80-20-με-σολομο-dog-dry-gr-pareto,yes,no,low_content_gap,"Fill missing e-shop/product content first, then attach official nutrition source before Food V2 import.",C:/Users/NIOstb/Desktop/photo_foods_nutritail/Pareto ανα κατηγορία για ESHOP.xlsx
Sheet1,018386,ΞΗΡΑ ΤΡΟΦΗ.ΣΚ Sam's Field Puppy Chicken 2.5kg,Sam's Field Puppy με Κοτόπουλο,Sam's Field,dog,dry,puppy,all,SUPER PREMIUM;GROWTH / ΑΝΑΠΤΥΞΗΣ;LOW GRAIN,20,241.97,0.0009,0.8238,sam-s-field-sam-s-field-puppy-με-κοτοπουλο-dog-dry-gr-pareto,yes,no,low_content_gap,"Fill missing e-shop/product content first, then attach official nutrition source before Food V2 import.",C:/Users/NIOstb/Desktop/photo_foods_nutritail/Pareto ανα κατηγορία για ESHOP.xlsx
Sheet1,017314,ΞΗΡΑ ΤΡΟΦΗ.Γ ROYAL VHN URINARY S/O CAT 3.5kg,ROYAL VHN URINARY S/O CAT,Royal Canin,cat,dry,,,,8,267.46,0.003,0.8278,royal-canin-royal-vhn-urinary-s-o-cat-cat-dry-gr-pareto,no,no,low_content_gap,"Fill missing e-shop/product content first, then attach official nutrition source before Food V2 import.",C:/Users/NIOstb/Desktop/photo_foods_nutritail/Pareto ανα κατηγορία για ESHOP.xlsx
Sheet1,010941,ROYAL CAT POUCH RENAL CHICKEN 85G,ROYAL CAT POUCH RENAL CHICKEN,Royal Canin,cat,wet,,,,264,263.39,0.0029,0.8307,royal-canin-royal-cat-pouch-renal-chicken-cat-wet-gr-pareto,no,no,low_content_gap,"Fill missing e-shop/product content first, then attach official nutrition source before Food V2 import.",C:/Users/NIOstb/Desktop/photo_foods_nutritail/Pareto ανα κατηγορία για ESHOP.xlsx
Sheet1,016627,ΞΗΡΑ ΤΡΟΦΗ.ΣΚ TR.NATURAL MAXI ADULT ΒΟΔΙΝΟ 12kg,Natural Trainer Maxi Adult με Βοδινό,Natural Trainer,dog,dry,adult,large,SUPER PREMIUM;MAINTENANCE,6,225.89,0.0008,0.8342,natural-trainer-natural-trainer-maxi-adult-με-βοδινο-dog-dry-gr-pareto,yes,no,low_content_gap,"Fill missing e-shop/product content first, then attach official nutrition source before Food V2 import.",C:/Users/NIOstb/Desktop/photo_foods_nutritail/Pareto ανα κατηγορία για ESHOP.xlsx
Sheet1,017084,ΞΗΡΑ ΤΡΟΦΗ.ΣΚ ROYAL SATIETY SUPPORT DOG 6kg,ROYAL SATIETY SUPPORT DOG,Royal Canin,dog,dry,,,,5,244.08,0.0027,0.8362,royal-canin-royal-satiety-support-dog-dog-dry-gr-pareto,no,no,low_content_gap,"Fill missing e-shop/product content first, then attach official nutrition source before Food V2 import.",C:/Users/NIOstb/Desktop/photo_foods_nutritail/Pareto ανα κατηγορία για ESHOP.xlsx
Sheet1,019521,ΞΗΡΑ ΤΡΟΦΗ.ΣΚ ROYAL MEDIUM PUPPY 4kg -20%,Royal Canin Medium Puppy -20%,Royal Canin,dog,dry,puppy,medium,SUPER PREMIUM;GROWTH / ΑΝΑΠΤΥΞΗΣ;SCIENCE,13,218.96,0.0008,0.8367,royal-canin-royal-canin-medium-puppy-20-dog-dry-gr-pareto,yes,no,low_content_gap,"Fill missing e-shop/product content first, then attach official nutrition source before Food V2 import.",C:/Users/NIOstb/Desktop/photo_foods_nutritail/Pareto ανα κατηγορία για ESHOP.xlsx
Sheet1,050098,ΞΗΡΑ ΤΡΟΦΗ.Γ ZINA Στειρωμενα Κοτοπουλο 26/9,ZINA Στειρωμενα Κοτοπουλο 26/9,Zina,cat,dry,,,,89.86,185.36,0.0012,0.8382,zina-zina-στειρωμενα-κοτοπουλο-26-9-cat-dry-gr-pareto,no,no,low_content_gap,"Fill missing e-shop/product content first, then attach official nutrition source before Food V2 import.",C:/Users/NIOstb/Desktop/photo_foods_nutritail/Pareto ανα κατηγορία για ESHOP.xlsx
Sheet1,020061,ΞΗΡΑ ΤΡΟΦΗ.Γ Unica Class Adult Sterilized Hairball Lamb 10kg,Unica Class Adult Sterilized Hairball Lamb,Unica,cat,dry,adult,,,5,179.51,0.0011,0.8439,unica-unica-class-adult-sterilized-hairball-lamb-cat-dry-gr-pareto,no,no,low_content_gap,"Fill missing e-shop/product content first, then attach official nutrition source before Food V2 import.",C:/Users/NIOstb/Desktop/photo_foods_nutritail/Pareto ανα κατηγορία για ESHOP.xlsx
Sheet1,017161,ΞΗΡΑ ΤΡΟΦΗ.ΣΚ ROYAL MAXI AGEING 8+ 3K,Royal Canin Maxi Ageing 8+,Royal Canin,dog,dry,senior,large,SUPER PREMIUM;MAINTENANCE;SCIENCE,13,214.37,0.0008,0.8448,royal-canin-royal-canin-maxi-ageing-8-dog-dry-gr-pareto,yes,no,low_content_gap,"Fill missing e-shop/product content first, then attach official nutrition source before Food V2 import.",C:/Users/NIOstb/Desktop/photo_foods_nutritail/Pareto ανα κατηγορία για ESHOP.xlsx
Sheet1,017102,ΞΗΡΑ ΤΡΟΦΗ.ΣΚ ROYAL VD DIABETIC DOG 12kg,ROYAL VD DIABETIC DOG,Royal Canin,dog,dry,,,,3,213.23,0.0024,0.8516,royal-canin-royal-vd-diabetic-dog-dog-dry-gr-pareto,no,no,low_content_gap,"Fill missing e-shop/product content first, then attach official nutrition source before Food V2 import.",C:/Users/NIOstb/Desktop/photo_foods_nutritail/Pareto ανα κατηγορία για ESHOP.xlsx
Sheet1,019544,SHEBA POUCH DELICES DE JOUR ΤΟΝΝΟΣ & ΜΠΑΚΑΛΙΑΡΟ 300gr,SHEBA POUCH DELICES DE JOUR ΤΟΝΝΟΣ & ΜΠΑΚΑΛΙΑΡΟ,Sheba,cat,wet,,,,72,169.97,0.0011,0.8527,sheba-sheba-pouch-delices-de-jour-τοννος-μπακαλιαρο-cat-wet-gr-pareto,no,no,low_content_gap,"Fill missing e-shop/product content first, then attach official nutrition source before Food V2 import.",C:/Users/NIOstb/Desktop/photo_foods_nutritail/Pareto ανα κατηγορία για ESHOP.xlsx
Sheet1,017171,ΞΗΡΑ ΤΡΟΦΗ.ΣΚ ROYAL BHN SCHNAUZER 3kg,Royal Canin Adult Schnauzer,Royal Canin,dog,dry,adult,medium,SUPER PREMIUM;MAINTENANCE;SCIENCE;BREED,9,198.07,0.0007,0.8548,royal-canin-royal-canin-adult-schnauzer-dog-dry-gr-pareto,yes,no,low_content_gap,"Fill missing e-shop/product content first, then attach official nutrition source before Food V2 import.",C:/Users/NIOstb/Desktop/photo_foods_nutritail/Pareto ανα κατηγορία για ESHOP.xlsx
Sheet1,017071,ΞΗΡΑ ΤΡΟΦΗ.ΣΚ ROYAL VD DIABETIC DOG 1.5kg,ROYAL VD DIABETIC DOG,Royal Canin,dog,dry,,,,13,206.96,0.0023,0.8562,royal-canin-royal-vd-diabetic-dog-dog-dry-gr-pareto,no,no,low_content_gap,"Fill missing e-shop/product content first, then attach official nutrition source before Food V2 import.",C:/Users/NIOstb/Desktop/photo_foods_nutritail/Pareto ανα κατηγορία για ESHOP.xlsx
Sheet1,016959,ΞΗΡΑ ΤΡΟΦΗ.ΣΚ ROYAL CHIHUAHUA JUNIOR 1.5kg,Royal Canin Chihuahua Junior,Royal Canin,dog,dry,puppy,small,SUPER PREMIUM;GROWTH / ΑΝΑΠΤΥΞΗΣ;SCIENCE;BREED,15,195.16,0.0007,0.8585,royal-canin-royal-canin-chihuahua-junior-dog-dry-gr-pareto,yes,no,low_content_gap,"Fill missing e-shop/product content first, then attach official nutrition source before Food V2 import.",C:/Users/NIOstb/Desktop/photo_foods_nutritail/Pareto ανα κατηγορία για ESHOP.xlsx
Sheet1,020056,"ΞΗΡΑ ΤΡΟΦΗ.Γ Unica Class Adult Sterilized Hairball Lamb 1,5kg",Unica Class Adult Sterilized Hairball Lamb,Unica,cat,dry,adult,,,18,162.78,0.001,0.859,unica-unica-class-adult-sterilized-hairball-lamb-cat-dry-gr-pareto,no,no,low_content_gap,"Fill missing e-shop/product content first, then attach official nutrition source before Food V2 import.",C:/Users/NIOstb/Desktop/photo_foods_nutritail/Pareto ανα κατηγορία για ESHOP.xlsx
Sheet1,016196,ΞΗΡΑ ΤΡΟΦΗ.ΣΚ PRO PLAN LARGE ROBUST ADULT Κοτοπουλο 14kg,Pro Plan Large Robust Adult με Κοτόπουλο,Purina,dog,dry,adult,large,SUPER PREMIUM;MAINTENANCE,4,180.92,0.0007,0.8655,purina-pro-plan-large-robust-adult-με-κοτοπουλο-dog-dry-gr-pareto,yes,no,low_content_gap,"Fill missing e-shop/product content first, then attach official nutrition source before Food V2 import.",C:/Users/NIOstb/Desktop/photo_foods_nutritail/Pareto ανα κατηγορία για ESHOP.xlsx
Sheet1,010949,ROYAL CAT POUCH SENSITIVITY CTRL CHICKEN & RICE 85G,ROYAL CAT POUCH SENSITIVITY CTRL CHICKEN & RICE,Royal Canin,cat,wet,,,,190,194.97,0.0022,0.8672,royal-canin-royal-cat-pouch-sensitivity-ctrl-chicken-rice-cat-wet-gr-pareto,no,no,low_content_gap,"Fill missing e-shop/product content first, then attach official nutrition source before Food V2 import.",C:/Users/NIOstb/Desktop/photo_foods_nutritail/Pareto ανα κατηγορία για ESHOP.xlsx
Sheet1,017685,ΞΗΡΑ ΤΡΟΦΗ.ΣΚ FROLIC ΜΕ ΠΟΥΛΕΡΙΚΑ 1.5KG,Frolic Adult Dog με Πουλερικά,Frolic,dog,dry,adult,all,PREMIUM;MAINTENANCE,33,177.07,0.0007,0.8681,frolic-frolic-adult-dog-με-πουλερικα-dog-dry-gr-pareto,yes,no,low_content_gap,"Fill missing e-shop/product content first, then attach official nutrition source before Food V2 import.",C:/Users/NIOstb/Desktop/photo_foods_nutritail/Pareto ανα κατηγορία για ESHOP.xlsx
Sheet1,017079,ΞΗΡΑ ΤΡΟΦΗ.ΣΚ GASTRO INT LOW FAT DOG 6K,GASTRO INT LOW FAT DOG 6K,Gastro,dog,dry,,,,4,192.52,0.0021,0.8694,gastro-gastro-int-low-fat-dog-6k-dog-dry-gr-pareto,no,no,low_content_gap,"Fill missing e-shop/product content first, then attach official nutrition source before Food V2 import.",C:/Users/NIOstb/Desktop/photo_foods_nutritail/Pareto ανα κατηγορία για ESHOP.xlsx
Sheet1,017295,ΞΗΡΑ ΤΡΟΦΗ.Γ ROYAL SENSITIVITY CONTROL CAT 1.5kg,ROYAL SENSITIVITY CONTROL CAT,Royal Canin,cat,dry,,,,9,190.17,0.0021,0.8715,royal-canin-royal-sensitivity-control-cat-cat-dry-gr-pareto,no,no,low_content_gap,"Fill missing e-shop/product content first, then attach official nutrition source before Food V2 import.",C:/Users/NIOstb/Desktop/photo_foods_nutritail/Pareto ανα κατηγορία για ESHOP.xlsx
Sheet1,017691,ΞΗΡΑ ΤΡΟΦΗ.ΣΚ PRESTIGE ADULT 3KG,Prestige Adult Dog,Flatazor,dog,dry,adult,medium,SUPER PREMIUM;MAINTENANCE,14,169.8,0.0006,0.8765,flatazor-prestige-adult-dog-dog-dry-gr-pareto,yes,no,low_content_gap,"Fill missing e-shop/product content first, then attach official nutrition source before Food V2 import.",C:/Users/NIOstb/Desktop/photo_foods_nutritail/Pareto ανα κατηγορία για ESHOP.xlsx
Sheet1,017311,ΞΗΡΑ ΤΡΟΦΗ.Γ ROYAL DIABETIC CAT 1.5K,ROYAL DIABETIC CAT 1.5K,Royal Canin,cat,dry,,,,10,179.1,0.002,0.8776,royal-canin-royal-diabetic-cat-1-5k-cat-dry-gr-pareto,no,no,low_content_gap,"Fill missing e-shop/product content first, then attach official nutrition source before Food V2 import.",C:/Users/NIOstb/Desktop/photo_foods_nutritail/Pareto ανα κατηγορία για ESHOP.xlsx
Sheet1,017307,ΞΗΡΑ ΤΡΟΦΗ.Γ ROYAL SENSITIVITY CONTROL CAT 400G,ROYAL SENSITIVITY CONTROL CAT,Royal Canin,cat,dry,,,,29,175.21,0.002,0.8796,royal-canin-royal-sensitivity-control-cat-cat-dry-gr-pareto,no,no,low_content_gap,"Fill missing e-shop/product content first, then attach official nutrition source before Food V2 import.",C:/Users/NIOstb/Desktop/photo_foods_nutritail/Pareto ανα κατηγορία για ESHOP.xlsx
Sheet1,016254,ΞΗΡΑ ΤΡΟΦΗ.ΣΚ PRO PLAN Nature Digest Adult Mini ΑΡΝΙ 2KG,Pro Plan Mini Adult Nature Elements Digest με Αρνί,Purina,dog,dry,adult,small,SUPER PREMIUM;MAINTENANCE;SENSITIVE,11,161.61,0.0006,0.8827,purina-pro-plan-mini-adult-nature-elements-digest-με-αρνι-dog-dry-gr-pareto,yes,no,low_content_gap,"Fill missing e-shop/product content first, then attach official nutrition source before Food V2 import.",C:/Users/NIOstb/Desktop/photo_foods_nutritail/Pareto ανα κατηγορία για ESHOP.xlsx
Sheet1,017333,ΞΗΡΑ ΤΡΟΦΗ.Γ VHN GASTRO INTESTINAL KITTEN 400G,VHN GASTRO INTESTINAL KITTEN,Vhn,cat,dry,kitten,,,27,156.38,0.0017,0.8831,vhn-vhn-gastro-intestinal-kitten-cat-dry-gr-pareto,no,no,low_content_gap,"Fill missing e-shop/product content first, then attach official nutrition source before Food V2 import.",C:/Users/NIOstb/Desktop/photo_foods_nutritail/Pareto ανα κατηγορία για ESHOP.xlsx
Sheet1,018501,ΞΗΡΑ ΤΡΟΦΗ.ΣΚ BELCANDO JUNIOR LAMB & RICE 12.5Kg,Belcando Junior με Αρνί & Ρύζι,Belcando,dog,dry,puppy,medium,SUPER PREMIUM;GROWTH / ΑΝΑΠΤΥΞΗΣ,3,154.84,0.0006,0.888,belcando-belcando-junior-με-αρνι-ρυζι-dog-dry-gr-pareto,yes,no,low_content_gap,"Fill missing e-shop/product content first, then attach official nutrition source before Food V2 import.",C:/Users/NIOstb/Desktop/photo_foods_nutritail/Pareto ανα κατηγορία για ESHOP.xlsx
Sheet1,017062,ΞΗΡΑ ΤΡΟΦΗ.ΣΚ VHN HYPOALLERGENIC DOG 2K,VHN HYPOALLERGENIC DOG 2K,Vhn,dog,dry,,,,6,150.68,0.0017,0.8882,vhn-vhn-hypoallergenic-dog-2k-dog-dry-gr-pareto,no,no,low_content_gap,"Fill missing e-shop/product content first, then attach official nutrition source before Food V2 import.",C:/Users/NIOstb/Desktop/photo_foods_nutritail/Pareto ανα κατηγορία για ESHOP.xlsx
Sheet1,017096,ΞΗΡΑ ΤΡΟΦΗ.ΣΚ VDIET RENAL SELECT DOG 2K,VDIET RENAL SELECT DOG 2K,Vdiet,dog,dry,,,,8,150.07,0.0017,0.8899,vdiet-vdiet-renal-select-dog-2k-dog-dry-gr-pareto,no,no,low_content_gap,"Fill missing e-shop/product content first, then attach official nutrition source before Food V2 import.",C:/Users/NIOstb/Desktop/photo_foods_nutritail/Pareto ανα κατηγορία για ESHOP.xlsx
Sheet1,020055,"ΞΗΡΑ ΤΡΟΦΗ.Γ Unica Class Kitten Development Chicken 1,5kg",Unica Class Kitten Development Chicken,Unica,cat,dry,kitten,,,15,136.12,0.0009,0.89,unica-unica-class-kitten-development-chicken-cat-dry-gr-pareto,no,no,low_content_gap,"Fill missing e-shop/product content first, then attach official nutrition source before Food V2 import.",C:/Users/NIOstb/Desktop/photo_foods_nutritail/Pareto ανα κατηγορία για ESHOP.xlsx
Sheet1,017261,ΞΗΡΑ ΤΡΟΦΗ.ΣΚ SHN MAXI AGEING 8+ 15K,Royal Canin Maxi Ageing 8+,Royal Canin,dog,dry,senior,large,SUPER PREMIUM;MAINTENANCE;SCIENCE,2,151.88,0.0006,0.8908,royal-canin-royal-canin-maxi-ageing-8-dog-dry-gr-pareto,yes,no,low_content_gap,"Fill missing e-shop/product content first, then attach official nutrition source before Food V2 import.",C:/Users/NIOstb/Desktop/photo_foods_nutritail/Pareto ανα κατηγορία για ESHOP.xlsx
Sheet1,018397,ΞΗΡΑ ΤΡΟΦΗ.ΣΚ Sam's Field Adult Large Chicken 13kg,Sam's Field Large Adult με Κοτόπουλο,Sam's Field,dog,dry,adult,large,SUPER PREMIUM;MAINTENANCE;LOW GRAIN,4,150.52,0.0006,0.892,sam-s-field-sam-s-field-large-adult-με-κοτοπουλο-dog-dry-gr-pareto,yes,no,low_content_gap,"Fill missing e-shop/product content first, then attach official nutrition source before Food V2 import.",C:/Users/NIOstb/Desktop/photo_foods_nutritail/Pareto ανα κατηγορία για ESHOP.xlsx
Sheet1,018102,ΞΗΡΑ ΤΡΟΦΗ.ΣΚ AMITY SENIOR & LIGHT 15kg,Amity Senior & Light Dog με Πουλερικά & Ρύζι,Amity,dog,dry,senior,all,PREMIUM;LOW FAT/LIGHT,5,149.47,0.0006,0.8931,amity-amity-senior-light-dog-με-πουλερικα-ρυζι-dog-dry-gr-pareto,yes,no,low_content_gap,"Fill missing e-shop/product content first, then attach official nutrition source before Food V2 import.",C:/Users/NIOstb/Desktop/photo_foods_nutritail/Pareto ανα κατηγορία για ESHOP.xlsx
Sheet1,017072,ΞΗΡΑ ΤΡΟΦΗ.ΣΚ VHN URINARY SMALL DOG 1.5K,VHN URINARY SMALL DOG 1.5K,Vhn,dog,dry,,,,9,147.54,0.0016,0.8932,vhn-vhn-urinary-small-dog-1-5k-dog-dry-gr-pareto,no,no,low_content_gap,"Fill missing e-shop/product content first, then attach official nutrition source before Food V2 import.",C:/Users/NIOstb/Desktop/photo_foods_nutritail/Pareto ανα κατηγορία για ESHOP.xlsx
Sheet1,017119,ΞΗΡΑ ΤΡΟΦΗ.ΣΚ ROYAL VHN URINARY S/O DOG 13kg,ROYAL VHN URINARY S/O DOG,Royal Canin,dog,dry,,,,2,146.84,0.0016,0.8949,royal-canin-royal-vhn-urinary-s-o-dog-dog-dry-gr-pareto,no,no,low_content_gap,"Fill missing e-shop/product content first, then attach official nutrition source before Food V2 import.",C:/Users/NIOstb/Desktop/photo_foods_nutritail/Pareto ανα κατηγορία για ESHOP.xlsx
Sheet1,020066,"ΞΗΡΑ ΤΡΟΦΗ.Γ Unica Class cat Adult Sterilized Lightness Dry Duck 1,5kg",Unica Class cat Adult Sterilized Lightness Dry Duck,Unica,cat,dry,adult,,,14,124.21,0.0008,0.9015,unica-unica-class-cat-adult-sterilized-lightness-dry-duck-cat-dry-gr-pareto,no,no,low_content_gap,"Fill missing e-shop/product content first, then attach official nutrition source before Food V2 import.",C:/Users/NIOstb/Desktop/photo_foods_nutritail/Pareto ανα κατηγορία για ESHOP.xlsx
Sheet1,010942,ROYAL CAT POUCH RENAL TUNA 85G,ROYAL CAT POUCH RENAL TUNA,Royal Canin,cat,wet,,,,141,139.78,0.0016,0.9029,royal-canin-royal-cat-pouch-renal-tuna-cat-wet-gr-pareto,no,no,low_content_gap,"Fill missing e-shop/product content first, then attach official nutrition source before Food V2 import.",C:/Users/NIOstb/Desktop/photo_foods_nutritail/Pareto ανα κατηγορία για ESHOP.xlsx
Sheet1,017484,ΞΗΡΑ ΤΡΟΦΗ.ΣΚ Gemon Adult Light All Breeds Chicken 3kg,Gemon Adult Light All Breed με Κοτόπουλο,Gemon,dog,dry,adult,all,HIGH PREMIUM;LOW FAT/LIGHT,18,135,0.0005,0.9037,gemon-gemon-adult-light-all-breed-με-κοτοπουλο-dog-dry-gr-pareto,yes,no,low_content_gap,"Fill missing e-shop/product content first, then attach official nutrition source before Food V2 import.",C:/Users/NIOstb/Desktop/photo_foods_nutritail/Pareto ανα κατηγορία για ESHOP.xlsx
Sheet1,017060,ΞΗΡΑ ΤΡΟΦΗ.ΣΚ ROYAL VHN URINARY S/O DOG 2kg,ROYAL VHN URINARY S/O DOG,Royal Canin,dog,dry,,,,7,136.07,0.0015,0.9059,royal-canin-royal-vhn-urinary-s-o-dog-dog-dry-gr-pareto,no,no,low_content_gap,"Fill missing e-shop/product content first, then attach official nutrition source before Food V2 import.",C:/Users/NIOstb/Desktop/photo_foods_nutritail/Pareto ανα κατηγορία για ESHOP.xlsx
Sheet1,017159,ΞΗΡΑ ΤΡΟΦΗ.ΣΚ ROYAL SHN MEDIUM PUPPY 4kg+POUCH,Royal Canin Medium Puppy + Pouch Δώρο,Royal Canin,dog,dry,puppy,medium,SUPER PREMIUM;GROWTH / ΑΝΑΠΤΥΞΗΣ;SCIENCE,6,131.88,0.0005,0.9072,royal-canin-royal-canin-medium-puppy-pouch-δωρο-dog-dry-gr-pareto,yes,no,low_content_gap,"Fill missing e-shop/product content first, then attach official nutrition source before Food V2 import.",C:/Users/NIOstb/Desktop/photo_foods_nutritail/Pareto ανα κατηγορία για ESHOP.xlsx
Sheet1,017303,ΞΗΡΑ ΤΡΟΦΗ.Γ FIBRE RESPONSE CAT 400G,FIBRE RESPONSE CAT,Fibre,cat,dry,,,,20,128.91,0.0014,0.9089,fibre-fibre-response-cat-cat-dry-gr-pareto,no,no,low_content_gap,"Fill missing e-shop/product content first, then attach official nutrition source before Food V2 import.",C:/Users/NIOstb/Desktop/photo_foods_nutritail/Pareto ανα κατηγορία για ESHOP.xlsx
Sheet1,017093,ΞΗΡΑ ΤΡΟΦΗ.ΣΚ ROYAL GASTRO INTESTINAL DOG 7.5kg,ROYAL GASTRO INTESTINAL DOG,Royal Canin,dog,dry,,,,2,117.18,0.0013,0.9143,royal-canin-royal-gastro-intestinal-dog-dog-dry-gr-pareto,no,no,low_content_gap,"Fill missing e-shop/product content first, then attach official nutrition source before Food V2 import.",C:/Users/NIOstb/Desktop/photo_foods_nutritail/Pareto ανα κατηγορία για ESHOP.xlsx
Sheet1,017712,ΞΗΡΑ ΤΡΟΦΗ.ΣΚ PREY DOG TURKEY 3.63kg,Taste Of the Wild Prey με Γαλοπούλα,Taste Of The Wild,dog,dry,all_life_stages,all,ULTRA PREMIUM;MAINTENANCE;GRAIN FREE;HOLISTIC;FIRST INGREDIENT;MONOPROTEIN,7,124.13,0.0005,0.9149,taste-of-the-wild-taste-of-the-wild-prey-με-γαλοπουλα-dog-dry-gr-pareto,yes,no,low_content_gap,"Fill missing e-shop/product content first, then attach official nutrition source before Food V2 import.",C:/Users/NIOstb/Desktop/photo_foods_nutritail/Pareto ανα κατηγορία για ESHOP.xlsx
Sheet1,017995,ΞΗΡΑ ΤΡΟΦΗ.ΣΚ ACANA SENIOR 2kg,Acana Senior Dog,ACANA,dog,dry,senior,all,ULTRA PREMIUM;MAINTENANCE;GRAIN FREE;HOLISTIC;FIRST INGREDIENT;BIOLOGICALLY APPROPRIATE,8,123.03,0.0005,0.9153,acana-acana-senior-dog-dog-dry-gr-pareto,yes,no,low_content_gap,"Fill missing e-shop/product content first, then attach official nutrition source before Food V2 import.",C:/Users/NIOstb/Desktop/photo_foods_nutritail/Pareto ανα κατηγορία για ESHOP.xlsx
Sheet1,017301,ΞΗΡΑ ΤΡΟΦΗ.Γ GASTRO INT MOD CAL CAT 2K,GASTRO INT MOD CAL CAT 2K,Gastro,cat,dry,,,,5,114.92,0.0013,0.9169,gastro-gastro-int-mod-cal-cat-2k-cat-dry-gr-pareto,no,no,low_content_gap,"Fill missing e-shop/product content first, then attach official nutrition source before Food V2 import.",C:/Users/NIOstb/Desktop/photo_foods_nutritail/Pareto ανα κατηγορία για ESHOP.xlsx
