formula_key,brand,formula_name,species,format,status,source_url,source_file,pack_size,extracted_fields,missing_fields,notes
royal-canin-vet-diet-small-dog-renal-dog-dry-gr-gatoskilo,Royal Canin,Vet Diet Small Dog Renal,dog,dry,importable_after_qa,https://www.gatoskilo.gr/kliniki-ksiri-trofi-skyloy/22271-royal-canin-vet-diet-small-dog-renal-15kg.html,C:\Users\NIOstb\Desktop\photo_foods_nutritail\gatoskilo royal canin dog\Royal Canin Vet Diet Small Dog Renal 1.5kg - Gatoskilo.html,1.5kg,brand|formula_name|display_name|species|format|dog_size|medical_tags|commercial_tags|ingredient_text|primary_animal_proteins|carbohydrate_sources|fat_sources|fiber_sources|additives_text|feeding_guide_text|kcal_per_100g|kcal_per_kg|protein_percent|fat_percent|fiber_percent|ash_percent|phosphorus_percent|sodium_percent|potassium_percent|dha_percent|epa_percent|vitamin_a_iukg|vitamin_d3_iukg|iron_mgkg|zinc_mgkg|copper_mgkg|manganese_mgkg|iodine_mgkg|selenium_mgkg|data_quality_status|data_source_url|source_priority|formula_key|ean|is_recommendable,,market=GR; basis=as-fed; source_tier=retailer; source_group=gatoskilo_local_html_batch; retailer_sources_accepted_for_needs_review=true; human_qa_required_before_recommendation=true; canonical_formula_level_row=true; pack_size_seen=1.5kg; label_ash_used=true; source_file=C:\Users\NIOstb\Desktop\photo_foods_nutritail\gatoskilo royal canin dog\Royal Canin Vet Diet Small Dog Renal 1.5kg - Gatoskilo.html; kcal_estimated=true; kcal_estimation_method=modified_atwater; estimated_carbohydrate_percent=51.6; default_moisture_percent=10; pack_sizes_seen=1.5kg
royal-canin-vet-diet-small-dog-satiety-weight-management-dog-dry-gr-gatoskilo,Royal Canin,Vet Diet Small Dog Satiety Weight Management,dog,dry,importable_after_qa,https://www.gatoskilo.gr/kliniki-ksiri-trofi-skyloy/22282-royal-canin-vet-diet-small-dog-satiety-weight-management-15kg.html,C:\Users\NIOstb\Desktop\photo_foods_nutritail\gatoskilo royal canin dog\Royal Canin Vet Diet Small Dog Satiety Weight Management 1.5kg - Gatoskilo.html,1.5kg,brand|formula_name|display_name|species|format|dog_size|medical_tags|commercial_tags|ingredient_text|primary_animal_proteins|carbohydrate_sources|fat_sources|fiber_sources|additives_text|feeding_guide_text|kcal_per_100g|kcal_per_kg|protein_percent|fat_percent|fiber_percent|ash_percent|calcium_percent|phosphorus_percent|magnesium_percent|vitamin_a_iukg|vitamin_d3_iukg|iron_mgkg|zinc_mgkg|copper_mgkg|manganese_mgkg|iodine_mgkg|selenium_mgkg|data_quality_status|data_source_url|source_priority|formula_key|ean|is_recommendable,,market=GR; basis=as-fed; source_tier=retailer; source_group=gatoskilo_local_html_batch; retailer_sources_accepted_for_needs_review=true; human_qa_required_before_recommendation=true; canonical_formula_level_row=true; pack_size_seen=1.5kg; label_energy_used=true; label_ash_used=true; source_file=C:\Users\NIOstb\Desktop\photo_foods_nutritail\gatoskilo royal canin dog\Royal Canin Vet Diet Small Dog Satiety Weight Management 1.5kg - Gatoskilo.html; pack_sizes_seen=1.5kg
royal-canin-vet-diet-small-dog-skin-care-dog-dry-gr-gatoskilo,Royal Canin,Vet Diet Small Dog Skin Care,dog,dry,importable_after_qa,https://www.gatoskilo.gr/kliniki-ksiri-trofi-skyloy/22247-royal-canin-vet-diet-small-dog-skin-care-2kg.html,C:\Users\NIOstb\Desktop\photo_foods_nutritail\gatoskilo royal canin dog\Royal Canin Vet Diet Small Dog Skin Care 2kg - Gatoskilo.html,2kg,brand|formula_name|display_name|species|format|dog_size|medical_tags|commercial_tags|ingredient_text|primary_animal_proteins|carbohydrate_sources|fat_sources|additives_text|feeding_guide_text|kcal_per_100g|kcal_per_kg|protein_percent|fat_percent|fiber_percent|ash_percent|dha_percent|epa_percent|vitamin_a_iukg|vitamin_d3_iukg|iron_mgkg|zinc_mgkg|copper_mgkg|manganese_mgkg|iodine_mgkg|selenium_mgkg|data_quality_status|data_source_url|source_priority|formula_key|ean|is_recommendable,,market=GR; basis=as-fed; source_tier=retailer; source_group=gatoskilo_local_html_batch; retailer_sources_accepted_for_needs_review=true; human_qa_required_before_recommendation=true; canonical_formula_level_row=true; pack_size_seen=2kg; label_ash_used=true; source_file=C:\Users\NIOstb\Desktop\photo_foods_nutritail\gatoskilo royal canin dog\Royal Canin Vet Diet Small Dog Skin Care 2kg - Gatoskilo.html; kcal_estimated=true; kcal_estimation_method=modified_atwater; estimated_carbohydrate_percent=41.7; default_moisture_percent=10; pack_sizes_seen=2kg
royal-canin-vet-diet-urinary-s-o-small-dog-dog-dry-gr-gatoskilo,Royal Canin,Vet Diet Urinary S/O Small Dog,dog,dry,importable_after_qa,https://www.gatoskilo.gr/kliniki-ksiri-trofi-skyloy/27165-royal-canin-vet-diet-urinary-s-o-small-dog-15kg.html,C:\Users\NIOstb\Desktop\photo_foods_nutritail\gatoskilo royal canin dog\Royal Canin Vet Diet Urinary S_O Small Dog 1.5kg - Gatoskilo.html,1.5kg,brand|formula_name|display_name|species|format|dog_size|medical_tags|commercial_tags|ingredient_text|primary_animal_proteins|carbohydrate_sources|fat_sources|fiber_sources|additives_text|feeding_guide_text|kcal_per_100g|kcal_per_kg|protein_percent|fat_percent|fiber_percent|ash_percent|calcium_percent|phosphorus_percent|sodium_percent|magnesium_percent|potassium_percent|vitamin_a_iukg|vitamin_d3_iukg|iron_mgkg|zinc_mgkg|copper_mgkg|manganese_mgkg|iodine_mgkg|selenium_mgkg|data_quality_status|data_source_url|source_priority|formula_key|ean|is_recommendable,,market=GR; basis=as-fed; source_tier=retailer; source_group=gatoskilo_local_html_batch; retailer_sources_accepted_for_needs_review=true; human_qa_required_before_recommendation=true; canonical_formula_level_row=true; pack_size_seen=1.5kg; label_ash_used=true; source_file=C:\Users\NIOstb\Desktop\photo_foods_nutritail\gatoskilo royal canin dog\Royal Canin Vet Diet Urinary S_O Small Dog 1.5kg - Gatoskilo.html; kcal_estimated=true; kcal_estimation_method=modified_atwater; estimated_carbohydrate_percent=43.6; default_moisture_percent=10; pack_sizes_seen=1.5kg
royal-canin-west-highland-white-terrier-adult-dog-dry-gr-gatoskilo,Royal Canin,West Highland White Terrier Adult,dog,dry,importable_after_qa,https://www.gatoskilo.gr/ksira-trofi-skyloy/4692-royal-canin-west-highland-white-terrier-adult-3kg.html,C:\Users\NIOstb\Desktop\photo_foods_nutritail\gatoskilo royal canin dog\Royal Canin West Highland White Terrier Adult 3kg - Gatoskilo.html,3kg,brand|formula_name|display_name|species|format|life_stage|commercial_tags|ingredient_text|primary_animal_proteins|carbohydrate_sources|fat_sources|fiber_sources|additives_text|feeding_guide_text|kcal_per_100g|kcal_per_kg|protein_percent|fat_percent|fiber_percent|ash_percent|vitamin_a_iukg|vitamin_d3_iukg|iron_mgkg|zinc_mgkg|copper_mgkg|manganese_mgkg|iodine_mgkg|selenium_mgkg|data_quality_status|data_source_url|source_priority|formula_key|ean|is_recommendable,,market=GR; basis=as-fed; source_tier=retailer; source_group=gatoskilo_local_html_batch; retailer_sources_accepted_for_needs_review=true; human_qa_required_before_recommendation=true; canonical_formula_level_row=true; pack_size_seen=3kg; label_ash_used=true; source_file=C:\Users\NIOstb\Desktop\photo_foods_nutritail\gatoskilo royal canin dog\Royal Canin West Highland White Terrier Adult 3kg - Gatoskilo.html; kcal_estimated=true; kcal_estimation_method=modified_atwater; estimated_carbohydrate_percent=45.6; default_moisture_percent=10; pack_sizes_seen=3kg
royal-canin-xsmall-adult-dog-dry-gr-gatoskilo,Royal Canin,Xsmall Adult,dog,dry,importable_after_qa,https://www.gatoskilo.gr/ksira-trofi-skyloy/5159-royal-canin-xsmall-adult-15kg.html,C:\Users\NIOstb\Desktop\photo_foods_nutritail\gatoskilo royal canin dog\Royal Canin Xsmall Adult 1.5kg - Gatoskilo.html,1.5kg,brand|formula_name|display_name|species|format|life_stage|dog_size|commercial_tags|ingredient_text|primary_animal_proteins|carbohydrate_sources|fat_sources|fiber_sources|additives_text|feeding_guide_text|kcal_per_100g|kcal_per_kg|protein_percent|fat_percent|fiber_percent|ash_percent|dha_percent|epa_percent|vitamin_d3_iukg|iron_mgkg|zinc_mgkg|copper_mgkg|manganese_mgkg|iodine_mgkg|selenium_mgkg|data_quality_status|data_source_url|source_priority|formula_key|ean|is_recommendable,,market=GR; basis=as-fed; source_tier=retailer; source_group=gatoskilo_local_html_batch; retailer_sources_accepted_for_needs_review=true; human_qa_required_before_recommendation=true; canonical_formula_level_row=true; pack_size_seen=1.5kg; label_ash_used=true; source_file=C:\Users\NIOstb\Desktop\photo_foods_nutritail\gatoskilo royal canin dog\Royal Canin Xsmall Adult 1.5kg - Gatoskilo.html; kcal_estimated=true; kcal_estimation_method=modified_atwater; estimated_carbohydrate_percent=40.7; default_moisture_percent=10; pack_sizes_seen=1.5kg
royal-canin-xsmall-ageing-12-dog-dry-gr-gatoskilo,Royal Canin,Xsmall Ageing 12+,dog,dry,importable_after_qa,https://www.gatoskilo.gr/ksira-trofi-skyloy/5163-royal-canin-xsmall-ageing-12-15kg.html,C:\Users\NIOstb\Desktop\photo_foods_nutritail\gatoskilo royal canin dog\Royal Canin Xsmall Ageing 12+ 1.5kg - Gatoskilo.html,1.5kg,brand|formula_name|display_name|species|format|dog_size|commercial_tags|ingredient_text|primary_animal_proteins|carbohydrate_sources|fat_sources|fiber_sources|additives_text|feeding_guide_text|kcal_per_100g|kcal_per_kg|protein_percent|fat_percent|fiber_percent|ash_percent|dha_percent|epa_percent|vitamin_d3_iukg|iron_mgkg|zinc_mgkg|copper_mgkg|manganese_mgkg|iodine_mgkg|selenium_mgkg|data_quality_status|data_source_url|source_priority|formula_key|ean|is_recommendable,,market=GR; basis=as-fed; source_tier=retailer; source_group=gatoskilo_local_html_batch; retailer_sources_accepted_for_needs_review=true; human_qa_required_before_recommendation=true; canonical_formula_level_row=true; pack_size_seen=1.5kg; label_ash_used=true; source_file=C:\Users\NIOstb\Desktop\photo_foods_nutritail\gatoskilo royal canin dog\Royal Canin Xsmall Ageing 12+ 1.5kg - Gatoskilo.html; kcal_estimated=true; kcal_estimation_method=modified_atwater; estimated_carbohydrate_percent=43.5; default_moisture_percent=10; pack_sizes_seen=1.5kg
royal-canin-xsmall-light-weight-care-dog-dry-gr-gatoskilo,Royal Canin,Xsmall Light Weight Care,dog,dry,importable_after_qa,https://www.gatoskilo.gr/ksira-trofi-skyloy/14024-royal-canin-xsmall-light-weight-care-15kg.html,C:\Users\NIOstb\Desktop\photo_foods_nutritail\gatoskilo royal canin dog\Royal Canin Xsmall Light Weight Care 1.5kg - Gatoskilo.html,1.5kg,brand|formula_name|display_name|species|format|dog_size|medical_tags|commercial_tags|ingredient_text|primary_animal_proteins|carbohydrate_sources|fat_sources|fiber_sources|additives_text|feeding_guide_text|kcal_per_100g|kcal_per_kg|protein_percent|fat_percent|fiber_percent|ash_percent|dha_percent|l_carnitine_mgkg|vitamin_a_iukg|vitamin_d3_iukg|iron_mgkg|zinc_mgkg|copper_mgkg|manganese_mgkg|iodine_mgkg|selenium_mgkg|data_quality_status|data_source_url|source_priority|formula_key|ean|is_recommendable,,market=GR; basis=as-fed; source_tier=retailer; source_group=gatoskilo_local_html_batch; retailer_sources_accepted_for_needs_review=true; human_qa_required_before_recommendation=true; canonical_formula_level_row=true; pack_size_seen=1.5kg; label_energy_used=true; label_ash_used=true; source_file=C:\Users\NIOstb\Desktop\photo_foods_nutritail\gatoskilo royal canin dog\Royal Canin Xsmall Light Weight Care 1.5kg - Gatoskilo.html; pack_sizes_seen=1.5kg
royal-canin-xsmall-puppy-dog-dry-gr-gatoskilo,Royal Canin,Xsmall Puppy,dog,dry,importable_after_qa,https://www.gatoskilo.gr/ksira-trofi-skyloy/4698-royal-canin-xsmall-puppy-15kg.html,C:\Users\NIOstb\Desktop\photo_foods_nutritail\gatoskilo royal canin dog\Royal Canin XSmall Puppy 1.5kg - Gatoskilo.html,1.5kg,brand|formula_name|display_name|species|format|life_stage|dog_size|medical_tags|commercial_tags|ingredient_text|primary_animal_proteins|carbohydrate_sources|fat_sources|fiber_sources|additives_text|feeding_guide_text|kcal_per_100g|kcal_per_kg|protein_percent|fat_percent|fiber_percent|ash_percent|vitamin_d3_iukg|iron_mgkg|zinc_mgkg|copper_mgkg|manganese_mgkg|iodine_mgkg|selenium_mgkg|data_quality_status|data_source_url|source_priority|formula_key|ean|is_recommendable,,market=GR; basis=as-fed; source_tier=retailer; source_group=gatoskilo_local_html_batch; retailer_sources_accepted_for_needs_review=true; human_qa_required_before_recommendation=true; canonical_formula_level_row=true; pack_size_seen=1.5kg; label_ash_used=true; source_file=C:\Users\NIOstb\Desktop\photo_foods_nutritail\gatoskilo royal canin dog\Royal Canin XSmall Puppy 1.5kg - Gatoskilo.html; kcal_estimated=true; kcal_estimation_method=modified_atwater; estimated_carbohydrate_percent=29.2; default_moisture_percent=10; pack_sizes_seen=1.5kg
royal-canin-xsmall-sterilised-adult-dog-dry-gr-gatoskilo,Royal Canin,Xsmall Sterilised Adult,dog,dry,importable_after_qa,https://www.gatoskilo.gr/ksira-trofi-skyloy/5165-royal-canin-xsmall-sterilised-adult-15kg.html,C:\Users\NIOstb\Desktop\photo_foods_nutritail\gatoskilo royal canin dog\Royal Canin Xsmall Sterilised Adult 1.5kg - Gatoskilo.html,1.5kg,brand|formula_name|display_name|species|format|life_stage|dog_size|medical_tags|commercial_tags|ingredient_text|primary_animal_proteins|carbohydrate_sources|fat_sources|fiber_sources|additives_text|feeding_guide_text|kcal_per_100g|kcal_per_kg|protein_percent|fat_percent|fiber_percent|ash_percent|l_carnitine_mgkg|vitamin_a_iukg|vitamin_d3_iukg|iron_mgkg|zinc_mgkg|copper_mgkg|manganese_mgkg|iodine_mgkg|selenium_mgkg|data_quality_status|data_source_url|source_priority|formula_key|ean|is_recommendable,,market=GR; basis=as-fed; source_tier=retailer; source_group=gatoskilo_local_html_batch; retailer_sources_accepted_for_needs_review=true; human_qa_required_before_recommendation=true; canonical_formula_level_row=true; pack_size_seen=1.5kg; label_ash_used=true; source_file=C:\Users\NIOstb\Desktop\photo_foods_nutritail\gatoskilo royal canin dog\Royal Canin Xsmall Sterilised Adult 1.5kg - Gatoskilo.html; kcal_estimated=true; kcal_estimation_method=modified_atwater; estimated_carbohydrate_percent=39.6; default_moisture_percent=10; pack_sizes_seen=1.5kg
royal-canin-yorkshire-adult-dog-dry-gr-gatoskilo,Royal Canin,Yorkshire Adult,dog,dry,importable_after_qa,https://www.gatoskilo.gr/ksira-trofi-skyloy/4694-royal-canin-yorkshire-adult-3kg.html,C:\Users\NIOstb\Desktop\photo_foods_nutritail\gatoskilo royal canin dog\Royal Canin Yorkshire Adult 3kg - Gatoskilo.html,3kg,brand|formula_name|display_name|species|format|life_stage|commercial_tags|ingredient_text|primary_animal_proteins|carbohydrate_sources|fat_sources|fiber_sources|additives_text|feeding_guide_text|kcal_per_100g|kcal_per_kg|protein_percent|fat_percent|fiber_percent|ash_percent|vitamin_a_iukg|vitamin_d3_iukg|iron_mgkg|zinc_mgkg|copper_mgkg|manganese_mgkg|iodine_mgkg|selenium_mgkg|data_quality_status|data_source_url|source_priority|formula_key|ean|is_recommendable,,market=GR; basis=as-fed; source_tier=retailer; source_group=gatoskilo_local_html_batch; retailer_sources_accepted_for_needs_review=true; human_qa_required_before_recommendation=true; canonical_formula_level_row=true; pack_size_seen=3kg; label_ash_used=true; source_file=C:\Users\NIOstb\Desktop\photo_foods_nutritail\gatoskilo royal canin dog\Royal Canin Yorkshire Adult 3kg - Gatoskilo.html; kcal_estimated=true; kcal_estimation_method=modified_atwater; estimated_carbohydrate_percent=35.9; default_moisture_percent=10; pack_sizes_seen=3kg
royal-canin-yorkshire-junior-dog-dry-gr-gatoskilo,Royal Canin,Yorkshire Junior,dog,dry,importable_after_qa,https://www.gatoskilo.gr/ksira-trofi-skyloy/4696-royal-canin-yorkshire-junior-15kg.html,C:\Users\NIOstb\Desktop\photo_foods_nutritail\gatoskilo royal canin dog\Royal Canin Yorkshire Junior 1.5kg - Gatoskilo.html,1.5kg,brand|formula_name|display_name|species|format|life_stage|commercial_tags|ingredient_text|primary_animal_proteins|carbohydrate_sources|fat_sources|fiber_sources|additives_text|feeding_guide_text|kcal_per_100g|kcal_per_kg|protein_percent|fat_percent|fiber_percent|ash_percent|vitamin_a_iukg|vitamin_d3_iukg|iron_mgkg|zinc_mgkg|copper_mgkg|manganese_mgkg|iodine_mgkg|selenium_mgkg|data_quality_status|data_source_url|source_priority|formula_key|ean|is_recommendable,,market=GR; basis=as-fed; source_tier=retailer; source_group=gatoskilo_local_html_batch; retailer_sources_accepted_for_needs_review=true; human_qa_required_before_recommendation=true; canonical_formula_level_row=true; pack_size_seen=1.5kg; label_ash_used=true; source_file=C:\Users\NIOstb\Desktop\photo_foods_nutritail\gatoskilo royal canin dog\Royal Canin Yorkshire Junior 1.5kg - Gatoskilo.html; kcal_estimated=true; kcal_estimation_method=modified_atwater; estimated_carbohydrate_percent=32.7; default_moisture_percent=10; pack_sizes_seen=1.5kg
