formula_key,brand,formula_name,species,status,source_url,extracted_fields,missing_fields,notes
ambrosia-ολοκληρωμενη-ολιστικη-τροφη-για-ενηλικους-σκυλους-με-κοτοπουλο-σολομος-grain-free-dog-dry-gr-retailer,Ambrosia,Ολοκληρωμένη ολιστική τροφή για ενήλικους σκύλους με κοτόπουλο & σολομός grain free,dog,hold,"https://www.petsamolis.gr/skylos/trofes-skylon/xira-trofi-skylou/super-premium-skylon/p,30003771,ambrosia-%CE%BF%CE%BB%CE%BF%CE%BA%CE%BB%CE%B7%CF%81%CF%89%CE%BC%CE%AD%CE%BD%CE%B7-%CE%BF%CE%BB%CE%B9%CF%83%CF%84%CE%B9%CE%BA%CE%AE-%CF%84%CF%81%CE%BF%CF%86%CE%AE-%CE%B3%CE%B9%CE%B1-%CE%B5%CE%BD%CE%AE%CE%BB%CE%B9%CE%BA%CE%BF%CF%85%CF%82-%CF%83%CE%BA%CF%8D%CE%BB%CE%BF%CF%85%CF%82-%CE%BC%CE%B5-%CE%BA%CE%BF%CF%84%CF%8C%CF%80%CE%BF%CF%85%CE%BB%CE%BF-and-%CF%83%CE%BF%CE%BB%CE%BF%CE%BC%CF%8C%CF%82-grain-free,ambrosia.html",kcal_per_100g|kcal_per_kg|ash_percent|moisture_percent|calcium_percent|phosphorus_percent,ingredient_text|protein_percent|fat_percent|fiber_percent|formula_name_canonical_review,market=GR; locale=el; basis=as-fed; source_tier=retailer; source_kind=category_product_page; category_batch=true; human_qa_required_before_recommendation=true; retailer_source_accepted_for_gap_fill=true; kcal_estimated=false
ambrosia-πληρης-ολιστικη-τροφη-για-κουταβια-ολων-των-φυλων-με-κοτοπουλο-και-φρεσκο-λευκο-grain-free-dog-dry-gr-retailer,Ambrosia,"Πλήρης ολιστική τροφή για κουτάβια όλων των φυλών,με κοτόπουλο και φρέσκο λευκό grain free",dog,hold,"https://www.petsamolis.gr/skylos/trofes-skylon/xira-trofi-skylou/super-premium-skylon/p,30003754,ambrosia-%CF%80%CE%BB%CE%AE%CF%81%CE%B7%CF%82-%CE%BF%CE%BB%CE%B9%CF%83%CF%84%CE%B9%CE%BA%CE%AE-%CF%84%CF%81%CE%BF%CF%86%CE%AE-%CE%B3%CE%B9%CE%B1-%CE%BA%CE%BF%CF%85%CF%84%CE%AC%CE%B2%CE%B9%CE%B1-%CF%8C%CE%BB%CF%89%CE%BD-%CF%84%CF%89%CE%BD-%CF%86%CF%85%CE%BB%CF%8E%CE%BD-%CE%BC%CE%B5-%CE%BA%CE%BF%CF%84%CF%8C%CF%80%CE%BF%CF%85%CE%BB%CE%BF-%CE%BA%CE%B1%CE%B9-%CF%86%CF%81%CE%AD%CF%83%CE%BA%CE%BF-%CE%BB%CE%B5%CF%85%CE%BA%CF%8C-grain-free,ambrosia.html",kcal_per_100g|kcal_per_kg|ash_percent|moisture_percent|calcium_percent|phosphorus_percent,ingredient_text|protein_percent|fat_percent|fiber_percent|formula_name_canonical_review,market=GR; locale=el; basis=as-fed; source_tier=retailer; source_kind=category_product_page; category_batch=true; human_qa_required_before_recommendation=true; retailer_source_accepted_for_gap_fill=true; kcal_estimated=false
ambrosia-πληρης-ολιστικη-τροφη-για-μεγαλοσωμα-κουταβια-με-κοτοπουλο-και-σολομο-dog-dry-gr-retailer,Ambrosia,Πλήρης ολιστική τροφή για μεγαλόσωμα κουτάβια με κοτόπουλο και σολομό,dog,hold,"https://www.petsamolis.gr/skylos/trofes-skylon/xira-trofi-skylou/super-premium-skylon/p,33416536,ambrosia-%CF%80%CE%BB%CE%AE%CF%81%CE%B7%CF%82-%CE%BF%CE%BB%CE%B9%CF%83%CF%84%CE%B9%CE%BA%CE%AE-%CF%84%CF%81%CE%BF%CF%86%CE%AE-%CE%B3%CE%B9%CE%B1-%CE%BC%CE%B5%CE%B3%CE%B1%CE%BB%CF%8C%CF%83%CF%89%CE%BC%CE%B1-%CE%BA%CE%BF%CF%85%CF%84%CE%AC%CE%B2%CE%B9%CE%B1-%CE%BC%CE%B5-%CE%BA%CE%BF%CF%84%CF%8C%CF%80%CE%BF%CF%85%CE%BB%CE%BF-%CE%BA%CE%B1%CE%B9-%CF%83%CE%BF%CE%BB%CE%BF%CE%BC%CF%8C,ambrosia.html",ingredient_text|kcal_per_100g|kcal_per_kg|protein_percent|fat_percent|fiber_percent|moisture_percent,formula_name_canonical_review,market=GR; locale=el; basis=as-fed; source_tier=retailer; source_kind=category_product_page; category_batch=true; human_qa_required_before_recommendation=true; retailer_source_accepted_for_gap_fill=true; kcal_estimated=false
ambrosia-πληρης-τροφη-ολιστικη-για-ενηλικα-σκυλια-με-μοσχαρι-και-φρεσκο-σολομο-χωρις-σιτηρα-dog-dry-gr-retailer,Ambrosia,πλήρης τροφή ολιστική για ενήλικα σκυλιά με μοσχάρι και φρέσκο σολομό χωρίς σιτηρά,dog,hold,"https://www.petsamolis.gr/skylos/trofes-skylon/xira-trofi-skylou/super-premium-skylon/p,33416539,ambrosia-%CF%80%CE%BB%CE%AE%CF%81%CE%B7%CF%82-%CF%84%CF%81%CE%BF%CF%86%CE%AE-%CE%BF%CE%BB%CE%B9%CF%83%CF%84%CE%B9%CE%BA%CE%AE-%CE%B3%CE%B9%CE%B1-%CE%B5%CE%BD%CE%AE%CE%BB%CE%B9%CE%BA%CE%B1-%CF%83%CE%BA%CF%85%CE%BB%CE%B9%CE%AC-%CE%BC%CE%B5-%CE%BC%CE%BF%CF%83%CF%87%CE%AC%CF%81%CE%B9-%CE%BA%CE%B1%CE%B9-%CF%86%CF%81%CE%AD%CF%83%CE%BA%CE%BF-%CF%83%CE%BF%CE%BB%CE%BF%CE%BC%CF%8C-%CF%87%CF%89%CF%81%CE%AF%CF%82-%CF%83%CE%B9%CF%84%CE%B7%CF%81%CE%AC,ambrosia.html",ingredient_text|protein_percent|fat_percent|moisture_percent,fiber_percent|formula_name_canonical_review|kcal_per_100g_or_kcal_per_kg,market=GR; locale=el; basis=as-fed; source_tier=retailer; source_kind=category_product_page; category_batch=true; human_qa_required_before_recommendation=true; retailer_source_accepted_for_gap_fill=true; kcal_estimated=false
ambrosia-πληρης-τροφη-χωρις-σιτηρα-για-ηλικιωμενα-στειρωμενα-μικροσωμα-σκυλια-dog-dry-gr-retailer,Ambrosia,"Πλήρης τροφή χωρίς σιτηρά για ηλικιωμένα, στειρωμένα μικρόσωμα σκυλιά",dog,hold,"https://www.petsamolis.gr/skylos/trofes-skylon/xira-trofi-skylou/super-premium-skylon/p,33416568,ambrosia-%CF%80%CE%BB%CE%AE%CF%81%CE%B7%CF%82-%CF%84%CF%81%CE%BF%CF%86%CE%AE-%CF%87%CF%89%CF%81%CE%AF%CF%82-%CF%83%CE%B9%CF%84%CE%B7%CF%81%CE%AC-%CE%B3%CE%B9%CE%B1-%CE%B7%CE%BB%CE%B9%CE%BA%CE%B9%CF%89%CE%BC%CE%AD%CE%BD%CE%B1-%CF%83%CF%84%CE%B5%CE%B9%CF%81%CF%89%CE%BC%CE%AD%CE%BD%CE%B1-%CE%BC%CE%B9%CE%BA%CF%81%CF%8C%CF%83%CF%89%CE%BC%CE%B1-%CF%83%CE%BA%CF%85%CE%BB%CE%B9%CE%AC,ambrosia.html",protein_percent|fat_percent|moisture_percent,ingredient_text|fiber_percent|formula_name_canonical_review|kcal_per_100g_or_kcal_per_kg,market=GR; locale=el; basis=as-fed; source_tier=retailer; source_kind=category_product_page; category_batch=true; human_qa_required_before_recommendation=true; retailer_source_accepted_for_gap_fill=true; kcal_estimated=false
ambrosia-πληρης-τροφη-χωρις-σιτηρα-ιδανικη-για-ολες-τις-φυλες-με-γαλοπουλα-και-παπια-dog-dry-gr-retailer,Ambrosia,Πλήρης τροφή χωρίς σιτηρά ιδανική για όλες τις φυλές με γαλοπούλα και πάπια,dog,hold,"https://www.petsamolis.gr/skylos/trofes-skylon/xira-trofi-skylou/super-premium-skylon/p,33426393,ambrosia-%CF%80%CE%BB%CE%AE%CF%81%CE%B7%CF%82-%CF%84%CF%81%CE%BF%CF%86%CE%AE-%CF%87%CF%89%CF%81%CE%AF%CF%82-%CF%83%CE%B9%CF%84%CE%B7%CF%81%CE%AC-%CE%B9%CE%B4%CE%B1%CE%BD%CE%B9%CE%BA%CE%AE-%CE%B3%CE%B9%CE%B1-%CF%8C%CE%BB%CE%B5%CF%82-%CF%84%CE%B9%CF%82-%CF%86%CF%85%CE%BB%CE%AD%CF%82-%CE%BC%CE%B5-%CE%B3%CE%B1%CE%BB%CE%BF%CF%80%CE%BF%CF%8D%CE%BB%CE%B1-%CE%BA%CE%B1%CE%B9-%CF%80%CE%AC%CF%80%CE%B9%CE%B1,ambrosia.html",ingredient_text|kcal_per_100g|kcal_per_kg|protein_percent|fat_percent|fiber_percent|moisture_percent,formula_name_canonical_review,market=GR; locale=el; basis=as-fed; source_tier=retailer; source_kind=category_product_page; category_batch=true; human_qa_required_before_recommendation=true; retailer_source_accepted_for_gap_fill=true; kcal_estimated=false
amity-premium-για-ενηλικους-σκυλους-μεσαιων-και-μεγαλοσωμων-φυλων-με-μαυρο-χοιρο-dog-dry-gr-retailer,Amity,Premium για ενήλικους σκύλους μεσαίων και μεγαλόσωμων φυλών με μαύρο χοίρο,dog,hold,https://www.petsamolis.gr/skylos/trofes-skylon/xira-trofi-skylou/premium-skylon/amitypremiumadultiberianpork2052303,ingredient_text|protein_percent|moisture_percent,fat_percent|fiber_percent|kcal_per_100g_or_kcal_per_kg,market=GR; locale=el; basis=as-fed; source_tier=retailer; source_kind=category_product_page; category_batch=true; human_qa_required_before_recommendation=true; retailer_source_accepted_for_gap_fill=true; kcal_estimated=false
amity-premium-για-ενηλικους-σκυλους-με-αρνι-και-ρυζι-dog-dry-gr-retailer,Amity,Premium για ενήλικους σκύλους με αρνί και ρύζι,dog,hold,https://www.petsamolis.gr/skylos/trofes-skylon/xira-trofi-skylou/premium-skylon/amitypremiumadultlambandrice2053854,ingredient_text|protein_percent|moisture_percent,fat_percent|fiber_percent|kcal_per_100g_or_kcal_per_kg,market=GR; locale=el; basis=as-fed; source_tier=retailer; source_kind=category_product_page; category_batch=true; human_qa_required_before_recommendation=true; retailer_source_accepted_for_gap_fill=true; kcal_estimated=false
amity-premium-για-ενηλικους-σκυλους-με-αρνι-και-κοτοπουλο-μικροσωμων-φυλων-dog-dry-gr-retailer,Amity,Premium για ενήλικους σκύλους με αρνί και κοτόπουλο μικρόσωμων φυλών,dog,hold,https://www.petsamolis.gr/skylos/trofes-skylon/xira-trofi-skylou/premium-skylon/amitypremiumminiadult2052309,ingredient_text|protein_percent|moisture_percent,fat_percent|fiber_percent|kcal_per_100g_or_kcal_per_kg,market=GR; locale=el; basis=as-fed; source_tier=retailer; source_kind=category_product_page; category_batch=true; human_qa_required_before_recommendation=true; retailer_source_accepted_for_gap_fill=true; kcal_estimated=false
amity-premium-για-ενηλικους-σκυλους-με-ευαισθησιες-του-δερματος-τριχοπτωσης-dog-dry-gr-retailer,Amity,Premium για ενήλικους σκύλους με ευαισθησίες του δέρματος & τριχόπτωσης,dog,hold,https://www.petsamolis.gr/skylos/trofes-skylon/xira-trofi-skylou/premium-skylon/amitypremiumadultsalmonandrice2052308,ingredient_text|protein_percent|moisture_percent,fat_percent|fiber_percent|kcal_per_100g_or_kcal_per_kg,market=GR; locale=el; basis=as-fed; source_tier=retailer; source_kind=category_product_page; category_batch=true; human_qa_required_before_recommendation=true; retailer_source_accepted_for_gap_fill=true; kcal_estimated=false
amity-premium-για-ενηλικους-σκυλους-με-κοτοπουλο-και-ρυζι-με-φυσιολογικη-δραστηριοτητα-dog-dry-gr-retailer,Amity,Premium για ενήλικους σκύλους με κοτόπουλο και ρύζι με φυσιολογική δραστηριότητα,dog,hold,https://www.petsamolis.gr/skylos/trofes-skylon/xira-trofi-skylou/premium-skylon/amitypremiumadultchickenandrice2052301,ingredient_text|protein_percent|moisture_percent,fat_percent|fiber_percent|kcal_per_100g_or_kcal_per_kg,market=GR; locale=el; basis=as-fed; source_tier=retailer; source_kind=category_product_page; category_batch=true; human_qa_required_before_recommendation=true; retailer_source_accepted_for_gap_fill=true; kcal_estimated=false
amity-premium-για-κουταβια-εως-12-μηνων-με-κοτοπουλο-dog-dry-gr-retailer,Amity,Premium για κουτάβια έως 12 μηνών με κοτόπουλο,dog,hold,https://www.petsamolis.gr/skylos/trofes-skylon/xira-trofi-skylou/premium-skylon/amitypremiumpuppy2052310,ingredient_text|protein_percent|moisture_percent,fat_percent|fiber_percent|kcal_per_100g_or_kcal_per_kg,market=GR; locale=el; basis=as-fed; source_tier=retailer; source_kind=category_product_page; category_batch=true; human_qa_required_before_recommendation=true; retailer_source_accepted_for_gap_fill=true; kcal_estimated=false
amity-premium-για-παχυσαρκους-σκυλους-η-ηλικιωμενους-μεσαιων-μεγαλοσωμων-φυλων-με-πουλερικα-dog-dry-gr-retailer,Amity,Premium για παχύσαρκους σκύλους ή ηλικιωμένους μεσαίων & μεγαλόσωμων φυλών με πουλερικά,dog,hold,"https://www.petsamolis.gr/skylos/trofes-skylon/xira-trofi-skylou/premium-skylon/p,33419097,amity-premium-%CE%B3%CE%B9%CE%B1-%CF%80%CE%B1%CF%87%CF%8D%CF%83%CE%B1%CF%81%CE%BA%CE%BF%CF%85%CF%82-%CF%83%CE%BA%CF%8D%CE%BB%CE%BF%CF%85%CF%82-%CE%AE-%CE%B7%CE%BB%CE%B9%CE%BA%CE%B9%CF%89%CE%BC%CE%AD%CE%BD%CE%BF%CF%85%CF%82-%CE%BC%CE%B5%CF%83%CE%B1%CE%AF%CF%89%CE%BD-and-%CE%BC%CE%B5%CE%B3%CE%B1%CE%BB%CF%8C%CF%83%CF%89%CE%BC%CF%89%CE%BD-%CF%86%CF%85%CE%BB%CF%8E%CE%BD-%CE%BC%CE%B5-%CF%80%CE%BF%CF%85%CE%BB%CE%B5%CF%81%CE%B9%CE%BA%CE%AC,amity-pet-food.html",ingredient_text|protein_percent|moisture_percent,fat_percent|fiber_percent|kcal_per_100g_or_kcal_per_kg,market=GR; locale=el; basis=as-fed; source_tier=retailer; source_kind=category_product_page; category_batch=true; human_qa_required_before_recommendation=true; retailer_source_accepted_for_gap_fill=true; kcal_estimated=false
anima-πληρης-τροφη-για-ενηλικους-σκυλους-ολων-των-φυλων-με-κοτοπουλο-και-γαλοπουλα-dog-dry-gr-retailer,Anima,Πλήρης τροφή για ενήλικους σκύλους όλων των φυλών με κοτόπουλο και γαλοπούλα,dog,hold,"https://www.petsamolis.gr/skylos/trofes-skylon/xira-trofi-skylou/premium-skylon/p,33433183,anima-%CF%80%CE%BB%CE%AE%CF%81%CE%B7%CF%82-%CF%84%CF%81%CE%BF%CF%86%CE%AE-%CE%B3%CE%B9%CE%B1-%CE%B5%CE%BD%CE%AE%CE%BB%CE%B9%CE%BA%CE%BF%CF%85%CF%82-%CF%83%CE%BA%CF%8D%CE%BB%CE%BF%CF%85%CF%82-%CF%8C%CE%BB%CF%89%CE%BD-%CF%84%CF%89%CE%BD-%CF%86%CF%85%CE%BB%CF%8E%CE%BD-%CE%BC%CE%B5-%CE%BA%CE%BF%CF%84%CF%8C%CF%80%CE%BF%CF%85%CE%BB%CE%BF-%CE%BA%CE%B1%CE%B9-%CE%B3%CE%B1%CE%BB%CE%BF%CF%80%CE%BF%CF%8D%CE%BB%CE%B1-14kg,anima.html",kcal_per_100g|kcal_per_kg|protein_percent|fat_percent|fiber_percent|ash_percent|moisture_percent|calcium_percent|phosphorus_percent,ingredient_text|formula_name_canonical_review,market=GR; locale=el; basis=as-fed; source_tier=retailer; source_kind=category_product_page; category_batch=true; human_qa_required_before_recommendation=true; retailer_source_accepted_for_gap_fill=true; kcal_estimated=true; kcal_estimation_method=modified_atwater; estimated_carbohydrate_percent=41.1
anima-πληρης-τροφη-για-κουταβια-μεγαλοσωμων-φυλων-με-κοτοπουλο-και-γαλοπουλα-dog-dry-gr-retailer,Anima,Πλήρης τροφή για κουτάβια μεγαλόσωμων φυλών με κοτόπουλο και γαλοπούλα,dog,hold,"https://www.petsamolis.gr/skylos/trofes-skylon/xira-trofi-skylou/premium-skylon/p,33433178,anima-%CF%80%CE%BB%CE%AE%CF%81%CE%B7%CF%82-%CF%84%CF%81%CE%BF%CF%86%CE%AE-%CE%B3%CE%B9%CE%B1-%CE%BA%CE%BF%CF%85%CF%84%CE%AC%CE%B2%CE%B9%CE%B1-%CE%BC%CE%B5%CE%B3%CE%B1%CE%BB%CF%8C%CF%83%CF%89%CE%BC%CF%89%CE%BD-%CF%86%CF%85%CE%BB%CF%8E%CE%BD-%CE%BC%CE%B5-%CE%BA%CE%BF%CF%84%CF%8C%CF%80%CE%BF%CF%85%CE%BB%CE%BF-%CE%BA%CE%B1%CE%B9-%CE%B3%CE%B1%CE%BB%CE%BF%CF%80%CE%BF%CF%8D%CE%BB%CE%B1,anima.html",kcal_per_100g|kcal_per_kg|protein_percent|fat_percent|fiber_percent|ash_percent|calcium_percent|phosphorus_percent,ingredient_text|formula_name_canonical_review,market=GR; locale=el; basis=as-fed; source_tier=retailer; source_kind=category_product_page; category_batch=true; human_qa_required_before_recommendation=true; retailer_source_accepted_for_gap_fill=true; kcal_estimated=true; kcal_estimation_method=modified_atwater; estimated_carbohydrate_percent=37.7; default_moisture_percent=10
anima-πληρης-τροφη-για-κουταβια-ολων-των-φυλων-με-κοτοπουλο-και-γαλοπουλα-dog-dry-gr-retailer,Anima,Πλήρης τροφή για κουτάβια όλων των φυλών με κοτόπουλο και γαλοπούλα,dog,hold,"https://www.petsamolis.gr/skylos/trofes-skylon/xira-trofi-skylou/premium-skylon/p,33433175,anima-%CF%80%CE%BB%CE%AE%CF%81%CE%B7%CF%82-%CF%84%CF%81%CE%BF%CF%86%CE%AE-%CE%B3%CE%B9%CE%B1-%CE%BA%CE%BF%CF%85%CF%84%CE%AC%CE%B2%CE%B9%CE%B1-%CF%8C%CE%BB%CF%89%CE%BD-%CF%84%CF%89%CE%BD-%CF%86%CF%85%CE%BB%CF%8E%CE%BD-%CE%BC%CE%B5-%CE%BA%CE%BF%CF%84%CF%8C%CF%80%CE%BF%CF%85%CE%BB%CE%BF-%CE%BA%CE%B1%CE%B9-%CE%B3%CE%B1%CE%BB%CE%BF%CF%80%CE%BF%CF%8D%CE%BB%CE%B1,anima.html",kcal_per_100g|kcal_per_kg|protein_percent|fat_percent|fiber_percent|ash_percent|moisture_percent|calcium_percent|phosphorus_percent,ingredient_text|formula_name_canonical_review,market=GR; locale=el; basis=as-fed; source_tier=retailer; source_kind=category_product_page; category_batch=true; human_qa_required_before_recommendation=true; retailer_source_accepted_for_gap_fill=true; kcal_estimated=true; kcal_estimation_method=modified_atwater; estimated_carbohydrate_percent=36.2
anima-τροφη-για-ηλικιωμενους-και-στειρωμενους-σκυλους-ολων-των-φυλων-με-κοτοπουλο-και-γαλοπουλα-dog-dry-gr-retailer,Anima,τροφή για ηλικιωμένους και στειρωμένους σκύλους όλων των φυλών με κοτόπουλο και γαλοπούλα,dog,hold,"https://www.petsamolis.gr/skylos/trofes-skylon/xira-trofi-skylou/premium-skylon/p,33433189,anima-%CF%84%CF%81%CE%BF%CF%86%CE%AE-%CE%B3%CE%B9%CE%B1-%CE%B7%CE%BB%CE%B9%CE%BA%CE%B9%CF%89%CE%BC%CE%AD%CE%BD%CE%BF%CF%85%CF%82-%CE%BA%CE%B1%CE%B9-%CF%83%CF%84%CE%B5%CE%B9%CF%81%CF%89%CE%BC%CE%AD%CE%BD%CE%BF%CF%85%CF%82-%CF%83%CE%BA%CF%8D%CE%BB%CE%BF%CF%85%CF%82-%CF%8C%CE%BB%CF%89%CE%BD-%CF%84%CF%89%CE%BD-%CF%86%CF%85%CE%BB%CF%8E%CE%BD-%CE%BC%CE%B5-%CE%BA%CE%BF%CF%84%CF%8C%CF%80%CE%BF%CF%85%CE%BB%CE%BF-%CE%BA%CE%B1%CE%B9-%CE%B3%CE%B1%CE%BB%CE%BF%CF%80%CE%BF%CF%8D%CE%BB%CE%B1,anima.html",ingredient_text|protein_percent|fat_percent,fiber_percent|formula_name_canonical_review|kcal_per_100g_or_kcal_per_kg,market=GR; locale=el; basis=as-fed; source_tier=retailer; source_kind=category_product_page; category_batch=true; human_qa_required_before_recommendation=true; retailer_source_accepted_for_gap_fill=true; kcal_estimated=false
anima-πληρης-τροφη-για-ενηλικους-σκυλους-ολων-των-φυλων-με-αρνι-και-ρυζι-dog-dry-gr-retailer,Anima,Πλήρης τροφή για ενήλικους σκύλους όλων των φυλών με αρνί και ρύζι,dog,hold,"https://www.petsamolis.gr/skylos/trofes-skylon/xira-trofi-skylou/premium-skylon/p,33433187,anima%CF%80%CE%BB%CE%AE%CF%81%CE%B7%CF%82-%CF%84%CF%81%CE%BF%CF%86%CE%AE-%CE%B3%CE%B9%CE%B1-%CE%B5%CE%BD%CE%AE%CE%BB%CE%B9%CE%BA%CE%BF%CF%85%CF%82-%CF%83%CE%BA%CF%8D%CE%BB%CE%BF%CF%85%CF%82-%CF%8C%CE%BB%CF%89%CE%BD-%CF%84%CF%89%CE%BD-%CF%86%CF%85%CE%BB%CF%8E%CE%BD-%CE%BC%CE%B5-%CE%B1%CF%81%CE%BD%CE%AF-%CE%BA%CE%B1%CE%B9-%CF%81%CF%8D%CE%B6%CE%B9,anima.html",ingredient_text|protein_percent|fat_percent|moisture_percent,fiber_percent|formula_name_canonical_review|kcal_per_100g_or_kcal_per_kg,market=GR; locale=el; basis=as-fed; source_tier=retailer; source_kind=category_product_page; category_batch=true; human_qa_required_before_recommendation=true; retailer_source_accepted_for_gap_fill=true; kcal_estimated=false
belcando-adult-dinner-tροφη-για-ενηλικους-σκυλους-με-κανονικη-δραστηριοτητα-dog-dry-gr-retailer,Belcando,adult dinner Tροφή για ενήλικους σκύλους με κανονική δραστηριότητα,dog,hold,"https://www.petsamolis.gr/skylos/trofes-skylon/xira-trofi-skylou/super-premium-skylon/p,3008481,belcando-adult-dinner-t%CF%81%CE%BF%CF%86%CE%AE-%CE%B3%CE%B9%CE%B1-%CE%B5%CE%BD%CE%AE%CE%BB%CE%B9%CE%BA%CE%BF%CF%85%CF%82-%CF%83%CE%BA%CF%8D%CE%BB%CE%BF%CF%85%CF%82-%CE%BC%CE%B5-%CE%BA%CE%B1%CE%BD%CE%BF%CE%BD%CE%B9%CE%BA%CE%AE-%CE%B4%CF%81%CE%B1%CF%83%CF%84%CE%B7%CF%81%CE%B9%CF%8C%CF%84%CE%B7%CF%84%CE%B1,belcando.html",protein_percent|ash_percent|moisture_percent|calcium_percent|phosphorus_percent|sodium_percent,ingredient_text|fat_percent|fiber_percent|kcal_per_100g_or_kcal_per_kg,market=GR; locale=el; basis=as-fed; source_tier=retailer; source_kind=category_product_page; category_batch=true; human_qa_required_before_recommendation=true; retailer_source_accepted_for_gap_fill=true; kcal_estimated=false
belcando-adult-grain-free-μοσχαρι-dog-dry-gr-retailer,Belcando,Adult Grain Free μοσχάρι,dog,hold,https://www.petsamolis.gr/skylos/trofes-skylon/xira-trofi-skylou/super-premium-skylon/belcandoadultgrainfreebeef4kg2022327,ingredient_text|protein_percent|ash_percent|moisture_percent|calcium_percent|phosphorus_percent|sodium_percent,fat_percent|fiber_percent|kcal_per_100g_or_kcal_per_kg,market=GR; locale=el; basis=as-fed; source_tier=retailer; source_kind=category_product_page; category_batch=true; human_qa_required_before_recommendation=true; retailer_source_accepted_for_gap_fill=true; kcal_estimated=false
belcando-adult-grain-free-ψαρια-dog-dry-gr-retailer,Belcando,Adult Grain Free ψάρια,dog,hold,https://www.petsamolis.gr/skylos/trofes-skylon/xira-trofi-skylou/super-premium-skylon/belcandoadultgrainfreeocean4kg20509055,ingredient_text|protein_percent|ash_percent|moisture_percent|calcium_percent|phosphorus_percent|sodium_percent,fat_percent|fiber_percent|kcal_per_100g_or_kcal_per_kg,market=GR; locale=el; basis=as-fed; source_tier=retailer; source_kind=category_product_page; category_batch=true; human_qa_required_before_recommendation=true; retailer_source_accepted_for_gap_fill=true; kcal_estimated=false
belcando-junior-grain-free-πουλερικα-dog-dry-gr-retailer,Belcando,Junior Grain Free πουλερικά,dog,hold,https://www.petsamolis.gr/skylos/trofes-skylon/xira-trofi-skylou/super-premium-skylon/belcandojuniorgrainfreepoultry4kg20509046,ingredient_text|protein_percent|ash_percent|moisture_percent|calcium_percent|phosphorus_percent|sodium_percent,fat_percent|fiber_percent|kcal_per_100g_or_kcal_per_kg,market=GR; locale=el; basis=as-fed; source_tier=retailer; source_kind=category_product_page; category_batch=true; human_qa_required_before_recommendation=true; retailer_source_accepted_for_gap_fill=true; kcal_estimated=false
belcando-mastercraft-ολιστικη-τροφη-με-φρεσκο-κρεας-γαλοπουλας-χωρις-σιτηρα-dog-dry-gr-retailer,Belcando,Mastercraft Ολιστική τροφή με φρέσκο κρέας γαλοπούλας χωρίς σιτηρά,dog,hold,"https://www.petsamolis.gr/skylos/trofes-skylon/xira-trofi-skylou/super-premium-skylon/p,31017138,belcando-mastercraft-%CE%BF%CE%BB%CE%B9%CF%83%CF%84%CE%B9%CE%BA%CE%AE-%CF%84%CF%81%CE%BF%CF%86%CE%AE-%CE%BC%CE%B5-%CF%86%CF%81%CE%AD%CF%83%CE%BA%CE%BF-%CE%BA%CF%81%CE%AD%CE%B1%CF%82-%CE%B3%CE%B1%CE%BB%CE%BF%CF%80%CE%BF%CF%8D%CE%BB%CE%B1%CF%82-%CF%87%CF%89%CF%81%CE%AF%CF%82-%CF%83%CE%B9%CF%84%CE%B7%CF%81%CE%AC,belcando.html",ingredient_text|protein_percent|fiber_percent|ash_percent|moisture_percent|calcium_percent|sodium_percent,fat_percent|formula_name_canonical_review|kcal_per_100g_or_kcal_per_kg,market=GR; locale=el; basis=as-fed; source_tier=retailer; source_kind=category_product_page; category_batch=true; human_qa_required_before_recommendation=true; retailer_source_accepted_for_gap_fill=true; kcal_estimated=false
belcando-mastercraft-φρεσκο-κρεας-γαλοπουλας-2-2κg-dog-dry-gr-retailer,Belcando,Mastercraft φρέσκο κρέας γαλοπούλας 2.2Κg,dog,hold,https://www.petsamolis.gr/skylos/trofes-skylon/xira-trofi-skylou/super-premium-skylon/belcandomastercraftfreshmeatturkey2-2kg2022571,ingredient_text|protein_percent|fiber_percent|ash_percent|moisture_percent|calcium_percent|sodium_percent,fat_percent|kcal_per_100g_or_kcal_per_kg,market=GR; locale=el; basis=as-fed; source_tier=retailer; source_kind=category_product_page; category_batch=true; human_qa_required_before_recommendation=true; retailer_source_accepted_for_gap_fill=true; kcal_estimated=false
