canonical_identity_key,rank,score,decision,dataset_file,formula_key,brand,display_name,species,format,source_priority,title_source_priority,missing_blockers,filled_core_fields,filled_mineral_fields,has_kcal,has_source
royal canin|veterinary gastro intestinal digest kitten|dog|wet,1,21.0,hold,data/imports/vet_eshop_document_extract_v2.csv,royal-canin-veterinary-gastro-intestinal-digest-kitten-dog-wet-gr-document,Royal Canin,Royal Canin Veterinary GASTRO INTESTINAL DIGEST KITTEN,dog,wet,unknown,50,fiber_percent|kcal_per_100g_or_kcal_per_kg|data_source_url_or_manual_photo,4,0,no,no
royal canin|veterinary gastro intestinal dog|dog|dry,1,21.0,hold,data/imports/vet_eshop_document_extract_v2.csv,royal-canin-veterinary-gastro-intestinal-dog-dog-dry-gr-document,Royal Canin,Royal Canin Veterinary GASTRO INTESTINAL DOG,dog,dry,unknown,50,fiber_percent|kcal_per_100g_or_kcal_per_kg|data_source_url_or_manual_photo,4,0,no,no
royal canin|veterinary gastro intestinal dog can|dog|wet,1,43.0,hold,data/imports/vet_eshop_document_extract_v2.csv,royal-canin-veterinary-gastro-intestinal-dog-can-dog-wet-gr-document,Royal Canin,Royal Canin Veterinary GASTRO INTESTINAL DOG CAN,dog,wet,unknown,50,data_source_url_or_manual_photo,6,2,yes,no
royal canin|veterinary gastro intestinal kitten|cat|dry,1,21.0,hold,data/imports/vet_eshop_document_extract_v2.csv,royal-canin-veterinary-gastro-intestinal-kitten-cat-dry-gr-document,Royal Canin,Royal Canin Veterinary GASTRO INTESTINAL KITTEN,cat,dry,unknown,50,fiber_percent|kcal_per_100g_or_kcal_per_kg|data_source_url_or_manual_photo,4,0,no,no
royal canin|veterinary gastro intestinal mod calorie|dog|dry,1,5.0,hold,data/imports/vet_eshop_document_extract_v2.csv,royal-canin-veterinary-gastro-intestinal-mod-calorie-dog-dry-gr-document,Royal Canin,Royal Canin Veterinary Gastro Intestinal Mod.Calorie,dog,dry,unknown,50,ingredient_text|protein_percent|fat_percent|fiber_percent|kcal_per_100g_or_kcal_per_kg|data_source_url_or_manual_photo,0,0,no,no
royal canin|veterinary gastro intestinal puppy dog|dog|dry,1,39.0,hold,data/imports/vet_eshop_document_extract_v2.csv,royal-canin-veterinary-gastro-intestinal-puppy-dog-dog-dry-gr-document,Royal Canin,Royal Canin Veterinary GASTRO INTESTINAL PUPPY DOG,dog,dry,unknown,50,data_source_url_or_manual_photo,5,2,yes,no
royal canin|veterinary gastrointestinal puppy dog|dog|dry,1,39.0,hold,data/imports/vet_eshop_document_extract_v2.csv,royal-canin-veterinary-gastrointestinal-puppy-dog-dog-dry-gr-document,Royal Canin,Royal Canin Veterinary GASTROINTESTINAL PUPPY DOG,dog,dry,unknown,50,data_source_url_or_manual_photo,5,2,yes,no
royal canin|veterinary gastrointestinal slices in gravy s o|cat|wet,1,43.0,hold,data/imports/vet_eshop_document_extract_v2.csv,royal-canin-veterinary-gastrointestinal-slices-in-gravy-s-o-cat-wet-gr-document,Royal Canin,Royal Canin Veterinary GASTROINTESTINAL SLICES IN GRAVY S/O,cat,wet,unknown,50,data_source_url_or_manual_photo,6,2,yes,no
royal canin|veterinary hepatic canine|dog|dry,1,39.0,hold,data/imports/vet_eshop_document_extract_v2.csv,royal-canin-veterinary-hepatic-canine-dog-dry-gr-document,Royal Canin,Royal Canin Veterinary HEPATIC CANINE,dog,dry,unknown,50,data_source_url_or_manual_photo,5,2,yes,no
royal canin|veterinary hepatic cat|cat|dry,1,28.0,hold,data/imports/vet_eshop_document_extract_v2.csv,royal-canin-veterinary-hepatic-cat-cat-dry-gr-document,Royal Canin,Royal Canin Veterinary HEPATIC CAT,cat,dry,unknown,50,kcal_per_100g_or_kcal_per_kg|data_source_url_or_manual_photo,5,1,no,no
royal canin|veterinary hepatic dog can|dog|wet,1,32.0,hold,data/imports/vet_eshop_document_extract_v2.csv,royal-canin-veterinary-hepatic-dog-can-dog-wet-gr-document,Royal Canin,Royal Canin Veterinary HEPATIC DOG CAN,dog,wet,unknown,50,kcal_per_100g_or_kcal_per_kg|data_source_url_or_manual_photo,6,1,no,no
royal canin|veterinary hypoallergenic|dog|dry,1,5.0,hold,data/imports/vet_eshop_document_extract_v2.csv,royal-canin-veterinary-hypoallergenic-dog-dry-gr-document,Royal Canin,Royal Canin Veterinary HYPOALLERGENIC,dog,dry,unknown,50,ingredient_text|protein_percent|fat_percent|fiber_percent|kcal_per_100g_or_kcal_per_kg|data_source_url_or_manual_photo,0,0,no,no
royal canin|veterinary hypoallergenic dog|dog|dry,1,5.0,hold,data/imports/vet_eshop_document_extract_v2.csv,royal-canin-veterinary-hypoallergenic-dog-dog-dry-gr-document,Royal Canin,Royal Canin Veterinary HYPOALLERGENIC DOG,dog,dry,unknown,50,ingredient_text|protein_percent|fat_percent|fiber_percent|kcal_per_100g_or_kcal_per_kg|data_source_url_or_manual_photo,0,0,no,no
royal canin|veterinary hypoallergenic dog can|dog|wet,1,21.0,hold,data/imports/vet_eshop_document_extract_v2.csv,royal-canin-veterinary-hypoallergenic-dog-can-dog-wet-gr-document,Royal Canin,Royal Canin Veterinary HYPOALLERGENIC DOG CAN,dog,wet,unknown,50,fiber_percent|kcal_per_100g_or_kcal_per_kg|data_source_url_or_manual_photo,4,0,no,no
royal canin|veterinary mobil c2p plus can|dog|wet,1,25.0,hold,data/imports/vet_eshop_document_extract_v2.csv,royal-canin-veterinary-mobil-c2p-can-dog-wet-gr-document,Royal Canin,Royal Canin Veterinary MOBIL C2P+ CAN,dog,wet,unknown,50,protein_percent|kcal_per_100g_or_kcal_per_kg|data_source_url_or_manual_photo,5,0,no,no
royal canin|veterinary mobility c2p plus|dog|dry,1,9.0,hold,data/imports/vet_eshop_document_extract_v2.csv,royal-canin-veterinary-mobility-c2p-dog-dry-gr-document,Royal Canin,Royal Canin Veterinary MOBILITY C2P+,dog,dry,unknown,50,protein_percent|fat_percent|fiber_percent|kcal_per_100g_or_kcal_per_kg|data_source_url_or_manual_photo,1,0,no,no
royal canin|veterinary obesity|dog|wet,1,37.0,hold,data/imports/vet_eshop_document_extract_v2.csv,royal-canin-veterinary-obesity-dog-wet-gr-document,Royal Canin,Royal Canin Veterinary OBESITY,dog,wet,unknown,50,data_source_url_or_manual_photo,6,0,yes,no
royal canin|veterinary obesity cat pouch|cat|wet,1,5.0,hold,data/imports/vet_eshop_document_extract_v2.csv,royal-canin-veterinary-obesity-cat-pouch-cat-wet-gr-document,Royal Canin,Royal Canin Veterinary OBESITY CAT POUCH,cat,wet,unknown,50,ingredient_text|protein_percent|fat_percent|fiber_percent|kcal_per_100g_or_kcal_per_kg|data_source_url_or_manual_photo,0,0,no,no
royal canin|veterinary pd gibiome stew ckicken and vegetables|dog|wet,1,29.0,hold,data/imports/vet_eshop_document_extract_v2.csv,royal-canin-veterinary-pd-gibiome-stew-ckicken-vegetables-dog-wet-gr-document,Royal Canin,Royal Canin Veterinary PD GIBiome Stew Ckicken & Vegetables,dog,wet,unknown,50,fat_percent|kcal_per_100g_or_kcal_per_kg|data_source_url_or_manual_photo,3,4,no,no
royal canin|veterinary renal|cat|dry,1,40.0,hold,data/imports/vet_eshop_document_extract_v2.csv,royal-canin-veterinary-renal-cat-dry-gr-document,Royal Canin,Royal Canin Veterinary RENAL,cat,dry,unknown,50,kcal_per_100g_or_kcal_per_kg|data_source_url_or_manual_photo,5,5,no,no
royal canin|veterinary renal beef|cat|wet,1,21.0,hold,data/imports/vet_eshop_document_extract_v2.csv,royal-canin-veterinary-renal-beef-cat-wet-gr-document,Royal Canin,Royal Canin Veterinary RENAL BEEF,cat,wet,unknown,50,fiber_percent|kcal_per_100g_or_kcal_per_kg|data_source_url_or_manual_photo,4,0,no,no
royal canin|veterinary renal canine|dog|dry,1,33.0,hold,data/imports/vet_eshop_document_extract_v2.csv,royal-canin-veterinary-renal-canine-dog-dry-gr-document,Royal Canin,Royal Canin Veterinary RENAL CANINE,dog,dry,unknown,50,protein_percent|kcal_per_100g_or_kcal_per_kg|data_source_url_or_manual_photo,4,4,no,no
royal canin|veterinary renal cat|cat|dry,1,40.0,hold,data/imports/vet_eshop_document_extract_v2.csv,royal-canin-veterinary-renal-cat-cat-dry-gr-document,Royal Canin,Royal Canin Veterinary RENAL CAT,cat,dry,unknown,50,kcal_per_100g_or_kcal_per_kg|data_source_url_or_manual_photo,5,5,no,no
royal canin|veterinary renal chicken|cat|wet,1,21.0,hold,data/imports/vet_eshop_document_extract_v2.csv,royal-canin-veterinary-renal-chicken-cat-wet-gr-document,Royal Canin,Royal Canin Veterinary RENAL CHICKEN,cat,wet,unknown,50,fiber_percent|kcal_per_100g_or_kcal_per_kg|data_source_url_or_manual_photo,4,0,no,no
royal canin|veterinary renal chicken 3 plus 1 δωρο|cat|wet,1,21.0,hold,data/imports/vet_eshop_document_extract_v2.csv,royal-canin-veterinary-renal-chicken-3-1-cat-wet-gr-document,Royal Canin,Royal Canin Veterinary RENAL CHICKEN 3+1 ΔΩΡΟ,cat,wet,unknown,50,fiber_percent|kcal_per_100g_or_kcal_per_kg|data_source_url_or_manual_photo,4,0,no,no
royal canin|veterinary renal chicken cat can|cat|wet,1,21.0,hold,data/imports/vet_eshop_document_extract_v2.csv,royal-canin-veterinary-renal-chicken-cat-can-cat-wet-gr-document,Royal Canin,Royal Canin Veterinary RENAL CHICKEN CAT CAN,cat,wet,unknown,50,fiber_percent|kcal_per_100g_or_kcal_per_kg|data_source_url_or_manual_photo,4,0,no,no
royal canin|veterinary renal cig|dog|wet,1,41.0,hold,data/imports/vet_eshop_document_extract_v2.csv,royal-canin-veterinary-renal-cig-dog-wet-gr-document,Royal Canin,Royal Canin Veterinary RENAL CIG,dog,wet,unknown,50,kcal_per_100g_or_kcal_per_kg|data_source_url_or_manual_photo,6,4,no,no
royal canin|veterinary renal dog can|dog|wet,1,41.0,hold,data/imports/vet_eshop_document_extract_v2.csv,royal-canin-veterinary-renal-dog-can-dog-wet-gr-document,Royal Canin,Royal Canin Veterinary RENAL DOG CAN,dog,wet,unknown,50,kcal_per_100g_or_kcal_per_kg|data_source_url_or_manual_photo,6,4,no,no
royal canin|veterinary renal select|cat|dry,1,28.0,hold,data/imports/vet_eshop_document_extract_v2.csv,royal-canin-veterinary-renal-select-cat-dry-gr-document,Royal Canin,Royal Canin Veterinary RENAL SELECT,cat,dry,unknown,50,kcal_per_100g_or_kcal_per_kg|data_source_url_or_manual_photo,5,1,no,no
royal canin|veterinary renal select dog|dog|dry,1,34.0,hold,data/imports/vet_eshop_document_extract_v2.csv,royal-canin-veterinary-renal-select-dog-dog-dry-gr-document,Royal Canin,Royal Canin Veterinary RENAL SELECT DOG,dog,dry,unknown,50,kcal_per_100g_or_kcal_per_kg|data_source_url_or_manual_photo,5,3,no,no
royal canin|veterinary renal select feline|cat|dry,1,28.0,hold,data/imports/vet_eshop_document_extract_v2.csv,royal-canin-veterinary-renal-select-feline-cat-dry-gr-document,Royal Canin,Royal Canin Veterinary RENAL SELECT FELINE,cat,dry,unknown,50,kcal_per_100g_or_kcal_per_kg|data_source_url_or_manual_photo,5,1,no,no
royal canin|veterinary renal slices in gravy|dog|wet,1,41.0,hold,data/imports/vet_eshop_document_extract_v2.csv,royal-canin-veterinary-renal-slices-in-gravy-dog-wet-gr-document,Royal Canin,Royal Canin Veterinary RENAL SLICES IN GRAVY,dog,wet,unknown,50,kcal_per_100g_or_kcal_per_kg|data_source_url_or_manual_photo,6,4,no,no
royal canin|veterinary renal special|cat|dry,1,28.0,hold,data/imports/vet_eshop_document_extract_v2.csv,royal-canin-veterinary-renal-special-cat-dry-gr-document,Royal Canin,Royal Canin Veterinary RENAL SPECIAL,cat,dry,unknown,50,kcal_per_100g_or_kcal_per_kg|data_source_url_or_manual_photo,5,1,no,no
royal canin|veterinary renal special cat|cat|dry,1,28.0,hold,data/imports/vet_eshop_document_extract_v2.csv,royal-canin-veterinary-renal-special-cat-cat-dry-gr-document,Royal Canin,Royal Canin Veterinary RENAL SPECIAL CAT,cat,dry,unknown,50,kcal_per_100g_or_kcal_per_kg|data_source_url_or_manual_photo,5,1,no,no
royal canin|veterinary renal special dog|dog|dry,1,9.0,hold,data/imports/vet_eshop_document_extract_v2.csv,royal-canin-veterinary-renal-special-dog-dog-dry-gr-document,Royal Canin,Royal Canin Veterinary RENAL SPECIAL DOG,dog,dry,unknown,50,protein_percent|fat_percent|fiber_percent|kcal_per_100g_or_kcal_per_kg|data_source_url_or_manual_photo,1,0,no,no
royal canin|veterinary renal tuna|cat|wet,1,21.0,hold,data/imports/vet_eshop_document_extract_v2.csv,royal-canin-veterinary-renal-tuna-cat-wet-gr-document,Royal Canin,Royal Canin Veterinary RENAL TUNA,cat,wet,unknown,50,fiber_percent|kcal_per_100g_or_kcal_per_kg|data_source_url_or_manual_photo,4,0,no,no
royal canin|veterinary royal sensitivity control|dog|dry,1,43.0,hold,data/imports/vet_eshop_document_extract_v2.csv,royal-canin-veterinary-royal-sensitivity-control-dog-dry-gr-document,Royal Canin,Royal Canin Veterinary ROYAL SENSITIVITY CONTROL,dog,dry,unknown,50,data_source_url_or_manual_photo,6,2,yes,no
royal canin|veterinary satiety dog can|dog|wet,1,37.0,hold,data/imports/vet_eshop_document_extract_v2.csv,royal-canin-veterinary-satiety-dog-can-dog-wet-gr-document,Royal Canin,Royal Canin Veterinary SATIETY DOG CAN,dog,wet,unknown,50,data_source_url_or_manual_photo,6,0,yes,no
royal canin|veterinary satiety feline|cat|dry,1,27.0,hold,data/imports/vet_eshop_document_extract_v2.csv,royal-canin-veterinary-satiety-feline-cat-dry-gr-document,Royal Canin,Royal Canin Veterinary SATIETY FELINE,cat,dry,unknown,50,kcal_per_100g_or_kcal_per_kg|data_source_url_or_manual_photo,4,2,no,no
royal canin|veterinary satiety feline|cat|wet,1,25.0,hold,data/imports/vet_eshop_document_extract_v2.csv,royal-canin-veterinary-satiety-feline-cat-wet-gr-document,Royal Canin,Royal Canin Veterinary SATIETY FELINE,cat,wet,unknown,50,protein_percent|kcal_per_100g_or_kcal_per_kg|data_source_url_or_manual_photo,5,0,no,no
royal canin|veterinary satiety small dog|dog|dry,1,33.0,hold,data/imports/vet_eshop_document_extract_v2.csv,royal-canin-veterinary-satiety-small-dog-dog-dry-gr-document,Royal Canin,Royal Canin Veterinary SATIETY SMALL DOG,dog,dry,unknown,50,data_source_url_or_manual_photo,5,0,yes,no
royal canin|veterinary satiety support dog|dog|dry,1,33.0,hold,data/imports/vet_eshop_document_extract_v2.csv,royal-canin-veterinary-satiety-support-dog-dog-dry-gr-document,Royal Canin,Royal Canin Veterinary SATIETY SUPPORT DOG,dog,dry,unknown,50,data_source_url_or_manual_photo,5,0,yes,no
royal canin|veterinary sens control chicken|dog|wet,1,21.0,hold,data/imports/vet_eshop_document_extract_v2.csv,royal-canin-veterinary-sens-control-chicken-dog-wet-gr-document,Royal Canin,Royal Canin Veterinary SENS CONTROL CHICKEN,dog,wet,unknown,50,fiber_percent|kcal_per_100g_or_kcal_per_kg|data_source_url_or_manual_photo,4,0,no,no
royal canin|veterinary sens control duck|dog|wet,1,5.0,hold,data/imports/vet_eshop_document_extract_v2.csv,royal-canin-veterinary-sens-control-duck-dog-wet-gr-document,Royal Canin,Royal Canin Veterinary SENS CONTROL DUCK,dog,wet,unknown,50,ingredient_text|protein_percent|fat_percent|fiber_percent|kcal_per_100g_or_kcal_per_kg|data_source_url_or_manual_photo,0,0,no,no
royal canin|veterinary sensitiv duck dog can|dog|wet,1,5.0,hold,data/imports/vet_eshop_document_extract_v2.csv,royal-canin-veterinary-sensitiv-duck-dog-can-dog-wet-gr-document,Royal Canin,Royal Canin Veterinary SENSITIV DUCK DOG CAN,dog,wet,unknown,50,ingredient_text|protein_percent|fat_percent|fiber_percent|kcal_per_100g_or_kcal_per_kg|data_source_url_or_manual_photo,0,0,no,no
royal canin|veterinary sensitive chick dog can|dog|wet,1,21.0,hold,data/imports/vet_eshop_document_extract_v2.csv,royal-canin-veterinary-sensitive-chick-dog-can-dog-wet-gr-document,Royal Canin,Royal Canin Veterinary SENSITIVE CHICK DOG CAN,dog,wet,unknown,50,fiber_percent|kcal_per_100g_or_kcal_per_kg|data_source_url_or_manual_photo,4,0,no,no
royal canin|veterinary sensitivity control|dog|dry,1,43.0,hold,data/imports/vet_eshop_document_extract_v2.csv,royal-canin-veterinary-sensitivity-control-dog-dry-gr-document,Royal Canin,Royal Canin Veterinary SENSITIVITY CONTROL,dog,dry,unknown,50,data_source_url_or_manual_photo,6,2,yes,no
royal canin|veterinary sensitivity control cat|cat|dry,1,25.0,hold,data/imports/vet_eshop_document_extract_v2.csv,royal-canin-veterinary-sensitivity-control-cat-cat-dry-gr-document,Royal Canin,Royal Canin Veterinary SENSITIVITY CONTROL CAT,cat,dry,unknown,50,kcal_per_100g_or_kcal_per_kg|data_source_url_or_manual_photo,5,0,no,no
royal canin|veterinary sensitivity control dog|dog|dry,1,25.0,hold,data/imports/vet_eshop_document_extract_v2.csv,royal-canin-veterinary-sensitivity-control-dog-dog-dry-gr-document,Royal Canin,Royal Canin Veterinary SENSITIVITY CONTROL DOG,dog,dry,unknown,50,kcal_per_100g_or_kcal_per_kg|data_source_url_or_manual_photo,5,0,no,no
royal canin|veterinary sensitivity control dog multipack|dog|dry,1,43.0,hold,data/imports/vet_eshop_document_extract_v2.csv,royal-canin-veterinary-sensitivity-control-dog-multipack-dog-dry-gr-document,Royal Canin,Royal Canin Veterinary SENSITIVITY CONTROL DOG MULTIPACK,dog,dry,unknown,50,data_source_url_or_manual_photo,6,2,yes,no
royal canin|veterinary sensitivity ctrl chicken and rice|cat|wet,1,25.0,hold,data/imports/vet_eshop_document_extract_v2.csv,royal-canin-veterinary-sensitivity-ctrl-chicken-rice-cat-wet-gr-document,Royal Canin,Royal Canin Veterinary SENSITIVITY CTRL CHICKEN & RICE,cat,wet,unknown,50,protein_percent|kcal_per_100g_or_kcal_per_kg|data_source_url_or_manual_photo,5,0,no,no
royal canin|veterinary skin care small dog|dog|dry,1,25.0,hold,data/imports/vet_eshop_document_extract_v2.csv,royal-canin-veterinary-skin-care-small-dog-dog-dry-gr-document,Royal Canin,Royal Canin Veterinary SKIN CARE SMALL DOG,dog,dry,unknown,50,kcal_per_100g_or_kcal_per_kg|data_source_url_or_manual_photo,5,0,no,no
royal canin|veterinary urinary morsels in gravy chicken|cat|wet,1,41.0,hold,data/imports/vet_eshop_document_extract_v2.csv,royal-canin-veterinary-urinary-morsels-in-gravy-chicken-cat-wet-gr-document,Royal Canin,Royal Canin Veterinary URINARY MORSELS IN GRAVY CHICKEN,cat,wet,unknown,50,kcal_per_100g_or_kcal_per_kg|data_source_url_or_manual_photo,6,4,no,no
royal canin|veterinary urinary s o|dog|dry,1,33.0,hold,data/imports/vet_eshop_document_extract_v2.csv,royal-canin-veterinary-urinary-s-o-dog-dry-gr-document,Royal Canin,Royal Canin Veterinary URINARY S/O,dog,dry,unknown,50,protein_percent|kcal_per_100g_or_kcal_per_kg|data_source_url_or_manual_photo,4,4,no,no
royal canin|veterinary urinary s o cat|cat|dry,1,9.0,hold,data/imports/vet_eshop_document_extract_v2.csv,royal-canin-veterinary-urinary-s-o-cat-cat-dry-gr-document,Royal Canin,Royal Canin Veterinary URINARY S/O CAT,cat,dry,unknown,50,protein_percent|fat_percent|fiber_percent|kcal_per_100g_or_kcal_per_kg|data_source_url_or_manual_photo,1,0,no,no
royal canin|veterinary urinary s o dog|dog|dry,1,33.0,hold,data/imports/vet_eshop_document_extract_v2.csv,royal-canin-veterinary-urinary-s-o-dog-dog-dry-gr-document,Royal Canin,Royal Canin Veterinary URINARY S/O DOG,dog,dry,unknown,50,protein_percent|kcal_per_100g_or_kcal_per_kg|data_source_url_or_manual_photo,4,4,no,no
royal canin|veterinary urinary s o dog can|dog|wet,1,21.0,hold,data/imports/vet_eshop_document_extract_v2.csv,royal-canin-veterinary-urinary-s-o-dog-can-dog-wet-gr-document,Royal Canin,Royal Canin Veterinary URINARY S/O DOG CAN,dog,wet,unknown,50,fiber_percent|kcal_per_100g_or_kcal_per_kg|data_source_url_or_manual_photo,4,0,no,no
royal canin|veterinary urinary s o loaf in sauce|cat|wet,1,37.0,hold,data/imports/vet_eshop_document_extract_v2.csv,royal-canin-veterinary-urinary-s-o-loaf-in-sauce-cat-wet-gr-document,Royal Canin,Royal Canin Veterinary URINARY S/O LOAF IN SAUCE,cat,wet,unknown,50,kcal_per_100g_or_kcal_per_kg|data_source_url_or_manual_photo,5,4,no,no
royal canin|veterinary urinary small dog|dog|dry,1,9.0,hold,data/imports/vet_eshop_document_extract_v2.csv,royal-canin-veterinary-urinary-small-dog-dog-dry-gr-document,Royal Canin,Royal Canin Veterinary URINARY SMALL DOG,dog,dry,unknown,50,protein_percent|fat_percent|fiber_percent|kcal_per_100g_or_kcal_per_kg|data_source_url_or_manual_photo,1,0,no,no
royal canin|veterinary urinary so cat|cat|dry,1,9.0,hold,data/imports/vet_eshop_document_extract_v2.csv,royal-canin-veterinary-urinary-so-cat-cat-dry-gr-document,Royal Canin,Royal Canin Veterinary URINARY SO CAT,cat,dry,unknown,50,protein_percent|fat_percent|fiber_percent|kcal_per_100g_or_kcal_per_kg|data_source_url_or_manual_photo,1,0,no,no
royal canin|veterinary vd anallergenic dog|dog|dry,1,25.0,hold,data/imports/vet_eshop_document_extract_v2.csv,royal-canin-veterinary-vd-anallergenic-dog-dog-dry-gr-document,Royal Canin,Royal Canin Veterinary VD ANALLERGENIC DOG,dog,dry,unknown,50,kcal_per_100g_or_kcal_per_kg|data_source_url_or_manual_photo,5,0,no,no
royal canin|veterinary vd diabetic dog|dog|dry,1,25.0,hold,data/imports/vet_eshop_document_extract_v2.csv,royal-canin-veterinary-vd-diabetic-dog-dog-dry-gr-document,Royal Canin,Royal Canin Veterinary VD DIABETIC DOG,dog,dry,unknown,50,kcal_per_100g_or_kcal_per_kg|data_source_url_or_manual_photo,5,0,no,no
royal canin|veterinary vd dog cardiac|dog|dry,1,25.0,hold,data/imports/vet_eshop_document_extract_v2.csv,royal-canin-veterinary-vd-dog-cardiac-dog-dry-gr-document,Royal Canin,Royal Canin Veterinary VD DOG CARDIAC,dog,dry,unknown,50,kcal_per_100g_or_kcal_per_kg|data_source_url_or_manual_photo,5,0,no,no
royal canin|vhn royal sensitivity control|dog|dry,1,32.0,hold,data/imports/wave1_royal_josera_foods_v2.csv,royal-canin-vhn-royal-sensitivity-control-dog-dry,Royal Canin,VHN ROYAL SENSITIVITY CONTROL,dog,dry,unknown,50,kcal_per_100g_or_kcal_per_kg|data_source_url_or_manual_photo,6,1,no,no
sam s field|adult chicken medium|dog|dry,1,35.0,hold,data/imports/sams_field_document_extract_v2.csv,sams-field-sam-s-field-adult-chicken-medium-dog-dry-gr-document,Sam's Field,Sam's Field Adult Chicken Medium,dog,dry,unknown,50,kcal_per_100g_or_kcal_per_kg|data_source_url_or_manual_photo,6,2,no,no
sam s field|adult grain free beef|dog|dry,1,35.0,hold,data/imports/sams_field_document_extract_v2.csv,sams-field-sam-s-field-adult-grain-free-beef-dog-dry-gr-document,Sam's Field,Sam's Field Adult Grain Free Beef,dog,dry,unknown,50,kcal_per_100g_or_kcal_per_kg|data_source_url_or_manual_photo,6,2,no,no
sam s field|adult grain free salmon and herring|dog|dry,1,35.0,hold,data/imports/sams_field_document_extract_v2.csv,sams-field-sam-s-field-adult-grain-free-salmon-herring-dog-dry-gr-document,Sam's Field,Sam's Field Adult Grain Free Salmon & Herring,dog,dry,unknown,50,kcal_per_100g_or_kcal_per_kg|data_source_url_or_manual_photo,6,2,no,no
sam s field|adult large chicken|dog|dry,1,35.0,hold,data/imports/sams_field_document_extract_v2.csv,sams-field-sam-s-field-adult-large-chicken-dog-dry-gr-document,Sam's Field,Sam's Field Adult Large Chicken,dog,dry,unknown,50,kcal_per_100g_or_kcal_per_kg|data_source_url_or_manual_photo,6,2,no,no
sam s field|adult mini chicken|dog|dry,1,35.0,hold,data/imports/sams_field_document_extract_v2.csv,sams-field-sam-s-field-adult-mini-chicken-dog-dry-gr-document,Sam's Field,Sam's Field Adult Mini Chicken,dog,dry,unknown,50,kcal_per_100g_or_kcal_per_kg|data_source_url_or_manual_photo,6,2,no,no
sam s field|adult salmon and potato|dog|dry,1,35.0,hold,data/imports/sams_field_document_extract_v2.csv,sams-field-sam-s-field-adult-salmon-potato-dog-dry-gr-document,Sam's Field,Sam's Field Adult Salmon & Potato,dog,dry,unknown,50,kcal_per_100g_or_kcal_per_kg|data_source_url_or_manual_photo,6,2,no,no
sam s field|grain free adult chicken|dog|dry,1,35.0,hold,data/imports/sams_field_document_extract_v2.csv,sams-field-sam-s-field-grain-free-adult-chicken-dog-dry-gr-document,Sam's Field,Sam's Field Grain Free Adult Chicken,dog,dry,unknown,50,kcal_per_100g_or_kcal_per_kg|data_source_url_or_manual_photo,6,2,no,no
sam s field|grain free chicken|dog|dry,1,35.0,hold,data/imports/sams_field_document_extract_v2.csv,sams-field-sam-s-field-grain-free-chicken-dog-dry-gr-document,Sam's Field,Sam's Field Grain Free Chicken,dog,dry,unknown,50,kcal_per_100g_or_kcal_per_kg|data_source_url_or_manual_photo,6,2,no,no
sam s field|junior large chicken|dog|dry,1,35.0,hold,data/imports/sams_field_document_extract_v2.csv,sams-field-sam-s-field-junior-large-chicken-dog-dry-gr-document,Sam's Field,Sam's Field Junior Large Chicken,dog,dry,unknown,50,kcal_per_100g_or_kcal_per_kg|data_source_url_or_manual_photo,6,2,no,no
sam s field|light and senior lamb and rice|dog|dry,1,35.0,hold,data/imports/sams_field_document_extract_v2.csv,sams-field-sam-s-field-light-senior-lamb-rice-dog-dry-gr-document,Sam's Field,Sam's Field Light & Senior Lamb & Rice,dog,dry,unknown,50,kcal_per_100g_or_kcal_per_kg|data_source_url_or_manual_photo,6,2,no,no
sam s field|puppy chicken|dog|dry,1,35.0,hold,data/imports/sams_field_document_extract_v2.csv,sams-field-sam-s-field-puppy-chicken-dog-dry-gr-document,Sam's Field,Sam's Field Puppy Chicken,dog,dry,unknown,50,kcal_per_100g_or_kcal_per_kg|data_source_url_or_manual_photo,6,2,no,no
schesir|dry adult cat maintenance με κοτοπουλο|cat|wet,1,29.0,hold,data/imports/schesir_dry_document_extract_v2.csv,schesir-dry-adult-cat-maintenance-cat-wet-gr-document,Schesir,Schesir Dry Adult Cat Maintenance με κοτόπουλο,cat,wet,unknown,50,kcal_per_100g_or_kcal_per_kg|data_source_url_or_manual_photo,6,0,no,no
unica classe|unica class adult all breeds longevity salmon|dog|dry,1,21.0,hold,data/imports/unica_classe_document_extract_v2.csv,unica-classe-unica-class-adult-all-breeds-longevity-salmon-dog-dry-gr-document,Unica Classe,Unica Class Adult All Breeds Longevity Salmon,dog,dry,unknown,50,ingredient_text|kcal_per_100g_or_kcal_per_kg|data_source_url_or_manual_photo,4,0,no,no
unica classe|unica class adult large equilibrium lamb|dog|dry,1,21.0,hold,data/imports/unica_classe_document_extract_v2.csv,unica-classe-unica-class-adult-large-equilibrium-lamb-dog-dry-gr-document,Unica Classe,Unica Class Adult Large Equilibrium Lamb,dog,dry,unknown,50,ingredient_text|kcal_per_100g_or_kcal_per_kg|data_source_url_or_manual_photo,4,0,no,no
unica classe|unica class adult large regular chicken|dog|dry,1,21.0,hold,data/imports/unica_classe_document_extract_v2.csv,unica-classe-unica-class-adult-large-regular-chicken-dog-dry-gr-document,Unica Classe,Unica Class Adult Large Regular Chicken,dog,dry,unknown,50,ingredient_text|kcal_per_100g_or_kcal_per_kg|data_source_url_or_manual_photo,4,0,no,no
