canonical_identity_key,rank,score,decision,dataset_file,formula_key,brand,display_name,species,format,source_priority,title_source_priority,missing_blockers,filled_core_fields,filled_mineral_fields,has_kcal,has_source
akvatera|τροφη με αρνι για μικροσωμα ενηλικα σκυλια με εντερικα και δερματικα προβληματα|dog|dry,1,21.0,hold,data/imports/category_product_sources_extract_v2.csv,akvatera-τροφη-με-αρνι-για-μικροσωμα-ενηλικα-σκυλια-με-εντερικα-και-δερματικα-προβληματα-dog-dry-gr-retailer,Akvatera,"Akvatera τροφή με αρνί για μικρόσωμα ενήλικα σκυλιά με εντερικά και δερματικά προβλήματα 1,5kg",dog,dry,retailer,10,protein_percent|fat_percent|fiber_percent|kcal_per_100g_or_kcal_per_kg,1,0,no,yes
akvatera|τροφη με σολομο χωρις σιτηρα για ενηλικα ευαισθητα σκυλια ολων των φυλων|dog|dry,1,21.0,hold,data/imports/category_product_sources_extract_v2.csv,akvatera-τροφη-με-σολομο-χωρις-σιτηρα-για-ενηλικα-ευαισθητα-σκυλια-ολων-των-φυλων-dog-dry-gr-retailer,Akvatera,Akvatera τροφή με σολομό χωρίς σιτηρά για ενήλικα ευαίσθητα σκυλιά όλων των φυλών,dog,dry,retailer,10,protein_percent|fat_percent|fiber_percent|kcal_per_100g_or_kcal_per_kg,1,0,no,yes
ambrosia|ολιστικη τροφη για ενηλικες σκυλους μικροσωμων φυλων με κοτοπουλο and σολομο grain free|dog|dry,1,41.0,hold,data/imports/category_product_sources_extract_v2.csv,ambrosia-ολιστικη-τροφη-για-ενηλικες-σκυλους-μικροσωμων-φυλων-με-κοτοπουλο-σολομο-grain-free-dog-dry-gr-retailer,Ambrosia,Ambrosia ολιστική τροφή για ενήλικες σκύλους μικρόσωμων φυλών με κοτόπουλο & σολομό grain free,dog,dry,retailer,10,ingredient_text,4,0,yes,yes
ambrosia|ολιστικη τροφη για ενηλικους σκυλους ολων των φυλων με σαρδελα και τονο|dog|dry,1,37.0,hold,data/imports/category_product_sources_extract_v2.csv,ambrosia-ολιστικη-τροφη-για-ενηλικους-σκυλους-ολων-των-φυλων-με-σαρδελα-και-τονο-dog-dry-gr-retailer,Ambrosia,"Ambrosia Ολιστική τροφή για ενήλικους σκύλους, όλων των φυλών, με σαρδέλα και τόνο",dog,dry,retailer,10,kcal_per_100g_or_kcal_per_kg,5,0,no,yes
ambrosia|ολοκληρωμενη ολιστικη τροφη για ενηλικους σκυλους με κοτοπουλο and σολομος grain free|dog|dry,1,39.0,hold,data/imports/category_product_sources_extract_v2.csv,ambrosia-ολοκληρωμενη-ολιστικη-τροφη-για-ενηλικους-σκυλους-με-κοτοπουλο-σολομος-grain-free-dog-dry-gr-retailer,Ambrosia,Ambrosia Ολοκληρωμένη ολιστική τροφή για ενήλικους σκύλους με κοτόπουλο & σολομός grain free,dog,dry,retailer,10,ingredient_text|protein_percent|fat_percent|fiber_percent,2,2,yes,yes
ambrosia|πληρης ολιστικη τροφη για κουταβια ολων των φυλων με κοτοπουλο και φρεσκο λευκο grain free|dog|dry,1,39.0,hold,data/imports/category_product_sources_extract_v2.csv,ambrosia-πληρης-ολιστικη-τροφη-για-κουταβια-ολων-των-φυλων-με-κοτοπουλο-και-φρεσκο-λευκο-grain-free-dog-dry-gr-retailer,Ambrosia,"Ambrosia Πλήρης ολιστική τροφή για κουτάβια όλων των φυλών,με κοτόπουλο και φρέσκο λευκό grain free",dog,dry,retailer,10,ingredient_text|protein_percent|fat_percent|fiber_percent,2,2,yes,yes
ambrosia|πληρης τροφη ολιστικη για ενηλικα σκυλια με μοσχαρι και φρεσκο σολομο χωρις σιτηρα|dog|dry,1,33.0,hold,data/imports/category_product_sources_extract_v2.csv,ambrosia-πληρης-τροφη-ολιστικη-για-ενηλικα-σκυλια-με-μοσχαρι-και-φρεσκο-σολομο-χωρις-σιτηρα-dog-dry-gr-retailer,Ambrosia,Ambrosia πλήρης τροφή ολιστική για ενήλικα σκυλιά με μοσχάρι και φρέσκο σολομό χωρίς σιτηρά,dog,dry,retailer,10,fiber_percent|kcal_per_100g_or_kcal_per_kg,4,0,no,yes
ambrosia|πληρης τροφη χωρις σιτηρα για ηλικιωμενα στειρωμενα μικροσωμα σκυλια|dog|dry,1,29.0,hold,data/imports/category_product_sources_extract_v2.csv,ambrosia-πληρης-τροφη-χωρις-σιτηρα-για-ηλικιωμενα-στειρωμενα-μικροσωμα-σκυλια-dog-dry-gr-retailer,Ambrosia,"Ambrosia Πλήρης τροφή χωρίς σιτηρά για ηλικιωμένα, στειρωμένα μικρόσωμα σκυλιά",dog,dry,retailer,10,ingredient_text|fiber_percent|kcal_per_100g_or_kcal_per_kg,3,0,no,yes
ambrosia|πληρης τροφη χωρις σιτηρα ιδανικη για μικροσωμες ρατσες ενηλικων σκυλων|dog|dry,1,33.0,hold,data/imports/category_product_sources_extract_v2.csv,ambrosia-ambrosia-πληρης-τροφη-χωρις-σιτηρα-ιδανικη-για-μικροσωμες-ρατσες-ενηλικων-σκυλων-dog-dry-gr-retailer,Ambrosia,Ambrosia Ambrosia Πλήρης τροφή χωρίς σιτηρά ιδανική για μικρόσωμες ράτσες ενήλικων σκύλων,dog,dry,retailer,10,fiber_percent|kcal_per_100g_or_kcal_per_kg,4,0,no,yes
ambrosia|πληρης τροφη χωρις σιτηρα ιδανικη για ολες τις ρατσες ευαισθητων ενηλικων σκυλων|dog|dry,1,29.0,hold,data/imports/category_product_sources_extract_v2.csv,ambrosia-ambrosia-πληρης-τροφη-χωρις-σιτηρα-ιδανικη-για-ολες-τις-ρατσες-ευαισθητων-ενηλικων-σκυλων-dog-dry-gr-retailer,Ambrosia,Ambrosia Ambrosia Πλήρης τροφή χωρίς σιτηρά ιδανική για όλες τις ράτσες ευαίσθητων ενήλικων σκύλων,dog,dry,retailer,10,ingredient_text|fiber_percent|kcal_per_100g_or_kcal_per_kg,3,0,no,yes
ambrosia|grain free ολιστικη τροφη για ενηλικες σκυλους μικροσωμων φυλων με ελαφι και αρνι|dog|dry,1,41.0,hold,data/imports/category_product_sources_extract_v2.csv,ambrosia-grain-free-ολιστικη-τροφη-για-ενηλικες-σκυλους-μικροσωμων-φυλων-με-ελαφι-και-αρνι-dog-dry-gr-retailer,Ambrosia,Ambrosia grain free ολιστική τροφή για ενήλικες σκύλους μικρόσωμων φυλών με ελάφι και αρνί,dog,dry,retailer,10,ingredient_text,4,0,yes,yes
ambrosia|grain free ολιστικη τροφη για ενηλικες σκυλους ολων των φυλων με κοτοπουλο και λαχανικα|dog|dry,1,41.0,hold,data/imports/category_product_sources_extract_v2.csv,ambrosia-grain-free-ολιστικη-τροφη-για-ενηλικες-σκυλους-ολων-των-φυλων-με-κοτοπουλο-και-λαχανικα-dog-dry-gr-retailer,Ambrosia,Ambrosia grain free ολιστική τροφή για ενήλικες σκύλους όλων των φυλών με κοτόπουλο και λαχανικά,dog,dry,retailer,10,ingredient_text,4,0,yes,yes
ambrosia|grain free ολιστικη τροφη για ενηλικους μικροσωμους σκυλους με αρνι και σολομο|dog|dry,1,41.0,hold,data/imports/category_product_sources_extract_v2.csv,ambrosia-grain-free-ολιστικη-τροφη-για-ενηλικους-μικροσωμους-σκυλους-με-αρνι-και-σολομο-dog-dry-gr-retailer,Ambrosia,Ambrosia grain free ολιστική τροφή για ενήλικους μικρόσωμους σκύλους με αρνί και σολομό,dog,dry,retailer,10,ingredient_text,4,0,yes,yes
ambrosia|grain free ολιστικη τροφη για υπερηλικα υπερβαρα and στειρωμενα σκυλια με γαλοπουλα and σολομο|dog|dry,1,33.0,hold,data/imports/category_product_sources_extract_v2.csv,ambrosia-grain-free-ολιστικη-τροφη-για-υπερηλικα-υπερβαρα-στειρωμενα-σκυλια-με-γαλοπουλα-σολομο-dog-dry-gr-retailer,Ambrosia,"Ambrosia grain free ολιστική τροφή για υπερήλικα,υπέρβαρα & στειρωμένα σκυλιά με γαλοπούλα & σολομό",dog,dry,retailer,10,fiber_percent|kcal_per_100g_or_kcal_per_kg,4,0,no,yes
ambrosia|mediterranean diet grain free adult fresh lamb|dog|dry,1,37.0,hold,data/imports/category_product_sources_extract_v2.csv,ambrosia-mediterranean-diet-grain-free-adult-fresh-lamb-dog-dry-gr-retailer,Ambrosia,"Ambrosia Mediterranean Diet Grain Free Adult Fresh Lamb 1,5kg",dog,dry,retailer,10,kcal_per_100g_or_kcal_per_kg,5,0,no,yes
ambrosia|mediterranean diet grain free adult sensitive fresh duck|dog|dry,1,37.0,hold,data/imports/category_product_sources_extract_v2.csv,ambrosia-mediterranean-diet-grain-free-adult-sensitive-fresh-duck-dog-dry-gr-retailer,Ambrosia,"Ambrosia Mediterranean Diet Grain Free Adult Sensitive Fresh Duck 1,5kg",dog,dry,retailer,10,kcal_per_100g_or_kcal_per_kg,5,0,no,yes
ambrosia|mediterranean diet grain free senior light and sterilized fresh sardine and cod|dog|dry,1,37.0,hold,data/imports/category_product_sources_extract_v2.csv,ambrosia-mediterranean-diet-grain-free-senior-light-sterilized-fresh-sardine-cod-dog-dry-gr-retailer,Ambrosia,"Ambrosia Mediterranean Diet Grain Free Senior Light & Sterilized Fresh Sardine & Cod 1,5kg",dog,dry,retailer,10,kcal_per_100g_or_kcal_per_kg,5,0,no,yes
ambrosia|mediterranean diet grain free senior light and sterilized fresh turkey|dog|dry,1,37.0,hold,data/imports/category_product_sources_extract_v2.csv,ambrosia-mediterranean-diet-grain-free-senior-light-sterilized-fresh-turkey-dog-dry-gr-retailer,Ambrosia,"Ambrosia Mediterranean Diet Grain Free Senior Light & Sterilized Fresh Turkey 1,5kg",dog,dry,retailer,10,kcal_per_100g_or_kcal_per_kg,5,0,no,yes
amity|premium για ενηλικους σκυλους με αρνι και κοτοπουλο μικροσωμων φυλων|dog|dry,1,29.0,hold,data/imports/category_product_sources_extract_v2.csv,amity-premium-για-ενηλικους-σκυλους-με-αρνι-και-κοτοπουλο-μικροσωμων-φυλων-dog-dry-gr-retailer,Amity,Amity Premium για ενήλικους σκύλους με αρνί και κοτόπουλο μικρόσωμων φυλών,dog,dry,retailer,10,fat_percent|fiber_percent|kcal_per_100g_or_kcal_per_kg,3,0,no,yes
amity|premium για ενηλικους σκυλους με αρνι και ρυζι|dog|dry,1,29.0,hold,data/imports/category_product_sources_extract_v2.csv,amity-premium-για-ενηλικους-σκυλους-με-αρνι-και-ρυζι-dog-dry-gr-retailer,Amity,Amity Premium για ενήλικους σκύλους με αρνί και ρύζι,dog,dry,retailer,10,fat_percent|fiber_percent|kcal_per_100g_or_kcal_per_kg,3,0,no,yes
amity|premium για ενηλικους σκυλους με ευαισθησιες του δερματος and τριχοπτωσης|dog|dry,1,29.0,hold,data/imports/category_product_sources_extract_v2.csv,amity-premium-για-ενηλικους-σκυλους-με-ευαισθησιες-του-δερματος-τριχοπτωσης-dog-dry-gr-retailer,Amity,Amity Premium για ενήλικους σκύλους με ευαισθησίες του δέρματος & τριχόπτωσης,dog,dry,retailer,10,fat_percent|fiber_percent|kcal_per_100g_or_kcal_per_kg,3,0,no,yes
amity|premium για ενηλικους σκυλους με κοτοπουλο και ρυζι με φυσιολογικη δραστηριοτητα|dog|dry,1,29.0,hold,data/imports/category_product_sources_extract_v2.csv,amity-premium-για-ενηλικους-σκυλους-με-κοτοπουλο-και-ρυζι-με-φυσιολογικη-δραστηριοτητα-dog-dry-gr-retailer,Amity,Amity Premium για ενήλικους σκύλους με κοτόπουλο και ρύζι με φυσιολογική δραστηριότητα,dog,dry,retailer,10,fat_percent|fiber_percent|kcal_per_100g_or_kcal_per_kg,3,0,no,yes
amity|premium για ενηλικους σκυλους μεσαιων και μεγαλοσωμων φυλων με μαυρο χοιρο|dog|dry,1,29.0,hold,data/imports/category_product_sources_extract_v2.csv,amity-premium-για-ενηλικους-σκυλους-μεσαιων-και-μεγαλοσωμων-φυλων-με-μαυρο-χοιρο-dog-dry-gr-retailer,Amity,Amity Premium για ενήλικους σκύλους μεσαίων και μεγαλόσωμων φυλών με μαύρο χοίρο,dog,dry,retailer,10,fat_percent|fiber_percent|kcal_per_100g_or_kcal_per_kg,3,0,no,yes
amity|premium για κουταβια εως 12 μηνων με κοτοπουλο|dog|dry,1,29.0,hold,data/imports/category_product_sources_extract_v2.csv,amity-premium-για-κουταβια-εως-12-μηνων-με-κοτοπουλο-dog-dry-gr-retailer,Amity,Amity Premium για κουτάβια έως 12 μηνών με κοτόπουλο,dog,dry,retailer,10,fat_percent|fiber_percent|kcal_per_100g_or_kcal_per_kg,3,0,no,yes
amity|premium για παχυσαρκους σκυλους η ηλικιωμενους μεσαιων and μεγαλοσωμων φυλων με πουλερικα|dog|dry,1,29.0,hold,data/imports/category_product_sources_extract_v2.csv,amity-premium-για-παχυσαρκους-σκυλους-η-ηλικιωμενους-μεσαιων-μεγαλοσωμων-φυλων-με-πουλερικα-dog-dry-gr-retailer,Amity,Amity Premium για παχύσαρκους σκύλους ή ηλικιωμένους μεσαίων & μεγαλόσωμων φυλών με πουλερικά,dog,dry,retailer,10,fat_percent|fiber_percent|kcal_per_100g_or_kcal_per_kg,3,0,no,yes
anima|πληρης τροφη για ενηλικους σκυλους ολων των φυλων με αρνι και ρυζι|dog|dry,1,33.0,hold,data/imports/category_product_sources_extract_v2.csv,anima-πληρης-τροφη-για-ενηλικους-σκυλους-ολων-των-φυλων-με-αρνι-και-ρυζι-dog-dry-gr-retailer,Anima,AnimaΠλήρης τροφή για ενήλικους σκύλους όλων των φυλών με αρνί και ρύζι,dog,dry,retailer,10,fiber_percent|kcal_per_100g_or_kcal_per_kg,4,0,no,yes
anima|πληρης τροφη για ενηλικους σκυλους ολων των φυλων με κοτοπουλο και γαλοπουλα|dog|dry,1,51.0,hold,data/imports/category_product_sources_extract_v2.csv,anima-πληρης-τροφη-για-ενηλικους-σκυλους-ολων-των-φυλων-με-κοτοπουλο-και-γαλοπουλα-dog-dry-gr-retailer,Anima,Anima Πλήρης τροφή για ενήλικους σκύλους όλων των φυλών με κοτόπουλο και γαλοπούλα 14kg,dog,dry,retailer,10,ingredient_text,5,2,yes,yes
anima|πληρης τροφη για κουταβια μεγαλοσωμων φυλων με κοτοπουλο και γαλοπουλα|dog|dry,1,47.0,hold,data/imports/category_product_sources_extract_v2.csv,anima-πληρης-τροφη-για-κουταβια-μεγαλοσωμων-φυλων-με-κοτοπουλο-και-γαλοπουλα-dog-dry-gr-retailer,Anima,Anima Πλήρης τροφή για κουτάβια μεγαλόσωμων φυλών με κοτόπουλο και γαλοπούλα,dog,dry,retailer,10,ingredient_text,4,2,yes,yes
anima|πληρης τροφη για κουταβια ολων των φυλων με κοτοπουλο και γαλοπουλα|dog|dry,1,51.0,hold,data/imports/category_product_sources_extract_v2.csv,anima-πληρης-τροφη-για-κουταβια-ολων-των-φυλων-με-κοτοπουλο-και-γαλοπουλα-dog-dry-gr-retailer,Anima,Anima Πλήρης τροφή για κουτάβια όλων των φυλών με κοτόπουλο και γαλοπούλα,dog,dry,retailer,10,ingredient_text,5,2,yes,yes
anima|τροφη για ηλικιωμενους και στειρωμενους σκυλους ολων των φυλων με κοτοπουλο και γαλοπουλα|dog|dry,1,29.0,hold,data/imports/category_product_sources_extract_v2.csv,anima-τροφη-για-ηλικιωμενους-και-στειρωμενους-σκυλους-ολων-των-φυλων-με-κοτοπουλο-και-γαλοπουλα-dog-dry-gr-retailer,Anima,Anima τροφή για ηλικιωμένους και στειρωμένους σκύλους όλων των φυλών με κοτόπουλο και γαλοπούλα,dog,dry,retailer,10,fiber_percent|kcal_per_100g_or_kcal_per_kg,3,0,no,yes
belcando|αρνι για ενηλικους σκυλους μικρων και μεσαιων φυλων με ευαισθησια στα σιτηρα|dog|dry,1,38.0,hold,data/imports/category_product_sources_extract_v2.csv,belcando-αρνι-για-ενηλικους-σκυλους-μικρων-και-μεσαιων-φυλων-με-ευαισθησια-στα-σιτηρα-dog-dry-gr-retailer,Belcando,Belcando αρνί για ενήλικους σκύλους μικρών και μεσαίων φυλών με ευαισθησία στα σιτηρά,dog,dry,retailer,10,ingredient_text|fat_percent|fiber_percent|kcal_per_100g_or_kcal_per_kg,3,3,no,yes
belcando|ξηρη τροφη για ενηλικους σκυλους με εντονη δραστηριοτητα|dog|dry,1,38.0,hold,data/imports/category_product_sources_extract_v2.csv,belcando-ξηρη-τροφη-για-ενηλικους-σκυλους-με-εντονη-δραστηριοτητα-dog-dry-gr-retailer,Belcando,Belcando Ξηρή τροφή για ενήλικους σκύλους με έντονη δραστηριότητα,dog,dry,retailer,10,ingredient_text|fat_percent|fiber_percent|kcal_per_100g_or_kcal_per_kg,3,3,no,yes
belcando|ξηρη τροφη για ενηλικους σκυλους με φυσιολογικη δραστηριοτητα|dog|dry,1,38.0,hold,data/imports/category_product_sources_extract_v2.csv,belcando-ξηρη-τροφη-για-ενηλικους-σκυλους-με-φυσιολογικη-δραστηριοτητα-dog-dry-gr-retailer,Belcando,Belcando Ξηρή τροφή για ενήλικους σκύλους με φυσιολογική δραστηριότητα,dog,dry,retailer,10,ingredient_text|fat_percent|fiber_percent|kcal_per_100g_or_kcal_per_kg,3,3,no,yes
belcando|ξηρη τροφη για ενηλικους σκυλους υπερβαρους με χαμηλη δραστηριοτητα|dog|dry,1,38.0,hold,data/imports/category_product_sources_extract_v2.csv,belcando-ξηρη-τροφη-για-ενηλικους-σκυλους-υπερβαρους-με-χαμηλη-δραστηριοτητα-dog-dry-gr-retailer,Belcando,Belcando Ξηρή τροφή για ενήλικους σκύλους υπέρβαρους με χαμηλή δραστηριότητα,dog,dry,retailer,10,ingredient_text|fat_percent|fiber_percent|kcal_per_100g_or_kcal_per_kg,3,3,no,yes
belcando|ξηρη τροφη με πουλερικα για εκλεκτικους σκυλους μικρων and μεσαιων φυλων|dog|dry,1,42.0,hold,data/imports/category_product_sources_extract_v2.csv,belcando-ξηρη-τροφη-με-πουλερικα-για-εκλεκτικους-σκυλους-μικρων-μεσαιων-φυλων-dog-dry-gr-retailer,Belcando,Belcando Ξηρή τροφή με πουλερικά για εκλεκτικούς σκύλους μικρών & μεσαίων φυλών,dog,dry,retailer,10,fat_percent|fiber_percent|kcal_per_100g_or_kcal_per_kg,4,3,no,yes
belcando|πληρης τροφη για νεαρα σκυλια μεσαιων και μεγαλοσωμων φυλων με ευαισθησια στα σιτηρα|dog|dry,1,42.0,hold,data/imports/category_product_sources_extract_v2.csv,belcando-πληρης-τροφη-για-νεαρα-σκυλια-μεσαιων-και-μεγαλοσωμων-φυλων-με-ευαισθησια-στα-σιτηρα-dog-dry-gr-retailer,Belcando,Belcando Πλήρης τροφή για νεαρά σκυλιά μεσαίων και μεγαλόσωμων φυλών με ευαισθησία στα σιτηρά,dog,dry,retailer,10,fat_percent|fiber_percent|kcal_per_100g_or_kcal_per_kg,4,3,no,yes
belcando|πληρης τροφη ενηλικων σκυλων με κανονικη δραστηριοτητα ευαισθητα στα σιτηρα|dog|dry,1,42.0,hold,data/imports/category_product_sources_extract_v2.csv,belcando-πληρης-τροφη-ενηλικων-σκυλων-με-κανονικη-δραστηριοτητα-ευαισθητα-στα-σιτηρα-dog-dry-gr-retailer,Belcando,Belcando Πλήρης τροφή ενήλικων σκύλων με κανονική δραστηριότητα ευαίσθητα στα σιτηρά,dog,dry,retailer,10,fat_percent|fiber_percent|kcal_per_100g_or_kcal_per_kg,4,3,no,yes
belcando|πληρης τροφη με βοδινο για ενηλικες σκυλους με αλλεργιες στα σιτηρα|dog|dry,1,42.0,hold,data/imports/category_product_sources_extract_v2.csv,belcando-πληρης-τροφη-με-βοδινο-για-ενηλικες-σκυλους-με-αλλεργιες-στα-σιτηρα-dog-dry-gr-retailer,Belcando,Belcando Πλήρης τροφή με βοδινό για ενήλικες σκύλους με αλλεργίες στα σιτηρά,dog,dry,retailer,10,fat_percent|fiber_percent|kcal_per_100g_or_kcal_per_kg,4,3,no,yes
belcando|πληρης τροφη με πουλερικα και ρυζι καταλληλη για κουταβια|dog|dry,1,42.0,hold,data/imports/category_product_sources_extract_v2.csv,belcando-πληρης-τροφη-με-πουλερικα-και-ρυζι-καταλληλη-για-κουταβια-dog-dry-gr-retailer,Belcando,Belcando Πλήρης τροφή με πουλερικά και ρύζι κατάλληλη για κουτάβια,dog,dry,retailer,10,fat_percent|fiber_percent|kcal_per_100g_or_kcal_per_kg,4,3,no,yes
belcando|πληρης τροφη χωρις σιτηρα με σολομο για ενηλικες σκυλους μικροσωμων και μεσαιων φυλων|dog|dry,1,42.0,hold,data/imports/category_product_sources_extract_v2.csv,belcando-πληρης-τροφη-χωρις-σιτηρα-με-σολομο-για-ενηλικες-σκυλους-μικροσωμων-και-μεσαιων-φυλων-dog-dry-gr-retailer,Belcando,Belcando Πλήρης τροφή χωρίς σιτηρά με σολομό για ενήλικες σκύλους μικρόσωμων και μεσαίων φυλών,dog,dry,retailer,10,fat_percent|fiber_percent|kcal_per_100g_or_kcal_per_kg,4,3,no,yes
belcando|πληρης τροφη ψαριων για ενηλικα σκυλια ολων των φυλων με αυξημενη δραστηριοτητα|dog|dry,1,42.0,hold,data/imports/category_product_sources_extract_v2.csv,belcando-πληρης-τροφη-ψαριων-για-ενηλικα-σκυλια-ολων-των-φυλων-με-αυξημενη-δραστηριοτητα-dog-dry-gr-retailer,Belcando,Belcando Πλήρης τροφή ψαριών για ενήλικα σκυλιά όλων των φυλών με αυξημένη δραστηριότητα,dog,dry,retailer,10,fat_percent|fiber_percent|kcal_per_100g_or_kcal_per_kg,4,3,no,yes
belcando|τροφη για ενηλικους σκυλους με παπια χωρις σιτηρα|dog|dry,1,42.0,hold,data/imports/category_product_sources_extract_v2.csv,belcando-τροφη-για-ενηλικους-σκυλους-με-παπια-χωρις-σιτηρα-dog-dry-gr-retailer,Belcando,Belcando Τροφή για ενήλικους σκύλους με πάπια χωρίς σιτηρά,dog,dry,retailer,10,fat_percent|fiber_percent|kcal_per_100g_or_kcal_per_kg,4,3,no,yes
belcando|τροφη με πουλερικα για ηλικιωμενους σκυλους μικρων and μεσαιων φυλων με αλλεργιες στα σιτηρα|dog|dry,1,42.0,hold,data/imports/category_product_sources_extract_v2.csv,belcando-τροφη-με-πουλερικα-για-ηλικιωμενους-σκυλους-μικρων-μεσαιων-φυλων-με-αλλεργιες-στα-σιτηρα-dog-dry-gr-retailer,Belcando,Belcando τροφή με πουλερικά για ηλικιωμένους σκύλους μικρών & μεσαίων φυλών με αλλεργίες στα σιτηρά,dog,dry,retailer,10,fat_percent|fiber_percent|kcal_per_100g_or_kcal_per_kg,4,3,no,yes
belcando|adult dinner tροφη για ενηλικους σκυλους με κανονικη δραστηριοτητα|dog|dry,1,38.0,hold,data/imports/category_product_sources_extract_v2.csv,belcando-adult-dinner-tροφη-για-ενηλικους-σκυλους-με-κανονικη-δραστηριοτητα-dog-dry-gr-retailer,Belcando,Belcando adult dinner Tροφή για ενήλικους σκύλους με κανονική δραστηριότητα,dog,dry,retailer,10,ingredient_text|fat_percent|fiber_percent|kcal_per_100g_or_kcal_per_kg,3,3,no,yes
belcando|adult grain free μοσχαρι|dog|dry,1,42.0,hold,data/imports/category_product_sources_extract_v2.csv,belcando-adult-grain-free-μοσχαρι-dog-dry-gr-retailer,Belcando,Belcando Adult Grain Free μοσχάρι 4kg,dog,dry,retailer,10,fat_percent|fiber_percent|kcal_per_100g_or_kcal_per_kg,4,3,no,yes
belcando|adult grain free ψαρια|dog|dry,1,42.0,hold,data/imports/category_product_sources_extract_v2.csv,belcando-adult-grain-free-ψαρια-dog-dry-gr-retailer,Belcando,Belcando Adult Grain Free ψάρια 4kg,dog,dry,retailer,10,fat_percent|fiber_percent|kcal_per_100g_or_kcal_per_kg,4,3,no,yes
belcando|junior grain free πουλερικα|dog|dry,1,42.0,hold,data/imports/category_product_sources_extract_v2.csv,belcando-junior-grain-free-πουλερικα-dog-dry-gr-retailer,Belcando,Belcando Junior Grain Free πουλερικά 4kg,dog,dry,retailer,10,fat_percent|fiber_percent|kcal_per_100g_or_kcal_per_kg,4,3,no,yes
belcando|mastercraft ολιστικη τροφη με φρεσκο κρεας γαλοπουλας χωρις σιτηρα|dog|dry,1,43.0,hold,data/imports/category_product_sources_extract_v2.csv,belcando-mastercraft-ολιστικη-τροφη-με-φρεσκο-κρεας-γαλοπουλας-χωρις-σιτηρα-dog-dry-gr-retailer,Belcando,Belcando Mastercraft Ολιστική τροφή με φρέσκο κρέας γαλοπούλας χωρίς σιτηρά,dog,dry,retailer,10,fat_percent|kcal_per_100g_or_kcal_per_kg,5,2,no,yes
belcando|mastercraft φρεσκο κρεας γαλοπουλας 2 2κg|dog|dry,1,43.0,hold,data/imports/category_product_sources_extract_v2.csv,belcando-mastercraft-φρεσκο-κρεας-γαλοπουλας-2-2κg-dog-dry-gr-retailer,Belcando,Belcando Mastercraft φρέσκο κρέας γαλοπούλας 2.2Κg,dog,dry,retailer,10,fat_percent|kcal_per_100g_or_kcal_per_kg,5,2,no,yes
black olympus|ολοκληρωμενη τροφη για ενηλικους σκυλους μεσαιας φυλης με αρνι and καστανο ρυζι κωδικος προιοντος 1090848 black olympus low grain adult medium lamb and brown rice|dog|dry,1,39.0,hold,data/imports/category_product_sources_extract_v2.csv,black-olympus-ολοκληρωμενη-τροφη-για-ενηλικους-σκυλους-μεσαιας-φυλης-με-αρνι-καστανο-ρυζι-κωδικος-προιοντος-1090848-black-olympus-low-grain-adult-medium-lamb-brown-rice-dog-dry-gr-retailer,Black Olympus,Black Olympus Ολοκληρωμένη τροφή για ενήλικους σκύλους μεσαίας φυλής με αρνί & καστανό ρύζι Κωδικός Προϊόντος: 1090848 Black Olympus low grain adult medium lamb & brown rice 12kg,dog,dry,retailer,10,ingredient_text|protein_percent|fat_percent|fiber_percent,2,2,yes,yes
black olympus|low grain medium adult salmon and brown rice|dog|dry,1,47.0,hold,data/imports/category_product_sources_extract_v2.csv,black-olympus-low-grain-medium-adult-salmon-brown-rice-dog-dry-gr-retailer,Black Olympus,Black Olympus low grain medium adult salmon & brown rice 2kg,dog,dry,retailer,10,ingredient_text,4,2,yes,yes
black olympus|low grain mini adult chicken and turkey and brown rice|dog|dry,1,41.0,hold,data/imports/category_product_sources_extract_v2.csv,black-olympus-low-grain-mini-adult-chicken-turkey-brown-rice-dog-dry-gr-retailer,Black Olympus,Black Olympus low grain mini adult chicken & turkey & brown rice 2kg,dog,dry,retailer,10,ingredient_text,4,0,yes,yes
black olympus|low grain puppy maxi chicken and turkey and brown rice|dog|dry,1,51.0,hold,data/imports/category_product_sources_extract_v2.csv,black-olympus-low-grain-puppy-maxi-chicken-turkey-brown-rice-dog-dry-gr-retailer,Black Olympus,Black Olympus low grain puppy maxi chicken & turkey & brown rice 2kg,dog,dry,retailer,10,ingredient_text,5,2,yes,yes
cennamo|diamant premium κοτοπουλο γαλοπουλα για κουταβια και νεαρα σκυλια|dog|dry,1,37.0,hold,data/imports/category_product_sources_extract_v2.csv,cennamo-diamant-premium-κοτοπουλο-γαλοπουλα-για-κουταβια-και-νεαρα-σκυλια-dog-dry-gr-retailer,Cennamo,Cennamo diamant premium κοτόπουλο-γαλοπούλα για κουτάβια και νεαρά σκυλιά,dog,dry,retailer,10,ingredient_text|fat_percent,3,0,yes,yes
cennamo|diamant premium energy|dog|dry,1,29.0,hold,data/imports/category_product_sources_extract_v2.csv,cennamo-diamant-premium-energy-dog-dry-gr-retailer,Cennamo,Cennamo diamant premium energy,dog,dry,retailer,10,ingredient_text|protein_percent|fat_percent|kcal_per_100g_or_kcal_per_kg,3,0,no,yes
royal canin|digestive care|cat|dry,1,30.5,hold,data/imports/royal_canin_cat_photo_pilot_v2.csv,royal-canin-digestive-care-cat-dry-gr-photo,Royal Canin,Royal Canin Digestive Care,cat,dry,manual_photo,5,kcal_per_100g_or_kcal_per_kg,4,0,no,yes
