priority,gap_score,brand,display_name,species,format,life_stage,data_quality_status,source_priority,formula_key,missing_blockers,estimated_fields_to_replace,missing_helpful_fields,health_context,recommended_evidence,next_action,data_source_url
high,64,GranataPet,GranataPet DeliCatessen Adult Coney & Lamb 1.8kg,cat,dry,adult,needs_review,retailer,granatapet-delicatessen-adult-coney-and-lamb-cat-dry-gr-gatoskilo,,kcal_per_100g|moisture_percent,moisture_percent|sodium_percent|magnesium_percent|omega3_percent|omega6_percent|epa_percent|dha_percent|epa_dha_percent,,official_page_pdf_or_label_photo_with_energy,Do not mark as confidently recommendable until blockers or context-critical fields are resolved.,https://www.gatoskilo.gr/ksira-trofi-gatas/19363-granatapet-delicatessen-adult-coney-lamb-18kg.html
high,64,GranataPet,GranataPet DeliCatessen Adult Venison & Chicken 9kg,cat,dry,adult,needs_review,retailer,granatapet-delicatessen-adult-venison-and-chicken-cat-dry-gr-gatoskilo,,kcal_per_100g|moisture_percent,moisture_percent|sodium_percent|magnesium_percent|omega3_percent|omega6_percent|epa_percent|dha_percent|epa_dha_percent,,official_page_pdf_or_label_photo_with_energy,Do not mark as confidently recommendable until blockers or context-critical fields are resolved.,https://www.gatoskilo.gr/ksira-trofi-gatas/19369-granatapet-delicatessen-adult-venison-chicken-9kg.html
high,64,Happy Cat,Happy Cat Supreme Adult Light 10kg,cat,dry,adult,needs_review,retailer,happy-cat-supreme-adult-light-cat-dry-gr-gatoskilo,,kcal_per_100g|moisture_percent,moisture_percent|sodium_percent|magnesium_percent|epa_percent|dha_percent|epa_dha_percent,weight_control,official_page_pdf_or_label_photo_with_energy,Do not mark as confidently recommendable until blockers or context-critical fields are resolved.,https://www.gatoskilo.gr/ksira-trofi-gatas/3005-happy-cat-supreme-adult-light-10kg.html
high,64,Harper & Bone,Harper & Bone Cat Senior Sterilised Flavours Farm 2kg,cat,dry,senior,needs_review,retailer,harper-and-bone-cat-senior-sterilised-flavours-farm-cat-dry-gr-gatoskilo,,,moisture_percent|sodium_percent|magnesium_percent|epa_dha_percent,senior,official_source_or_pack_photo_to_confirm_retailer_data,Do not mark as confidently recommendable until blockers or context-critical fields are resolved.,https://www.gatoskilo.gr/ksira-trofi-gatas/22878-harper-bone-cat-senior-sterilised-flavours-farm-2kg.html
high,64,Hill's Prescription Diet,Hill's Prescription Diet Canine Metabolic Weight Management - Chicken,dog,dry,adult,needs_review,retailer,hill-s-prescription-diet-canine-metabolic-weight-management-chicken-dog-dry-eu-retailer,,kcal_per_100g,moisture_percent|sodium_percent|magnesium_percent|omega3_percent|omega6_percent|epa_percent|dha_percent|epa_dha_percent,weight_control,official_page_pdf_or_label_photo_with_energy,Do not mark as confidently recommendable until blockers or context-critical fields are resolved.,https://www.zooplus.com/shop/dogs/dry_dog_food/hills_prescription/weight_management/462898
high,64,Hill's Prescription Diet,Hill's Prescription Diet Canine Metabolic+Mobility Weight+Joint Care Chicken,dog,dry,adult,needs_review,retailer,hill-s-prescription-diet-canine-metabolic-mobility-weight-joint-care-chicken-dog-dry-eu-retailer,,kcal_per_100g,moisture_percent|sodium_percent|magnesium_percent|omega3_percent|omega6_percent|epa_percent|dha_percent|epa_dha_percent,weight_control,official_page_pdf_or_label_photo_with_energy,Do not mark as confidently recommendable until blockers or context-critical fields are resolved.,https://www.zooplus.com/shop/dogs/dry_dog_food/hills_prescription/weight_management/556480?activeVariant=556480.2
high,64,Hills,Hill's SP Adult Light Κοτόπουλο 1.5kg,cat,dry,adult,needs_review,retailer,hills-hill-s-sp-adult-light-κοτοπουλο-cat-dry-gr-gatoskilo,,,ash_percent|sodium_percent|omega3_percent|omega6_percent|epa_percent|dha_percent|epa_dha_percent,weight_control,official_source_or_pack_photo_to_confirm_retailer_data,Do not mark as confidently recommendable until blockers or context-critical fields are resolved.,https://www.gatoskilo.gr/ksira-trofi-gatas/10089-hill-s-sp-adult-light-kotopoulo-15kg.html
high,64,Hills,Hill's SP Adult Perfect Weight Large Breed Κοτόπουλο 12kg,dog,dry,adult,needs_review,retailer,hills-hill-s-sp-adult-perfect-weight-large-breed-κοτοπουλο-dog-dry-gr-gatoskilo,,,ash_percent|moisture_percent|sodium_percent|magnesium_percent|epa_percent|dha_percent|epa_dha_percent,weight_control,official_source_or_pack_photo_to_confirm_retailer_data,Do not mark as confidently recommendable until blockers or context-critical fields are resolved.,https://www.gatoskilo.gr/ksira-trofi-skyloy/10121-hill-s-sp-adult-perfect-weight-large-breed-kotopoulo-12kg.html
high,64,Royal Canin Veterinary Diet,Royal Canin Veterinary Canine Hypoallergenic Small Dog,dog,dry,adult,needs_review,retailer,royal-canin-veterinary-diet-royal-canin-veterinary-canine-hypoallergenic-small-dog-dog-dry-eu-retailer,,kcal_per_100g,moisture_percent|sodium_percent|magnesium_percent|omega3_percent|omega6_percent|epa_percent|dha_percent|epa_dha_percent,allergy,official_page_pdf_or_label_photo_with_energy,Do not mark as confidently recommendable until blockers or context-critical fields are resolved.,https://www.zooplus.com/shop/dogs/dry_dog_food/royal_canin_vet_diet/567854?activeVariant=567854.3
high,64,Whiskas,Whiskas Adult Γεμιστές Κροκέτες με Τόνο 14kg,cat,dry,adult,needs_review,retailer,whiskas-adult-γεμιστεσ-κροκετεσ-με-τονο-cat-dry-gr-gatoskilo,,kcal_per_100g|moisture_percent,moisture_percent|sodium_percent|magnesium_percent|omega3_percent|omega6_percent|epa_percent|dha_percent|epa_dha_percent,,official_page_pdf_or_label_photo_with_energy,Do not mark as confidently recommendable until blockers or context-critical fields are resolved.,https://www.gatoskilo.gr/ksira-trofi-gatas/21537-whiskas-adult-gemistes-kroketes-me-tono-14kg.html
high,62,BEWI,BEWI Adult Poultry 20kg,cat,dry,adult,needs_review,retailer,bewi-adult-poultry-cat-dry-gr-gatoskilo,phosphorus_percent,kcal_per_100g,omega3_percent|omega6_percent|epa_percent|dha_percent|epa_dha_percent,,official_page_pdf_or_label_photo_with_energy,Do not mark as confidently recommendable until blockers or context-critical fields are resolved.,https://www.gatoskilo.gr/ksira-trofi-gatas/12418-bewi-adult-poultry-20kg.html
high,62,BEWI,BEWI Crocinis 20kg,cat,dry,,needs_review,retailer,bewi-crocinis-cat-dry-gr-gatoskilo,phosphorus_percent,kcal_per_100g,omega3_percent|omega6_percent|epa_percent|dha_percent|epa_dha_percent,,official_page_pdf_or_label_photo_with_energy,Do not mark as confidently recommendable until blockers or context-critical fields are resolved.,https://www.gatoskilo.gr/ksira-trofi-gatas/12415-bewi-crocinis-20kg.html
high,62,BEWI,BEWI Delicaties Grain & Gluten Free 20kg,cat,dry,,needs_review,retailer,bewi-delicaties-grain-and-gluten-free-cat-dry-gr-gatoskilo,phosphorus_percent,kcal_per_100g,omega3_percent|omega6_percent|epa_percent|dha_percent|epa_dha_percent,,official_page_pdf_or_label_photo_with_energy,Do not mark as confidently recommendable until blockers or context-critical fields are resolved.,https://www.gatoskilo.gr/ksira-trofi-gatas/12422-bewi-delicaties-grain-gluten-free-20kg.html
high,62,ProChoice,ProChoice Pro 33 Adult Sterilised Σολομός & Γαρίδες 15kg,cat,dry,adult,needs_review,retailer,prochoice-pro-33-adult-sterilised-σολομοσ-and-γαριδεσ-cat-dry-gr-gatoskilo,phosphorus_percent,kcal_per_100g,ash_percent|sodium_percent|epa_percent|dha_percent|epa_dha_percent,,official_page_pdf_or_label_photo_with_energy,Do not mark as confidently recommendable until blockers or context-critical fields are resolved.,https://www.gatoskilo.gr/ksira-trofi-gatas/12035-prochoice-pro-33-adult-sterilised-solomos-garides-15kg.html
high,60,Brit,Brit Care Cat Kitten Grain Free Chicken & Turkey 2kg,cat,dry,kitten,needs_review,retailer,brit-care-cat-kitten-grain-free-chicken-and-turkey-cat-dry-gr-gatoskilo,,,epa_percent|dha_percent|epa_dha_percent,kitten,official_source_or_pack_photo_to_confirm_retailer_data,Do not mark as confidently recommendable until blockers or context-critical fields are resolved.,https://www.gatoskilo.gr/ksira-trofi-gatas/26636-brit-care-cat-kitten-grain-free-chicken-turkey-2kg.html
high,60,Brit,Brit Fresh Turkey Dog Senior Fit & Slim 2.5kg,dog,dry,senior,needs_review,retailer,brit-fresh-turkey-dog-senior-fit-and-slim-dog-dry-gr-gatoskilo,,,sodium_percent|magnesium_percent|epa_dha_percent,senior,official_source_or_pack_photo_to_confirm_retailer_data,Do not mark as confidently recommendable until blockers or context-critical fields are resolved.,https://www.gatoskilo.gr/ksira-trofi-skyloy/26939-brit-fresh-turkey-dog-senior-fit-slim-25kg.html
high,60,Brit,Brit Premium By Nature Cat Kitten 1.5kg,cat,dry,kitten,needs_review,retailer,brit-premium-by-nature-cat-kitten-cat-dry-gr-gatoskilo,,,epa_percent|dha_percent|epa_dha_percent,kitten,official_source_or_pack_photo_to_confirm_retailer_data,Do not mark as confidently recommendable until blockers or context-critical fields are resolved.,https://www.gatoskilo.gr/ksira-trofi-gatas/26878-brit-premium-by-nature-cat-kitten-15kg.html
high,60,Club 4 Paws,Club 4 Paws Sensitive Digestion 14kg,cat,dry,,needs_review,retailer,club-4-paws-sensitive-digestion-cat-dry-gr-gatoskilo,,,moisture_percent|sodium_percent|magnesium_percent|epa_percent|dha_percent|epa_dha_percent,sensitive_digestion,official_source_or_pack_photo_to_confirm_retailer_data,Do not mark as confidently recommendable until blockers or context-critical fields are resolved.,https://www.gatoskilo.gr/ksira-trofi-gatas/28379-club-4-paws-sensitive-digestion-14kg.html
high,60,Dr. Clauder,Dr Clauder's Hyposensitive Grain Free Duck & Potatoes 11.5kg,dog,dry,,needs_review,retailer,dr-clauder-dr-clauder-s-hyposensitive-grain-free-duck-and-potatoes-dog-dry-gr-gatoskilo,,kcal_per_100g|moisture_percent,moisture_percent|magnesium_percent|omega3_percent|omega6_percent|epa_percent|dha_percent|epa_dha_percent,,official_page_pdf_or_label_photo_with_energy,Do not mark as confidently recommendable until blockers or context-critical fields are resolved.,https://www.gatoskilo.gr/ksira-trofi-skyloy/18080-dr-clauder-s-hyposensitive-grain-free-duck-potatoes-115kg.html
high,60,Hills,Hill's PD Feline c/d Metabolic Urinary Stress 1.5kg,cat,dry,,needs_review,retailer,hills-hill-s-pd-feline-c-d-metabolic-urinary-stress-cat-dry-gr-gatoskilo,,,moisture_percent|omega3_percent|omega6_percent|epa_percent|dha_percent|epa_dha_percent,urinary,official_source_or_pack_photo_to_confirm_retailer_data,Do not mark as confidently recommendable until blockers or context-critical fields are resolved.,https://www.gatoskilo.gr/kliniki-ksiri-trofi-gatas/17726-hill-s-pd-feline-c-d-metabolic-urinary-stress-15kg.html
high,60,Josera,Josera Help Cat Gastrointestinal 2kg,cat,dry,,needs_review,retailer,josera-help-cat-gastrointestinal-cat-dry-gr-gatoskilo,,kcal_per_100g|moisture_percent,moisture_percent|sodium_percent|omega3_percent|omega6_percent|epa_percent|dha_percent|epa_dha_percent,,official_page_pdf_or_label_photo_with_energy,Do not mark as confidently recommendable until blockers or context-critical fields are resolved.,https://www.gatoskilo.gr/kliniki-ksiri-trofi-gatas/21390-josera-help-cat-gastrointestinal-2kg.html
high,60,Josera,Josera Help Cat Hypoallergenic 10kg,cat,dry,,needs_review,retailer,josera-help-cat-hypoallergenic-cat-dry-gr-gatoskilo,,kcal_per_100g|moisture_percent,moisture_percent|sodium_percent|omega3_percent|omega6_percent|epa_percent|dha_percent|epa_dha_percent,,official_page_pdf_or_label_photo_with_energy,Do not mark as confidently recommendable until blockers or context-critical fields are resolved.,https://www.gatoskilo.gr/kliniki-ksiri-trofi-gatas/21394-josera-help-cat-hypoallergenic-10kg.html
high,60,Meradog,Meradog Essential Adult Beef 12.5kg,dog,dry,adult,needs_review,retailer,meradog-essential-adult-beef-dog-dry-gr-gatoskilo,,kcal_per_100g|moisture_percent,moisture_percent|magnesium_percent|omega3_percent|omega6_percent|epa_percent|dha_percent|epa_dha_percent,,official_page_pdf_or_label_photo_with_energy,Do not mark as confidently recommendable until blockers or context-critical fields are resolved.,https://www.gatoskilo.gr/ksira-trofi-skyloy/25375-meradog-essential-adult-beef-125kg.html
high,60,Profine,Profine Cat Kitten Chicken & Rice 300gr,cat,dry,kitten,needs_review,retailer,profine-cat-kitten-chicken-and-rice-cat-dry-gr-gatoskilo,,,epa_percent|dha_percent|epa_dha_percent,kitten,official_source_or_pack_photo_to_confirm_retailer_data,Do not mark as confidently recommendable until blockers or context-critical fields are resolved.,https://www.gatoskilo.gr/ksira-trofi-gatas/7756-profine-cat-kitten-chicken-rice-300gr.html
high,60,Reflex,Reflex Plus Adult Sterilised Chicken 1.5kg,cat,dry,adult,needs_review,retailer,reflex-plus-adult-sterilised-chicken-cat-dry-gr-gatoskilo,,kcal_per_100g|moisture_percent,moisture_percent|magnesium_percent|omega3_percent|omega6_percent|epa_percent|dha_percent|epa_dha_percent,,official_page_pdf_or_label_photo_with_energy,Do not mark as confidently recommendable until blockers or context-critical fields are resolved.,https://www.gatoskilo.gr/ksira-trofi-gatas/8830-reflex-plus-adult-sterilised-chicken-15kg.html
high,60,Royal Canin,Royal Canin Vet Diet Small Dog Hypoallergenic 1kg,dog,dry,,needs_review,retailer,royal-canin-vet-diet-small-dog-hypoallergenic-dog-dry-gr-gatoskilo,,kcal_per_100g|moisture_percent,moisture_percent|sodium_percent|omega3_percent|omega6_percent|epa_percent|dha_percent|epa_dha_percent,,official_page_pdf_or_label_photo_with_energy,Do not mark as confidently recommendable until blockers or context-critical fields are resolved.,https://www.gatoskilo.gr/kliniki-ksiri-trofi-skyloy/22240-royal-canin-vet-diet-small-dog-hypoallergenic-1kg.html
high,58,Monge,Monge Cat Sterilized Chicken 1.5kg,cat,dry,,needs_review,retailer,monge-cat-sterilized-chicken-cat-dry-gr-gatoskilo,calcium_percent,,moisture_percent|omega3_percent|omega6_percent|epa_percent|dha_percent|epa_dha_percent,,official_pdf_or_label_photo_with_analytical_constituents,Do not mark as confidently recommendable until blockers or context-critical fields are resolved.,https://www.gatoskilo.gr/ksira-trofi-gatas/18614-monge-cat-sterilized-chicken-15kg.html
high,58,Monge,Monge Cat Sterilized Duck Monoprotein 1.5kg,cat,dry,,needs_review,retailer,monge-cat-sterilized-duck-monoprotein-cat-dry-gr-gatoskilo,calcium_percent,,moisture_percent|omega3_percent|omega6_percent|epa_percent|dha_percent|epa_dha_percent,,official_pdf_or_label_photo_with_analytical_constituents,Do not mark as confidently recommendable until blockers or context-critical fields are resolved.,https://www.gatoskilo.gr/ksira-trofi-gatas/22590-monge-cat-sterilized-duck-monoprotein-15kg.html
medium,56,Banters,Banters Adult Lamb & Rice 15kg,dog,dry,adult,needs_review,retailer,banters-adult-lamb-and-rice-dog-dry-gr-gatoskilo,,kcal_per_100g|moisture_percent,moisture_percent|sodium_percent|magnesium_percent|epa_percent|dha_percent|epa_dha_percent,,official_page_pdf_or_label_photo_with_energy,Replace estimated/default values when official label energy or declared ash/moisture is found.,https://www.gatoskilo.gr/ksira-trofi-skyloy/9932-banters-adult-lamb-rice-15kg.html
medium,56,Belcando,Belcando Adult Light 1kg,dog,dry,adult,needs_review,retailer,belcando-adult-light-dog-dry-gr-gatoskilo,,kcal_per_100g,magnesium_percent|omega3_percent|omega6_percent|epa_percent|dha_percent|epa_dha_percent,weight_control,official_page_pdf_or_label_photo_with_energy,Replace estimated/default values when official label energy or declared ash/moisture is found.,https://www.gatoskilo.gr/ksira-trofi-skyloy/11247-belcando-adult-light-1kg.html
medium,56,Belcando,Belcando Baseline Oldie & Light 12.5kg,dog,dry,,needs_review,retailer,belcando-baseline-oldie-and-light-dog-dry-gr-gatoskilo,,kcal_per_100g,magnesium_percent|omega3_percent|omega6_percent|epa_percent|dha_percent|epa_dha_percent,weight_control,official_page_pdf_or_label_photo_with_energy,Replace estimated/default values when official label energy or declared ash/moisture is found.,https://www.gatoskilo.gr/ksira-trofi-skyloy/24736-belcando-baseline-oldie-light-125kg.html
medium,56,Belcando,Belcando Finest Light 4kg,dog,dry,,needs_review,retailer,belcando-finest-light-dog-dry-gr-gatoskilo,,kcal_per_100g,magnesium_percent|omega3_percent|omega6_percent|epa_percent|dha_percent|epa_dha_percent,weight_control,official_page_pdf_or_label_photo_with_energy,Replace estimated/default values when official label energy or declared ash/moisture is found.,https://www.gatoskilo.gr/ksira-trofi-skyloy/11251-belcando-finest-light-4kg.html
medium,56,Cennamo,Cennamo Prestige Dog Adult Light Chicken 12kg,dog,dry,adult,needs_review,retailer,cennamo-prestige-dog-adult-light-chicken-dog-dry-gr-gatoskilo,,,moisture_percent|sodium_percent|magnesium_percent|omega3_percent|omega6_percent|epa_percent|dha_percent|epa_dha_percent,weight_control,official_source_or_pack_photo_to_confirm_retailer_data,Useful follow-up backfill; safe to keep lower priority unless this brand is commercially important.,https://www.gatoskilo.gr/ksira-trofi-skyloy/27622-cennamo-prestige-dog-adult-light-chicken-12kg.html
medium,56,Eukanuba,Eukanuba Premium Nutrition Adult Large & Giant Breed Chicken,dog,dry,adult,needs_review,retailer,eukanuba-premium-nutrition-adult-large-giant-breed-chicken-dog-dry-eu-retailer,,kcal_per_100g,moisture_percent|sodium_percent|magnesium_percent|omega3_percent|omega6_percent|epa_percent|dha_percent|epa_dha_percent,,official_page_pdf_or_label_photo_with_energy,Replace estimated/default values when official label energy or declared ash/moisture is found.,https://www.zooplus.com/shop/dogs/dry_dog_food/eukanuba/eukanuba_adult_large/2384912?activeVariant=2384912.2
medium,56,Eukanuba,Eukanuba Premium Nutrition Adult Medium Breed Chicken,dog,dry,adult,needs_review,retailer,eukanuba-premium-nutrition-adult-medium-breed-chicken-dog-dry-eu-retailer,,kcal_per_100g,moisture_percent|sodium_percent|magnesium_percent|omega3_percent|omega6_percent|epa_percent|dha_percent|epa_dha_percent,,official_page_pdf_or_label_photo_with_energy,Replace estimated/default values when official label energy or declared ash/moisture is found.,https://www.zooplus.com/shop/dogs/dry_dog_food/eukanuba/adult/2393421
medium,56,Happy Cat,Happy Cat Minkas Sterilised 1.5kg,cat,dry,adult,needs_review,retailer,happy-cat-minkas-sterilised-cat-dry-gr-gatoskilo,,kcal_per_100g|moisture_percent,moisture_percent|sodium_percent|magnesium_percent|epa_percent|dha_percent|epa_dha_percent,,official_page_pdf_or_label_photo_with_energy,Replace estimated/default values when official label energy or declared ash/moisture is found.,https://www.gatoskilo.gr/ksira-trofi-gatas/4445-happy-cat-minkas-sterilised-15kg.html
medium,56,Happy Cat,Happy Cat Vet Diet Intestinal 4kg,cat,dry,,needs_review,retailer,happy-cat-vet-diet-intestinal-cat-dry-gr-gatoskilo,,kcal_per_100g|moisture_percent,moisture_percent|omega3_percent|omega6_percent|epa_percent|dha_percent|epa_dha_percent,,official_page_pdf_or_label_photo_with_energy,Replace estimated/default values when official label energy or declared ash/moisture is found.,https://www.gatoskilo.gr/kliniki-ksiri-trofi-gatas/20021-happy-cat-vet-diet-intestinal-4kg.html
medium,56,Happy Dog,Happy Dog Fit & Vital Adult Mini 10kg,dog,dry,adult,needs_review,retailer,happy-dog-fit-and-vital-adult-mini-dog-dry-gr-gatoskilo,,kcal_per_100g|moisture_percent,moisture_percent|sodium_percent|magnesium_percent|epa_percent|dha_percent|epa_dha_percent,,official_page_pdf_or_label_photo_with_energy,Replace estimated/default values when official label energy or declared ash/moisture is found.,https://www.gatoskilo.gr/ksira-trofi-skyloy/23058-happy-dog-fit-vital-adult-mini-10kg.html
medium,56,Happy Dog,Happy Dog Karibik 11kg,dog,dry,,needs_review,retailer,happy-dog-karibik-dog-dry-gr-gatoskilo,,kcal_per_100g|moisture_percent,moisture_percent|sodium_percent|magnesium_percent|epa_percent|dha_percent|epa_dha_percent,,official_page_pdf_or_label_photo_with_energy,Replace estimated/default values when official label energy or declared ash/moisture is found.,https://www.gatoskilo.gr/ksira-trofi-skyloy/21046-happy-dog-karibik-11kg.html
medium,56,Happy Dog,Happy Dog Mini Neuseeland 10kg,dog,dry,,needs_review,retailer,happy-dog-mini-neuseeland-dog-dry-gr-gatoskilo,,kcal_per_100g|moisture_percent,moisture_percent|sodium_percent|magnesium_percent|epa_percent|dha_percent|epa_dha_percent,,official_page_pdf_or_label_photo_with_energy,Replace estimated/default values when official label energy or declared ash/moisture is found.,https://www.gatoskilo.gr/ksira-trofi-skyloy/23167-happy-dog-mini-neuseeland-10kg.html
medium,56,Happy Dog,Happy Dog NaturCroq Lamb & Rice 11kg,dog,dry,,needs_review,retailer,happy-dog-naturcroq-lamb-and-rice-dog-dry-gr-gatoskilo,,kcal_per_100g|moisture_percent,moisture_percent|sodium_percent|magnesium_percent|epa_percent|dha_percent|epa_dha_percent,,official_page_pdf_or_label_photo_with_energy,Replace estimated/default values when official label energy or declared ash/moisture is found.,https://www.gatoskilo.gr/ksira-trofi-skyloy/20014-happy-dog-naturcroq-lamb-rice-11kg.html
medium,56,Happy Dog,Happy Dog Neuseeland 12.5kg,dog,dry,,needs_review,retailer,happy-dog-neuseeland-dog-dry-gr-gatoskilo,,kcal_per_100g|moisture_percent,moisture_percent|sodium_percent|magnesium_percent|epa_percent|dha_percent|epa_dha_percent,,official_page_pdf_or_label_photo_with_energy,Replace estimated/default values when official label energy or declared ash/moisture is found.,https://www.gatoskilo.gr/ksira-trofi-skyloy/3183-happy-dog-neuseeland-125kg.html
medium,56,Hill's Prescription Diet,Hill's Prescription Diet w/d Diabetes Care - Chicken,dog,dry,adult,needs_review,retailer,hill-s-prescription-diet-w-d-diabetes-care-chicken-dog-dry-eu-retailer,,kcal_per_100g,moisture_percent|sodium_percent|magnesium_percent|omega3_percent|omega6_percent|epa_percent|dha_percent|epa_dha_percent,,official_page_pdf_or_label_photo_with_energy,Replace estimated/default values when official label energy or declared ash/moisture is found.,https://www.zooplus.com/shop/dogs/dry_dog_food/hills_prescription/diabetes/408219?activeVariant=408219.6
medium,56,Hill's Prescription Diet,Hill's Prescription Diet z/d Food Sensitivities,dog,dry,adult,needs_review,retailer,hill-s-prescription-diet-z-d-food-sensitivities-dog-dry-eu-retailer,,kcal_per_100g,moisture_percent|sodium_percent|magnesium_percent|omega3_percent|omega6_percent|epa_percent|dha_percent|epa_dha_percent,,official_page_pdf_or_label_photo_with_energy,Replace estimated/default values when official label energy or declared ash/moisture is found.,https://www.zooplus.com/shop/dogs/dry_dog_food/hills_prescription/allergies_intolerances/466931
medium,56,Hill's Science Plan,Hill's Science Plan Adult 1-5 Large with Chicken,dog,dry,adult,needs_review,retailer,hill-s-science-plan-adult-1-5-large-with-chicken-dog-dry-eu-retailer,,kcal_per_100g,moisture_percent|sodium_percent|magnesium_percent|omega3_percent|omega6_percent|epa_percent|dha_percent|epa_dha_percent,,official_page_pdf_or_label_photo_with_energy,Replace estimated/default values when official label energy or declared ash/moisture is found.,https://www.zooplus.com/shop/dogs/dry_dog_food/hills_science_plan/hills_adult_large/128116
medium,56,Hill's Science Plan,Hill’s Science Plan Adult 1-6 Medium with Chicken,dog,dry,adult,needs_review,retailer,hill-s-science-plan-hill-s-science-plan-adult-1-6-medium-with-chicken-dog-dry-eu-retailer,,kcal_per_100g,moisture_percent|sodium_percent|magnesium_percent|omega3_percent|omega6_percent|epa_percent|dha_percent|epa_dha_percent,,official_page_pdf_or_label_photo_with_energy,Replace estimated/default values when official label energy or declared ash/moisture is found.,https://www.zooplus.com/shop/dogs/dry_dog_food/hills_science_plan/adult/128123
medium,56,Hill's Science Plan,Hill’s Science Plan Mature Adult 6+ Large with Chicken,dog,dry,adult,needs_review,retailer,hill-s-science-plan-hill-s-science-plan-mature-adult-6-large-with-chicken-dog-dry-eu-retailer,,kcal_per_100g,moisture_percent|sodium_percent|magnesium_percent|omega3_percent|omega6_percent|epa_percent|dha_percent|epa_dha_percent,,official_page_pdf_or_label_photo_with_energy,Replace estimated/default values when official label energy or declared ash/moisture is found.,https://www.zooplus.com/shop/dogs/dry_dog_food/hills_science_plan/senior/128161
medium,56,Hills,Hill's PD Canine i/d Low Fat Active Biome+ 12kg,dog,dry,,needs_review,retailer,hills-hill-s-pd-canine-i-d-low-fat-active-biome-dog-dry-gr-gatoskilo,,kcal_per_100g|moisture_percent,moisture_percent|omega3_percent|omega6_percent|epa_percent|dha_percent|epa_dha_percent,,official_page_pdf_or_label_photo_with_energy,Replace estimated/default values when official label energy or declared ash/moisture is found.,https://www.gatoskilo.gr/kliniki-ksiri-trofi-skyloy/17844-hill-s-pd-canine-i-d-low-fat-active-biome-12kg.html
medium,56,Hills,Hill's PD Canine i/d Sensitive Active Biome+ 12kg,dog,dry,,needs_review,retailer,hills-hill-s-pd-canine-i-d-sensitive-active-biome-dog-dry-gr-gatoskilo,,kcal_per_100g|moisture_percent,moisture_percent|omega3_percent|omega6_percent|epa_percent|dha_percent|epa_dha_percent,,official_page_pdf_or_label_photo_with_energy,Replace estimated/default values when official label energy or declared ash/moisture is found.,https://www.gatoskilo.gr/kliniki-ksiri-trofi-skyloy/16502-hill-s-pd-canine-i-d-sensitive-active-biome-12kg.html
medium,56,Hills,Hill's PD Canine j/d Joint Care με Κοτόπουλο 1.5kg,dog,dry,,needs_review,retailer,hills-hill-s-pd-canine-j-d-joint-care-με-κοτοπουλο-dog-dry-gr-gatoskilo,,kcal_per_100g|moisture_percent,moisture_percent|omega3_percent|omega6_percent|epa_percent|dha_percent|epa_dha_percent,,official_page_pdf_or_label_photo_with_energy,Replace estimated/default values when official label energy or declared ash/moisture is found.,https://www.gatoskilo.gr/kliniki-ksiri-trofi-skyloy/19862-hill-s-pd-canine-j-d-joint-care-me-kotopoulo-15kg.html
medium,56,Hills,Hill's PD Canine Mini Gastrointestinal Biome με Κοτόπουλο 1kg,dog,dry,,needs_review,retailer,hills-hill-s-pd-canine-mini-gastrointestinal-biome-με-κοτοπουλο-dog-dry-gr-gatoskilo,,kcal_per_100g|moisture_percent,moisture_percent|omega3_percent|omega6_percent|epa_percent|dha_percent|epa_dha_percent,,official_page_pdf_or_label_photo_with_energy,Replace estimated/default values when official label energy or declared ash/moisture is found.,https://www.gatoskilo.gr/kliniki-ksiri-trofi-skyloy/27320-hill-s-pd-canine-mini-gastrointestinal-biome-me-kotopoulo-1kg.html
medium,56,Hills,Hill's PD Canine On Care 1.5kg,dog,dry,,needs_review,retailer,hills-hill-s-pd-canine-on-care-dog-dry-gr-gatoskilo,,kcal_per_100g|moisture_percent,moisture_percent|omega3_percent|omega6_percent|epa_percent|dha_percent|epa_dha_percent,,official_page_pdf_or_label_photo_with_energy,Replace estimated/default values when official label energy or declared ash/moisture is found.,https://www.gatoskilo.gr/kliniki-ksiri-trofi-skyloy/26151-hill-s-pd-canine-on-care-15kg.html
medium,56,Hills,Hill's PD Feline Gastrointestinal Biome με Κοτόπουλο 1.5kg,cat,dry,,needs_review,retailer,hills-hill-s-pd-feline-gastrointestinal-biome-με-κοτοπουλο-cat-dry-gr-gatoskilo,,kcal_per_100g|moisture_percent,moisture_percent|omega3_percent|omega6_percent|epa_percent|dha_percent|epa_dha_percent,,official_page_pdf_or_label_photo_with_energy,Replace estimated/default values when official label energy or declared ash/moisture is found.,https://www.gatoskilo.gr/kliniki-ksiri-trofi-gatas/16541-hill-s-pd-feline-gastrointestinal-biome-me-kotopoulo-15kg.html
medium,56,Hills,Hill's PD Feline i/d Digestive Care Active Biome+ με Κοτόπουλο 3kg,cat,dry,adult,needs_review,retailer,hills-hill-s-pd-feline-i-d-digestive-care-active-biome-με-κοτοπουλο-cat-dry-gr-gatoskilo,,kcal_per_100g|moisture_percent,moisture_percent|omega3_percent|omega6_percent|epa_percent|dha_percent|epa_dha_percent,,official_page_pdf_or_label_photo_with_energy,Replace estimated/default values when official label energy or declared ash/moisture is found.,https://www.gatoskilo.gr/kliniki-ksiri-trofi-gatas/27324-hill-s-pd-feline-i-d-digestive-care-active-biome-me-kotopoulo-3kg.html
