priority,gap_score,brand,display_name,species,format,life_stage,data_quality_status,source_priority,formula_key,missing_blockers,estimated_fields_to_replace,missing_helpful_fields,health_context,recommended_evidence,next_action,data_source_url
high,164,Fish4Dogs,Fish4dogs Finest Salmon Senior Small 6kg,dog,dry,senior,needs_review,retailer,fish4dogs-finest-salmon-senior-small-dog-dry-gr-gatoskilo,calcium_percent|phosphorus_percent,kcal_per_100g|moisture_percent,moisture_percent|sodium_percent|magnesium_percent|omega6_percent|epa_percent|dha_percent|epa_dha_percent,senior,official_page_pdf_or_label_photo_with_energy,Do not mark as confidently recommendable until blockers or context-critical fields are resolved.,https://www.gatoskilo.gr/ksira-trofi-skyloy/20683-fish4dogs-finest-salmon-senior-small-6kg.html
high,156,Reflex,Reflex Plus Kitten Chicken 1.5kg,cat,dry,kitten,needs_review,retailer,reflex-plus-kitten-chicken-cat-dry-gr-gatoskilo,calcium_percent|phosphorus_percent,kcal_per_100g|moisture_percent,moisture_percent|sodium_percent|magnesium_percent|omega3_percent|omega6_percent|epa_percent|dha_percent|epa_dha_percent,kitten,official_page_pdf_or_label_photo_with_energy,Do not mark as confidently recommendable until blockers or context-critical fields are resolved.,https://www.gatoskilo.gr/ksira-trofi-gatas/8821-reflex-plus-kitten-chicken-15kg.html
high,156,Reflex,Reflex Plus Medium / Large Junior Lamb 12kg,dog,dry,puppy,needs_review,retailer,reflex-plus-medium-large-junior-lamb-dog-dry-gr-gatoskilo,calcium_percent|phosphorus_percent,kcal_per_100g|moisture_percent,moisture_percent|sodium_percent|magnesium_percent|omega3_percent|omega6_percent|epa_percent|dha_percent|epa_dha_percent,puppy,official_page_pdf_or_label_photo_with_energy,Do not mark as confidently recommendable until blockers or context-critical fields are resolved.,https://www.gatoskilo.gr/ksira-trofi-skyloy/30055-reflex-plus-medium-large-junior-lamb-12kg.html
high,156,Tonus Dog Chow,Tonus Dog Chow Puppy Κοτόπουλο 2.5kg,dog,dry,puppy,needs_review,retailer,tonus-dog-chow-puppy-κοτοπουλο-dog-dry-gr-gatoskilo,calcium_percent|phosphorus_percent,kcal_per_100g|moisture_percent,moisture_percent|sodium_percent|magnesium_percent|omega3_percent|omega6_percent|epa_percent|dha_percent|epa_dha_percent,puppy,official_page_pdf_or_label_photo_with_energy,Do not mark as confidently recommendable until blockers or context-critical fields are resolved.,https://www.gatoskilo.gr/ksira-trofi-skyloy/10428-tonus-dog-chow-puppy-kotopoulo-25kg.html
high,156,Trendline,Trendline Kitten Chicken 15kg,cat,dry,kitten,needs_review,retailer,trendline-kitten-chicken-cat-dry-gr-gatoskilo,calcium_percent|phosphorus_percent,kcal_per_100g|moisture_percent,moisture_percent|sodium_percent|magnesium_percent|omega3_percent|omega6_percent|epa_percent|dha_percent|epa_dha_percent,kitten,official_page_pdf_or_label_photo_with_energy,Do not mark as confidently recommendable until blockers or context-critical fields are resolved.,https://www.gatoskilo.gr/ksira-trofi-gatas/19500-trendline-kitten-chicken-15kg.html
high,146,Josera,Josera LOOPIES WITH BEEF,dog,dry,senior,needs_review,official,josera-loopies-with-beef-dog-dry-eu-official,calcium_percent|phosphorus_percent,,moisture_percent|sodium_percent|magnesium_percent|omega3_percent|omega6_percent|epa_percent|dha_percent|epa_dha_percent,senior,official_pdf_or_label_photo_with_analytical_constituents,Do not mark as confidently recommendable until blockers or context-critical fields are resolved.,https://josera.com/en/product/loopies-beef
high,146,Josera,Josera LOOPIES WITH LAMB,dog,dry,senior,needs_review,official,josera-loopies-with-lamb-dog-dry-eu-official,calcium_percent|phosphorus_percent,,moisture_percent|sodium_percent|magnesium_percent|omega3_percent|omega6_percent|epa_percent|dha_percent|epa_dha_percent,senior,official_pdf_or_label_photo_with_analytical_constituents,Do not mark as confidently recommendable until blockers or context-critical fields are resolved.,https://josera.com/en/product/loopies-lamb
high,146,Josera,Josera LOOPIES WITH POULTRY,dog,dry,senior,needs_review,official,josera-loopies-with-poultry-dog-dry-eu-official,calcium_percent|phosphorus_percent,,moisture_percent|sodium_percent|magnesium_percent|omega3_percent|omega6_percent|epa_percent|dha_percent|epa_dha_percent,senior,official_pdf_or_label_photo_with_analytical_constituents,Do not mark as confidently recommendable until blockers or context-critical fields are resolved.,https://josera.com/en/product/loopies-poultry
high,144,Reflex,Reflex Plus Breed Pomeranian Puppy Hypoallergenic 1.5kg,dog,dry,puppy,needs_review,retailer,reflex-plus-breed-pomeranian-puppy-hypoallergenic-dog-dry-gr-gatoskilo,calcium_percent|phosphorus_percent,kcal_per_100g,sodium_percent|magnesium_percent|omega3_percent|omega6_percent|epa_percent|dha_percent|epa_dha_percent,puppy,official_page_pdf_or_label_photo_with_energy,Do not mark as confidently recommendable until blockers or context-critical fields are resolved.,https://www.gatoskilo.gr/ksira-trofi-skyloy/28834-reflex-plus-breed-pomeranian-puppy-hypoallergenic-15kg.html
high,144,Reflex,Reflex Plus Breed Poodle Puppy Hypoallergenic 1.5kg,dog,dry,puppy,needs_review,retailer,reflex-plus-breed-poodle-puppy-hypoallergenic-dog-dry-gr-gatoskilo,calcium_percent|phosphorus_percent,kcal_per_100g,sodium_percent|magnesium_percent|omega3_percent|omega6_percent|epa_percent|dha_percent|epa_dha_percent,puppy,official_page_pdf_or_label_photo_with_energy,Do not mark as confidently recommendable until blockers or context-critical fields are resolved.,https://www.gatoskilo.gr/ksira-trofi-skyloy/28913-reflex-plus-breed-poodle-puppy-hypoallergenic-15kg.html
high,140,Ambrosia,"Ambrosia Mediterranean Diet Grain Free Puppy Fresh Sardine & Herring 1,5kg",dog,dry,puppy,needs_review,retailer,ambrosia-mediterranean-diet-grain-free-puppy-fresh-sardine-herring-dog-dry-gr-retailer,calcium_percent|phosphorus_percent,,ash_percent|sodium_percent|magnesium_percent|omega3_percent|omega6_percent|epa_percent|dha_percent|epa_dha_percent,puppy,official_pdf_or_label_photo_with_analytical_constituents,Do not mark as confidently recommendable until blockers or context-critical fields are resolved.,https://www.petsamolis.gr/skylos/trofes-skylon/xira-trofi-skylou/super-premium-skylon/ambrosiamediterraneandietgrainfreepuppyfreshsardineandherring2062912
high,140,Royal Canin,Royal Canin Vet Diet Dog Urinary UC Low P 2kg,dog,dry,,needs_review,retailer,royal-canin-vet-diet-dog-urinary-uc-low-p-dog-dry-gr-gatoskilo,calcium_percent|phosphorus_percent,kcal_per_100g|moisture_percent,moisture_percent|magnesium_percent|omega3_percent|omega6_percent|epa_percent|dha_percent|epa_dha_percent,urinary,official_page_pdf_or_label_photo_with_energy,Do not mark as confidently recommendable until blockers or context-critical fields are resolved.,https://www.gatoskilo.gr/kliniki-ksiri-trofi-skyloy/22296-royal-canin-vet-diet-dog-urinary-uc-low-p-2kg.html
high,132,Brekkies,Brekkies Cat Adult Special Care Urinary 20kg,cat,dry,adult,needs_review,retailer,brekkies-cat-adult-special-care-urinary-cat-dry-gr-gatoskilo,calcium_percent|phosphorus_percent,kcal_per_100g|moisture_percent,moisture_percent|sodium_percent|epa_percent|dha_percent|epa_dha_percent,urinary,official_page_pdf_or_label_photo_with_energy,Do not mark as confidently recommendable until blockers or context-critical fields are resolved.,https://www.gatoskilo.gr/ksira-trofi-gatas/13432-brekkies-cat-adult-special-care-urinary-20kg.html
high,122,Dr. Clauder,Dr Clauder's High Premium Cat Sterilised/Senior/Light 10kg,cat,dry,senior,needs_review,retailer,dr-clauder-dr-clauder-s-high-premium-cat-sterilised-senior-light-cat-dry-gr-gatoskilo,calcium_percent,kcal_per_100g|moisture_percent,moisture_percent|magnesium_percent|omega3_percent|omega6_percent|epa_percent|dha_percent|epa_dha_percent,weight_control|senior,official_page_pdf_or_label_photo_with_energy,Do not mark as confidently recommendable until blockers or context-critical fields are resolved.,https://www.gatoskilo.gr/ksira-trofi-gatas/18108-dr-clauder-s-high-premium-cat-sterilised-senior-light-10kg.html
high,120,Royal Canin,Royal Canin Maxi Puppy 3kg,dog,dry,puppy,needs_review,retailer,royal-canin-maxi-puppy-dog-dry-gr-gatoskilo,calcium_percent|phosphorus_percent,,moisture_percent|sodium_percent|magnesium_percent|omega6_percent|epa_percent|epa_dha_percent,puppy,official_pdf_or_label_photo_with_analytical_constituents,Do not mark as confidently recommendable until blockers or context-critical fields are resolved.,https://www.gatoskilo.gr/ksira-trofi-skyloy/29523-royal-canin-maxi-puppy-3kg.html
high,120,Royal Canin,Royal Canin Medium Puppy 3kg,dog,dry,puppy,needs_review,retailer,royal-canin-medium-puppy-dog-dry-gr-gatoskilo,calcium_percent|phosphorus_percent,,moisture_percent|sodium_percent|magnesium_percent|omega6_percent|epa_percent|epa_dha_percent,puppy,official_pdf_or_label_photo_with_analytical_constituents,Do not mark as confidently recommendable until blockers or context-critical fields are resolved.,https://www.gatoskilo.gr/ksira-trofi-skyloy/29518-royal-canin-medium-puppy-3kg.html
high,116,Josera,Josera Help Cat Renal 2kg,cat,dry,,needs_review,retailer,josera-help-cat-renal-cat-dry-gr-gatoskilo,,kcal_per_100g|moisture_percent,moisture_percent|sodium_percent|omega3_percent|omega6_percent|epa_percent|dha_percent|epa_dha_percent,renal,official_page_pdf_or_label_photo_with_energy,Do not mark as confidently recommendable until blockers or context-critical fields are resolved.,https://www.gatoskilo.gr/kliniki-ksiri-trofi-gatas/21387-josera-help-cat-renal-2kg.html
high,114,Royal Canin,Royal Canin Vet Diet Puppy GastroIntestinal 1kg,dog,dry,puppy,needs_review,retailer,royal-canin-vet-diet-puppy-gastrointestinal-dog-dry-gr-gatoskilo,phosphorus_percent,kcal_per_100g|moisture_percent,moisture_percent|magnesium_percent|epa_percent|dha_percent|epa_dha_percent,puppy,official_page_pdf_or_label_photo_with_energy,Do not mark as confidently recommendable until blockers or context-critical fields are resolved.,https://www.gatoskilo.gr/kliniki-ksiri-trofi-skyloy/22255-royal-canin-vet-diet-puppy-gastrointestinal-1kg.html
high,112,Burns,Burns Adult & Senior Sensitive Duck & Potato,dog,dry,senior,needs_review,retailer,burns-adult-senior-sensitive-duck-potato-dog-dry-eu-retailer,,kcal_per_100g,moisture_percent|sodium_percent|magnesium_percent|omega3_percent|omega6_percent|epa_percent|dha_percent|epa_dha_percent,senior,official_page_pdf_or_label_photo_with_energy,Do not mark as confidently recommendable until blockers or context-critical fields are resolved.,https://www.zooplus.com/shop/dogs/dry_dog_food/burns/burns_adult/2277054
high,112,Happy Dog,Happy Dog Fit & Vital Mini Senior 4kg,dog,dry,senior,needs_review,retailer,happy-dog-fit-and-vital-mini-senior-dog-dry-gr-gatoskilo,,kcal_per_100g|moisture_percent,moisture_percent|sodium_percent|magnesium_percent|epa_percent|dha_percent|epa_dha_percent,senior,official_page_pdf_or_label_photo_with_energy,Do not mark as confidently recommendable until blockers or context-critical fields are resolved.,https://www.gatoskilo.gr/ksira-trofi-skyloy/25091-happy-dog-fit-vital-mini-senior-4kg.html
high,112,Happy Dog,Happy Dog NaturCroq Senior 11kg,dog,dry,senior,needs_review,retailer,happy-dog-naturcroq-senior-dog-dry-gr-gatoskilo,,kcal_per_100g|moisture_percent,moisture_percent|sodium_percent|magnesium_percent|epa_percent|dha_percent|epa_dha_percent,senior,official_page_pdf_or_label_photo_with_energy,Do not mark as confidently recommendable until blockers or context-critical fields are resolved.,https://www.gatoskilo.gr/ksira-trofi-skyloy/20018-happy-dog-naturcroq-senior-11kg.html
high,112,Happy Dog,Happy Dog Senior 12kg,dog,dry,senior,needs_review,retailer,happy-dog-senior-dog-dry-gr-gatoskilo,,kcal_per_100g|moisture_percent,moisture_percent|sodium_percent|magnesium_percent|epa_percent|dha_percent|epa_dha_percent,senior,official_page_pdf_or_label_photo_with_energy,Do not mark as confidently recommendable until blockers or context-critical fields are resolved.,https://www.gatoskilo.gr/ksira-trofi-skyloy/17824-happy-dog-senior-12kg.html
high,112,Royal Canin Veterinary Diet,Royal Canin Veterinary Canine Gastrointestinal Low Fat,dog,dry,adult,needs_review,retailer,royal-canin-veterinary-diet-royal-canin-veterinary-canine-gastrointestinal-low-fat-dog-dry-eu-retailer,calcium_percent|phosphorus_percent,kcal_per_100g,moisture_percent|sodium_percent|magnesium_percent|omega3_percent|omega6_percent|epa_percent|dha_percent|epa_dha_percent,gi_support,official_page_pdf_or_label_photo_with_energy,Do not mark as confidently recommendable until blockers or context-critical fields are resolved.,https://www.zooplus.com/shop/dogs/dry_dog_food/royal_canin_vet_diet/567604
high,112,Royal Canin Veterinary Diet,Royal Canin Veterinary Dog - Gastrointestinal,dog,dry,adult,needs_review,retailer,royal-canin-veterinary-diet-royal-canin-veterinary-dog-gastrointestinal-dog-dry-eu-retailer,calcium_percent|phosphorus_percent,kcal_per_100g,moisture_percent|sodium_percent|magnesium_percent|omega3_percent|omega6_percent|epa_percent|dha_percent|epa_dha_percent,gi_support,official_page_pdf_or_label_photo_with_energy,Do not mark as confidently recommendable until blockers or context-critical fields are resolved.,https://www.zooplus.com/shop/dogs/dry_dog_food/royal_canin_vet_diet/313819?activeVariant=313819.9
high,110,Happy Cat,Happy Cat Minkas Junior Care 1.5kg,cat,dry,kitten,needs_review,retailer,happy-cat-minkas-junior-care-cat-dry-gr-gatoskilo,phosphorus_percent,kcal_per_100g|moisture_percent,moisture_percent|epa_percent|dha_percent|epa_dha_percent,kitten,official_page_pdf_or_label_photo_with_energy,Do not mark as confidently recommendable until blockers or context-critical fields are resolved.,https://www.gatoskilo.gr/ksira-trofi-gatas/7697-happy-cat-minkas-junior-care-15kg.html
high,108,Tonus Dog Chow,Tonus Dog Chow Light Γαλοπούλα 2.5kg,dog,dry,,needs_review,retailer,tonus-dog-chow-light-γαλοπουλα-dog-dry-gr-gatoskilo,calcium_percent|phosphorus_percent,kcal_per_100g|moisture_percent,moisture_percent|sodium_percent|magnesium_percent|omega3_percent|omega6_percent|epa_percent|dha_percent|epa_dha_percent,weight_control,official_page_pdf_or_label_photo_with_energy,Do not mark as confidently recommendable until blockers or context-critical fields are resolved.,https://www.gatoskilo.gr/ksira-trofi-skyloy/10435-tonus-dog-chow-light-galopoula-25kg.html
high,106,Royal Canin,Royal Canin Vet Diet Small Dog Renal 1.5kg,dog,dry,,needs_review,retailer,royal-canin-vet-diet-small-dog-renal-dog-dry-gr-gatoskilo,calcium_percent,kcal_per_100g|moisture_percent,moisture_percent|magnesium_percent|omega3_percent|omega6_percent|epa_percent|dha_percent,renal,official_page_pdf_or_label_photo_with_energy,Do not mark as confidently recommendable until blockers or context-critical fields are resolved.,https://www.gatoskilo.gr/kliniki-ksiri-trofi-skyloy/22271-royal-canin-vet-diet-small-dog-renal-15kg.html
high,104,Bozita,Bozita Cat Senior 8+ Salmon 2kg,cat,dry,senior,needs_review,retailer,bozita-cat-senior-8-salmon-cat-dry-gr-gatoskilo,,kcal_per_100g,sodium_percent|omega3_percent|omega6_percent|epa_percent|dha_percent|epa_dha_percent,senior,official_page_pdf_or_label_photo_with_energy,Do not mark as confidently recommendable until blockers or context-critical fields are resolved.,https://www.gatoskilo.gr/ksira-trofi-gatas/23581-bozita-cat-senior-8-salmon-2kg.html
high,104,Dr. Clauder,Dr Clauder's Best Choice Senior/Light 350gr,dog,dry,senior,needs_review,retailer,dr-clauder-dr-clauder-s-best-choice-senior-light-dog-dry-gr-gatoskilo,,kcal_per_100g|moisture_percent,moisture_percent|magnesium_percent|omega3_percent|omega6_percent|epa_percent|dha_percent|epa_dha_percent,weight_control|senior,official_page_pdf_or_label_photo_with_energy,Do not mark as confidently recommendable until blockers or context-critical fields are resolved.,https://www.gatoskilo.gr/ksira-trofi-skyloy/28479-dr-clauder-s-best-choice-senior-light-350gr.html
high,104,Happy Cat,Happy Cat Vet Diet Renal 1kg,cat,dry,,needs_review,retailer,happy-cat-vet-diet-renal-cat-dry-gr-gatoskilo,,kcal_per_100g|moisture_percent,moisture_percent|magnesium_percent|omega3_percent|omega6_percent|epa_percent|dha_percent|epa_dha_percent,renal,official_page_pdf_or_label_photo_with_energy,Do not mark as confidently recommendable until blockers or context-critical fields are resolved.,https://www.gatoskilo.gr/kliniki-ksiri-trofi-gatas/20022-happy-cat-vet-diet-renal-1kg.html
high,100,Barking Heads,Barking Heads Fat Dog Slim Chicken 12kg,dog,dry,,needs_review,retailer,barking-heads-fat-dog-slim-chicken-dog-dry-gr-gatoskilo,calcium_percent|phosphorus_percent,kcal_per_100g|moisture_percent,moisture_percent|sodium_percent|magnesium_percent|omega3_percent|omega6_percent|epa_percent|dha_percent|epa_dha_percent,,official_page_pdf_or_label_photo_with_energy,Do not mark as confidently recommendable until blockers or context-critical fields are resolved.,https://www.gatoskilo.gr/ksira-trofi-skyloy/25400-barking-heads-fat-dog-slim-chicken-12kg.html
high,100,Canagan,Canagan Light/Senior/Sterilised for Cats 1.5kg,cat,dry,senior,needs_review,retailer,canagan-light-senior-sterilised-for-cats-cat-dry-gr-gatoskilo,,kcal_per_100g,sodium_percent|magnesium_percent|epa_percent|dha_percent|epa_dha_percent,weight_control|senior,official_page_pdf_or_label_photo_with_energy,Do not mark as confidently recommendable until blockers or context-critical fields are resolved.,https://www.gatoskilo.gr/ksira-trofi-gatas/4788-canagan-light-senior-sterilised-for-cats-15kg.html
high,100,Cennamo,Cennamo Diamant Cat Star Sterilised 1.5kg,cat,dry,adult,needs_review,retailer,cennamo-diamant-cat-star-sterilised-cat-dry-gr-gatoskilo,calcium_percent|phosphorus_percent,kcal_per_100g|moisture_percent,moisture_percent|sodium_percent|magnesium_percent|omega3_percent|omega6_percent|epa_percent|dha_percent|epa_dha_percent,,official_page_pdf_or_label_photo_with_energy,Do not mark as confidently recommendable until blockers or context-critical fields are resolved.,https://www.gatoskilo.gr/ksira-trofi-gatas/28472-cennamo-diamant-cat-star-sterilised-15kg.html
high,100,Enjoy,Enjoy Adult Cat Κοτόπουλο 15kg,cat,dry,adult,needs_review,retailer,enjoy-adult-cat-κοτοπουλο-cat-dry-gr-gatoskilo,calcium_percent|phosphorus_percent,kcal_per_100g|moisture_percent,moisture_percent|sodium_percent|magnesium_percent|omega3_percent|omega6_percent|epa_percent|dha_percent|epa_dha_percent,,official_page_pdf_or_label_photo_with_energy,Do not mark as confidently recommendable until blockers or context-critical fields are resolved.,https://www.gatoskilo.gr/ksira-trofi-gatas/19498-enjoy-adult-cat-kotopoulo-15kg.html
high,100,Enjoy,Enjoy Adult Cat Multicolour Κοτόπουλο 15kg,cat,dry,adult,needs_review,retailer,enjoy-adult-cat-multicolour-κοτοπουλο-cat-dry-gr-gatoskilo,calcium_percent|phosphorus_percent,kcal_per_100g|moisture_percent,moisture_percent|sodium_percent|magnesium_percent|omega3_percent|omega6_percent|epa_percent|dha_percent|epa_dha_percent,,official_page_pdf_or_label_photo_with_energy,Do not mark as confidently recommendable until blockers or context-critical fields are resolved.,https://www.gatoskilo.gr/ksira-trofi-gatas/19499-enjoy-adult-cat-multicolour-kotopoulo-15kg.html
high,100,Hill's Prescription Diet,Hill's Prescription Diet Canine c/d Multicare Urinary Care - Chicken,dog,dry,adult,needs_review,retailer,hill-s-prescription-diet-canine-c-d-multicare-urinary-care-chicken-dog-dry-eu-retailer,,kcal_per_100g,moisture_percent|sodium_percent|magnesium_percent|omega3_percent|omega6_percent|epa_percent|dha_percent|epa_dha_percent,urinary,official_page_pdf_or_label_photo_with_energy,Do not mark as confidently recommendable until blockers or context-critical fields are resolved.,https://www.zooplus.com/shop/dogs/dry_dog_food/hills_prescription/urinary/344103?activeVariant=344103.3
high,100,Pedigree,Pedigree Adult Μοσχάρι & Λαχανικά 1.4kg,dog,dry,adult,needs_review,retailer,pedigree-adult-μοσχαρι-and-λαχανικα-dog-dry-gr-gatoskilo,calcium_percent|phosphorus_percent,kcal_per_100g|moisture_percent,moisture_percent|sodium_percent|magnesium_percent|omega3_percent|omega6_percent|epa_percent|dha_percent|epa_dha_percent,,official_page_pdf_or_label_photo_with_energy,Do not mark as confidently recommendable until blockers or context-critical fields are resolved.,https://www.gatoskilo.gr/ksira-trofi-skyloy/25482-pedigree-adult-mosxari-laxanika-14kg.html
high,100,Pedigree,Pedigree Adult Mini Μοσχάρι & Λαχανικά 1.4kg,dog,dry,adult,needs_review,retailer,pedigree-adult-mini-μοσχαρι-and-λαχανικα-dog-dry-gr-gatoskilo,calcium_percent|phosphorus_percent,kcal_per_100g|moisture_percent,moisture_percent|sodium_percent|magnesium_percent|omega3_percent|omega6_percent|epa_percent|dha_percent|epa_dha_percent,,official_page_pdf_or_label_photo_with_energy,Do not mark as confidently recommendable until blockers or context-critical fields are resolved.,https://www.gatoskilo.gr/ksira-trofi-skyloy/25481-pedigree-adult-mini-mosxari-laxanika-14kg.html
high,100,Pedigree,Pedigree Adult Mini Πουλερικά & Λαχανικά 500gr,dog,dry,adult,needs_review,retailer,pedigree-adult-mini-πουλερικα-and-λαχανικα-dog-dry-gr-gatoskilo,calcium_percent|phosphorus_percent,kcal_per_100g|moisture_percent,moisture_percent|sodium_percent|magnesium_percent|omega3_percent|omega6_percent|epa_percent|dha_percent|epa_dha_percent,,official_page_pdf_or_label_photo_with_energy,Do not mark as confidently recommendable until blockers or context-critical fields are resolved.,https://www.gatoskilo.gr/ksira-trofi-skyloy/25486-pedigree-adult-mini-poulerika-laxanika-500gr.html
high,100,Reflex,Reflex Adult Cat Multicolour Chicken 15kg,cat,dry,adult,needs_review,retailer,reflex-adult-cat-multicolour-chicken-cat-dry-gr-gatoskilo,calcium_percent|phosphorus_percent,kcal_per_100g|moisture_percent,moisture_percent|sodium_percent|magnesium_percent|omega3_percent|omega6_percent|epa_percent|dha_percent|epa_dha_percent,,official_page_pdf_or_label_photo_with_energy,Do not mark as confidently recommendable until blockers or context-critical fields are resolved.,https://www.gatoskilo.gr/ksira-trofi-gatas/19513-reflex-adult-cat-multicolour-chicken-15kg.html
high,100,Reflex,Reflex Plus Adult Chicken 1.5kg,cat,dry,adult,needs_review,retailer,reflex-plus-adult-chicken-cat-dry-gr-gatoskilo,calcium_percent|phosphorus_percent,kcal_per_100g|moisture_percent,moisture_percent|sodium_percent|magnesium_percent|omega3_percent|omega6_percent|epa_percent|dha_percent|epa_dha_percent,,official_page_pdf_or_label_photo_with_energy,Do not mark as confidently recommendable until blockers or context-critical fields are resolved.,https://www.gatoskilo.gr/ksira-trofi-gatas/8823-reflex-plus-adult-chicken-15kg.html
high,100,Reflex,Reflex Plus Adult Choosy Salmon 1.5kg,cat,dry,adult,needs_review,retailer,reflex-plus-adult-choosy-salmon-cat-dry-gr-gatoskilo,calcium_percent|phosphorus_percent,kcal_per_100g|moisture_percent,moisture_percent|sodium_percent|magnesium_percent|omega3_percent|omega6_percent|epa_percent|dha_percent|epa_dha_percent,,official_page_pdf_or_label_photo_with_energy,Do not mark as confidently recommendable until blockers or context-critical fields are resolved.,https://www.gatoskilo.gr/ksira-trofi-gatas/10863-reflex-plus-adult-choosy-salmon-15kg.html
high,100,Reflex,Reflex Plus Adult Lamb 1.5kg,cat,dry,adult,needs_review,retailer,reflex-plus-adult-lamb-cat-dry-gr-gatoskilo,calcium_percent|phosphorus_percent,kcal_per_100g|moisture_percent,moisture_percent|sodium_percent|magnesium_percent|omega3_percent|omega6_percent|epa_percent|dha_percent|epa_dha_percent,,official_page_pdf_or_label_photo_with_energy,Do not mark as confidently recommendable until blockers or context-critical fields are resolved.,https://www.gatoskilo.gr/ksira-trofi-gatas/8825-reflex-plus-adult-lamb-15kg.html
high,100,Reflex,Reflex Plus Adult Salmon 1.5kg,cat,dry,adult,needs_review,retailer,reflex-plus-adult-salmon-cat-dry-gr-gatoskilo,calcium_percent|phosphorus_percent,kcal_per_100g|moisture_percent,moisture_percent|sodium_percent|magnesium_percent|omega3_percent|omega6_percent|epa_percent|dha_percent|epa_dha_percent,,official_page_pdf_or_label_photo_with_energy,Do not mark as confidently recommendable until blockers or context-critical fields are resolved.,https://www.gatoskilo.gr/ksira-trofi-gatas/8827-reflex-plus-adult-salmon-15kg.html
high,100,Reflex,Reflex Plus Adult Sterilised Salmon 1.5kg,cat,dry,adult,needs_review,retailer,reflex-plus-adult-sterilised-salmon-cat-dry-gr-gatoskilo,calcium_percent|phosphorus_percent,kcal_per_100g|moisture_percent,moisture_percent|sodium_percent|magnesium_percent|omega3_percent|omega6_percent|epa_percent|dha_percent|epa_dha_percent,,official_page_pdf_or_label_photo_with_energy,Do not mark as confidently recommendable until blockers or context-critical fields are resolved.,https://www.gatoskilo.gr/ksira-trofi-gatas/10862-reflex-plus-adult-sterilised-salmon-15kg.html
high,100,Royal Canin,Royal Canin Vet Diet Dog Anallergenic 3kg,dog,dry,,needs_review,retailer,royal-canin-vet-diet-dog-anallergenic-dog-dry-gr-gatoskilo,calcium_percent|phosphorus_percent,kcal_per_100g|moisture_percent,moisture_percent|sodium_percent|magnesium_percent|omega3_percent|omega6_percent|epa_percent|dha_percent|epa_dha_percent,,official_page_pdf_or_label_photo_with_energy,Do not mark as confidently recommendable until blockers or context-critical fields are resolved.,https://www.gatoskilo.gr/kliniki-ksiri-trofi-skyloy/22230-royal-canin-vet-diet-dog-anallergenic-3kg.html
high,100,Royal Canin,Royal Canin Vet Diet Dog Hypoallergenic 2kg,dog,dry,,needs_review,retailer,royal-canin-vet-diet-dog-hypoallergenic-dog-dry-gr-gatoskilo,calcium_percent|phosphorus_percent,kcal_per_100g|moisture_percent,moisture_percent|sodium_percent|magnesium_percent|omega3_percent|omega6_percent|epa_percent|dha_percent|epa_dha_percent,,official_page_pdf_or_label_photo_with_energy,Do not mark as confidently recommendable until blockers or context-critical fields are resolved.,https://www.gatoskilo.gr/kliniki-ksiri-trofi-skyloy/22236-royal-canin-vet-diet-dog-hypoallergenic-2kg.html
high,100,Royal Canin,Royal Canin Vet Diet Dog Hypoallergenic Moderate Calorie 14kg,dog,dry,,needs_review,retailer,royal-canin-vet-diet-dog-hypoallergenic-moderate-calorie-dog-dry-gr-gatoskilo,calcium_percent|phosphorus_percent,kcal_per_100g|moisture_percent,moisture_percent|sodium_percent|magnesium_percent|omega3_percent|omega6_percent|epa_percent|dha_percent|epa_dha_percent,,official_page_pdf_or_label_photo_with_energy,Do not mark as confidently recommendable until blockers or context-critical fields are resolved.,https://www.gatoskilo.gr/kliniki-ksiri-trofi-skyloy/22239-royal-canin-vet-diet-dog-hypoallergenic-moderate-calorie-14kg.html
high,100,Royal Canin Veterinary Diet,Royal Canin Veterinary Canine Anallergenic,dog,dry,adult,needs_review,retailer,royal-canin-veterinary-diet-royal-canin-veterinary-canine-anallergenic-dog-dry-eu-retailer,calcium_percent|phosphorus_percent,kcal_per_100g,moisture_percent|sodium_percent|magnesium_percent|omega3_percent|omega6_percent|epa_percent|dha_percent|epa_dha_percent,weight_control|allergy,official_page_pdf_or_label_photo_with_energy,Do not mark as confidently recommendable until blockers or context-critical fields are resolved.,https://www.zooplus.com/shop/dogs/dry_dog_food/royal_canin_vet_diet/570263?activeVariant=570263.5
high,100,Tonus Dog Chow,Tonus Dog Chow Adult Κοτόπουλο 2.5kg,dog,dry,adult,needs_review,retailer,tonus-dog-chow-adult-κοτοπουλο-dog-dry-gr-gatoskilo,calcium_percent|phosphorus_percent,kcal_per_100g|moisture_percent,moisture_percent|sodium_percent|magnesium_percent|omega3_percent|omega6_percent|epa_percent|dha_percent|epa_dha_percent,,official_page_pdf_or_label_photo_with_energy,Do not mark as confidently recommendable until blockers or context-critical fields are resolved.,https://www.gatoskilo.gr/ksira-trofi-skyloy/10431-tonus-dog-chow-adult-kotopoulo-25kg.html
