formula_key,brand,formula_name,species,status,source_url,extracted_fields,missing_fields,notes
,,,,fetch_or_parse_failed,https://www.gatoskilo.gr/acana-grass-fed-lamb-11-4kg-11102788.html?query=ACANA%20GRASS-FED%20LAMB,,,Fetch failed 403 https://www.gatoskilo.gr/acana-grass-fed-lamb-11-4kg-11102788.html?query=ACANA%20GRASS-FED%20LAMB
