brand,formula_name,display_name,species,format,life_stage,dog_size,breed_target,medical_tags,commercial_tags,ingredient_text,ingredients,primary_animal_proteins,carbohydrate_sources,fat_sources,fiber_sources,additives_text,feeding_guide_text,kcal_per_100g,kcal_per_kg,protein_percent,fat_percent,fiber_percent,ash_percent,moisture_percent,calcium_percent,phosphorus_percent,sodium_percent,magnesium_percent,potassium_percent,omega3_percent,omega6_percent,dha_percent,epa_percent,taurine_mgkg,l_carnitine_mgkg,glucosamine_mgkg,chondroitin_mgkg,vitamin_a_iukg,vitamin_d3_iukg,vitamin_e_mgkg,iron_mgkg,zinc_mgkg,copper_mgkg,manganese_mgkg,iodine_mgkg,selenium_mgkg,data_quality_status,data_source_url,source_priority,source_notes,formula_key,ean,is_recommendable
Happy Dog,NaturCroq Duck & Rice Sterilised,Happy Dog NaturCroq Duck & Rice Sterilised 11kg,dog,dry,adult,all,,sterilised,dog;dry;adult;all;sterilised;duck;rice;chicken;wheat;corn;barley,"Πρωτεΐνη πουλερικών*, σιτάρι ολικής αλέσεως, καλαμπόκι ολικής αλέσεως,σιτάλευρο, καλαμποκάλευρο, πρωτεΐνη πάπιας* (8%), ρυζάλευρο (8%), κριθάρι ολικής αλέσεως,μελάσα ζαχαρότευτλων* (αποσακχαρωμένη), λίπος πουλερικών, βοδινό λίπος, υδρολυμένο συκώτι, ηλιέλαιο (0,8%), πολτός μήλου* (0,6%), μαγιά*, χλωριούχο κάλιο, κραμβέλαιο (0,2%), χλωριούχο νάτριο, πράσινη βρώμη*, ηλιοτρόπια*, κάρδαμο*, μαϊντανός*, (πράσινα βότανα συνολικά: 0,3%).*) αποξηραμένο.","[""Πρωτεΐνη πουλερικών*"",""σιτάρι ολικής αλέσεως"",""καλαμπόκι ολικής αλέσεως"",""σιτάλευρο"",""καλαμποκάλευρο"",""πρωτεΐνη πάπιας* (8%)"",""ρυζάλευρο (8%)"",""κριθάρι ολικής αλέσεως"",""μελάσα ζαχαρότευτλων* (αποσακχαρωμένη)"",""λίπος πουλερικών"",""βοδινό λίπος"",""υδρολυμένο συκώτι"",""ηλιέλαιο (0,8%)"",""πολτός μήλου* (0,6%)"",""μαγιά*"",""χλωριούχο κάλιο"",""κραμβέλαιο (0,2%)"",""χλωριούχο νάτριο"",""πράσινη βρώμη*"",""ηλιοτρόπια*"",""κάρδαμο*"",""μαϊντανός*"",""(πράσινα βότανα συνολικά: 0,3%)""]",,,,,"Βιταμίνες / κιλό: Βιταμίνη A (3a672a) 10250 I.U., βιταμίνη D3 (3a671) 1000 I.U., Αντιοξειδωτικά εκχυλίσματα τοκοφερόλης από φυτικά έλαια 1b306, Σίδηρος (θειικός σίδηρος (II), ένυδρος 3b103) 80 mg, χαλκός (θειικός χαλκός (II) πενταένυδρος 3b405) 8 mg, ψευδάργυρος (οξείδιο του ψευδαργύρου 3b603) 80 mg, μαγγάνιο (οξείδιο του μαγγανίου (II) 3b502) 5 mg, ιώδιο (ιωδικό ασβέστιο, άνυδρο 3b202) 2 mg, σελήνιο (σεληνιούχο νάτριο 3b801) 0,15 mg","Κάθε σκύλος είναι διαφορετικός και η ποσότητα παρεχόμενης τροφής είναι πιθανό να αλλάζει με βάση την ηλικία και τον τρόπο ζωής του. Χρησιμοποιήστε την συνιστώμενη δόση σαν οδηγό, παρακολουθείστε το βάρος του και προσαρμόστε ανάλογα τις ποσότητες για τον μικρό μας φίλο. Ταΐστε τον δύο φορές την ημέρα, έχοντας πάντα δίπλα του φρέσκο, καθαρό νερό! Εάν ταΐζετε το σκυλάκι σας για πρώτη φορά με τη συγκεκριμένη τροφούλα συνίσταται να περάσετε από μία μεταβατική περίοδο αλλαγής της τροφής του, διάρκειας 7 έως 10 ημερών. Ξεκινήστε με 25% της νέας τροφής και 75% της παλιάς. Σταδιακά αυξήστε την ποσότητα της καινούργιας τροφής μέχρι να φτάσετε να τον ταΐζετε με αυτή εξολοκλήρου. Δοσολογία: 2kg: 45gr; 3.5kg: 70gr; 5kg: 90gr; 7.5kg: 125gr; 10kg: 155gr; 15kg: 210gr; 20kg: 255gr; 25kg: 300gr; 35kg: 390gr; 40kg: 435gr; 45kg: 470gr; 50kg: 510gr; 60kg: 585gr; 70kg: 655gr; 80kg: 725gr",332,3320,22,9,2.5,5.5,,1.2,0.8,0.25,0.11,0.5,0.2,2,,,,,,,10250,1000,,80,80,8,5,2,0.15,needs_review,https://www.gatoskilo.gr/ksira-trofi-skyloy/23513-happy-dog-naturcroq-duck-rice-sterilised-11kg.html,retailer,market=GR; basis=as-fed; source_tier=retailer; source_group=gatoskilo; retailer_sources_accepted_for_needs_review=true; human_qa_required_before_recommendation=true; source_file=C:/Users/NIOstb/Desktop/photo_foods_nutritail/Happy Dog NaturCroq Duck & Rice Sterilised 11kg - Gatoskilo.html; kcal_estimated=true; kcal_estimation_method=modified_atwater; estimated_carbohydrate_percent=51; default_moisture_percent=10,happy-dog-naturcroq-duck-rice-sterilised-dog-dry-gr-retailer,4001967173208,false
