brand,formula_name,display_name,species,format,life_stage,dog_size,breed_target,medical_tags,commercial_tags,ingredient_text,ingredients,primary_animal_proteins,carbohydrate_sources,fat_sources,fiber_sources,additives_text,feeding_guide_text,kcal_per_100g,kcal_per_kg,protein_percent,fat_percent,fiber_percent,ash_percent,moisture_percent,calcium_percent,phosphorus_percent,sodium_percent,magnesium_percent,potassium_percent,omega3_percent,omega6_percent,dha_percent,epa_percent,taurine_mgkg,l_carnitine_mgkg,glucosamine_mgkg,chondroitin_mgkg,vitamin_a_iukg,vitamin_d3_iukg,vitamin_e_mgkg,iron_mgkg,zinc_mgkg,copper_mgkg,manganese_mgkg,iodine_mgkg,selenium_mgkg,data_quality_status,data_source_url,source_priority,source_notes,formula_key,ean,is_recommendable
Briantos,Adult Grain-Free Duck & Potato,Briantos Adult Grain-Free Duck & Potato,dog,dry,adult,,,,adult|grain_free|duck|fish|potato|pea,"20% duck protein (dried), 20% potato (dried), potato starch (dried), 10.5% poultry protein (dried), poultry fat, 6% sweet potato (dried), beet pulp (de-sugared), cellulose, hydrolysed protein, peas (dried), mono calcium phosphate, fish oil, chicory (dried), brewer's yeast (dried), sodium chloride, celery (dried), carrots (dried)","[""20% duck protein (dried)"",""20% potato (dried)"",""potato starch (dried)"",""10.5% poultry protein (dried)"",""poultry fat"",""6% sweet potato (dried)"",""beet pulp (de-sugared)"",""cellulose"",""hydrolysed protein"",""peas (dried)"",""mono calcium phosphate"",""fish oil"",""chicory (dried)"",""brewer's yeast (dried)"",""sodium chloride"",""celery (dried)"",""carrots (dried)""]",duck|fish,potato|pea,,,"Nutritional Additives: Vitamin A 12000IU, vitamin D3 1200IU, vitamin E 150IE, iodine (calcium iodate) 2mg, copper (copper(II)-sulphate-pentahydrate) 10mg, zinc (amino acid zinc chelate, hydrate) 45mg, zinc (zinc oxide) 70mg, selenium (sodium selenite) 0.2mg, vitamin B1 6mg, vitamin B2 5mg, vitamin B6 4mg, vitamin B12 30μg, biotin 250μg, pantothenic acid 10mg, niacin 45mg, folic acid 1mg, choline chloride 1850mg Technological Additives: Antioxidants","Feeding recommendation: Briantos Adult Grain Free Duck & Potato is a complete dry food for adult dogs. These feeding amounts are only guidelines. All dogs are different and actual feeding amounts will depend on your pet’s age, activity levels and other, individual circumstances. Monitor your pet's weight and adjust feeding amounts as required. Introduce new food slowly over a period of 5-8 days. Fresh water should be provided at all times. Store in a cool and dry place. Dog's weight Daily Serving 1kg 30 - 40g 3kg 65 - 90g 5kg 100 - 135g 10kg 165 - 225g 20kg 275 - 380g 30kg 375 - 510g 40kg 465 - 635g 50kg 550 - 750g 60kg 630 - 860g 80kg 780 - 1070g Calories per kg (ME FEDIAF, 2019): 3255 kcal",325.5,3255,23,11.5,3,6.7,18,1.2,0.85,,,,,,,,,,,,,,,,,,,,,needs_review,https://www.zooplus.com/shop/dogs/dry_dog_food/briantos/grain_free/997870?activeVariant=997870.0,retailer,market=EU; locale=en; basis=as-fed; source_tier=retailer; source_kind=category_product_page; category_batch=true; human_qa_required_before_recommendation=true; retailer_source_accepted_for_gap_fill=true; kcal_estimated=false,briantos-adult-grain-free-duck-potato-dog-dry-eu-retailer,,false
Hill's Prescription Diet,Canine i/d Digestive Care - Chicken,Hill's Prescription Diet Canine i/d Digestive Care - Chicken,dog,dry,adult,,,gi_support,gi_support|chicken|rice|corn,"Maize, brewer's rice, dried whole egg, chicken- (7%) and turkey meal, protein hydrolysate, maize gluten meal, minerals, dried beet pulp, animal fats, ground pecan shells, soya bean oil, linseeds, dried citrus fruit pulp, vitamins, dried cranberries, psyllium, trace elements, beta-carotene. With natural antioxidants [mixed tocopherols]. Highly-digestible ingredients: maize, brewer's rice, dried whole egg, chicken- and turkey meal, maize gluten meal, animal fats, vegetable oil.","[""Maize"",""brewer's rice"",""dried whole egg"",""chicken- (7%) and turkey meal"",""protein hydrolysate"",""maize gluten meal"",""minerals"",""dried beet pulp"",""animal fats"",""ground pecan shells"",""soya bean oil"",""linseeds"",""dried citrus fruit pulp"",""vitamins"",""dried cranberries"",""psyllium"",""trace elements"",""beta-carotene. With natural antioxidants [mixed tocopherols]. Highly-digestible ingredients: maize"",""chicken- and turkey meal"",""vegetable oil""]",chicken,rice|corn,,,"Nutritional additives: Vitamin A (9292 IU), vitamin D3 (728 IU), vitamin E (600mg), vitamin C (100mg), beta-carotene (1.5mg), vitamin B1 (15.4mg), vitamin B12 (0.14mg), iron [ferrous-(II)-sulphate monohydrate] (106mg), iodine [calcium iodate] (4.6mg), copper [copper chelate of glycine hydrate] (12.4mg), manganese [manganous-(II)-oxide] (11mg), zinc [zinc chelate of glycine hydrate] (164mg). With natural antioxidants [mixed tocopherols].",Feeding recommendation: Hill's Prescription Diet Canine i/d Digestive Care - Chicken is a complete dietetic dog food. Ensure fresh drinking water is always available. Dog's weight Serving in g/day 2.5kg 50-70 g 5kg 90-120 g 10kg 145-205 g 20kg 250-340 g 30kg 335-465 g 40kg 415-575 g 50kg+ 11g per kg Supplementary wet food: Dog's weight Serving in cans/day 2.5kg 1/2 - 2/3 5kg 3/4 - 1 1/4 10kg 1 1/2 - 2 20kg 2 1/2 - 3 1/3 30kg 3 1/4 - 4 1/2 40kg 4 - 5 2/3 50kg 4 3/4 - 6 2/3 60kg+ 1 per 10kg Mixed feeding: Dog's weight Cans/day + dry food in g/day 1kg 0/5 + 20g 2kg 1 + 25g 4kg 1 + 90g 5kg 1 + 125g 10kg 2 + 180g 60kg+ 2 + 180 per 10kg,351.1,3511,23.3,13.1,2.3,6.1,,1,0.71,,,,,,,,,,,,,,,,,,,,,needs_review,https://www.zooplus.com/shop/dogs/dry_dog_food/hills_prescription/gastrointestinal/168526?activeVariant=168526.10,retailer,market=EU; locale=en; basis=as-fed; source_tier=retailer; source_kind=category_product_page; category_batch=true; human_qa_required_before_recommendation=true; retailer_source_accepted_for_gap_fill=true; kcal_estimated=true; kcal_estimation_method=modified_atwater; estimated_carbohydrate_percent=45.2,hill-s-prescription-diet-canine-i-d-digestive-care-chicken-dog-dry-eu-retailer,,false
Hill's Prescription Diet,Canine Metabolic+Mobility Weight+Joint Care Chicken,Hill's Prescription Diet Canine Metabolic+Mobility Weight+Joint Care Chicken,dog,dry,adult,,,weight_control,weight_control|chicken|fish|pea|corn,"Wheat, maize gluten meal, linseeds, cellulose, chicken- (6%) and turkey meal, pea bran meal, protein hydrolysate, dried citrus fruit pulp, dried tomato pomace, fish oil, coconut oil, minerals, dried carrots, vitamins, pork cartilage [source of chondroitin sulphate], crustacean hydrolysate [source of glucosamine], trace elements, beta-carotene. With natural antioxidants [mixed tocopherols].","[""Wheat"",""maize gluten meal"",""linseeds"",""cellulose"",""chicken- (6%) and turkey meal"",""pea bran meal"",""protein hydrolysate"",""dried citrus fruit pulp"",""dried tomato pomace"",""fish oil"",""coconut oil"",""minerals"",""dried carrots"",""vitamins"",""pork cartilage [source of chondroitin sulphate]"",""crustacean hydrolysate [source of glucosamine]"",""trace elements"",""beta-carotene. With natural antioxidants [mixed tocopherols]""]",chicken|fish,pea|corn,,,"Nutritional additives: Vitamin A (8336 IU), vitamin D3 (713 IU), vitamin E (600mg), vitamin C (115mg), beta-carotene (1.5mg), iron [3b103] (75mg), iodine [3b202] (1.9mg), copper [3b405] (7.4mg), manganese [3b502] (7.8mg), zinc [3b603] (131mg), selenium [3b801] (0.2mg), chondroitin sulphate (808mg). With natural antioxidants.","Feeding guidelines: Always consult your vet before feeding a prescription diet product to your dog. for weight loss: Feed according to the goal weight, not the current weight. for weight maintenance: To maintain a healthy weight, you should weigh your dog regularly. Adjust the feeding amounts according to the dog’s weight and vet’s recommendations. recommended usage duration: Use this food for up to 3 months and until your dog has reached a healthy weight. Always provide fresh water for your dog to drink.",314.4,3144,24.6,13.8,14.4,5.5,,0.73,0.55,,,,,,,,,,,,,,,,,,,,,needs_review,https://www.zooplus.com/shop/dogs/dry_dog_food/hills_prescription/weight_management/556480?activeVariant=556480.2,retailer,market=EU; locale=en; basis=as-fed; source_tier=retailer; source_kind=category_product_page; category_batch=true; human_qa_required_before_recommendation=true; retailer_source_accepted_for_gap_fill=true; kcal_estimated=true; kcal_estimation_method=modified_atwater; estimated_carbohydrate_percent=31.7,hill-s-prescription-diet-canine-metabolic-mobility-weight-joint-care-chicken-dog-dry-eu-retailer,,false
Hill's Prescription Diet,Gastrointestinal Biome with Chicken,Hill's Prescription Diet Gastrointestinal Biome with Chicken,dog,dry,adult,,,gi_support,gi_support|chicken|fish|rice|corn,"Grains, meat and animal by-products (chicken 9%), vegetable by-products, oils and fats, vegetable protein extracts, fruits, seeds, minerals, vegetables. Highly digestible ingredients: Chicken and turkey meal, broken rice, maize, maize gluten meal, animal fats, vegetable oil, fish oil. ActivBiome+ mixture of prebiotic fibres (14.6%): ground pecan shells, dried beet pulp, linseed, dried citrus fruit pulp, dried cranberries.","[""Grains"",""meat and animal by-products (chicken 9%)"",""vegetable by-products"",""oils and fats"",""vegetable protein extracts"",""fruits"",""seeds"",""minerals"",""vegetables. Highly digestible ingredients: Chicken and turkey meal"",""broken rice"",""maize"",""maize gluten meal"",""animal fats"",""vegetable oil"",""fish oil. ActivBiome+ mixture of prebiotic fibres (14.6%): ground pecan shells"",""dried beet pulp"",""linseed"",""dried citrus fruit pulp"",""dried cranberries""]",chicken|fish,rice|corn,,,"Nutritional additives: Vitamin A (9630 IU), vitamin D3 (700 IU), vitamin E (700mg), vitamin C (110mg), beta-carotene (1.5mg), iron (84.7mg), iodine (1.3mg), copper (8.4mg), manganese (8.8mg), zinc (175mg), selenium (0.2mg). With natural antioxidants.","Feeding recommendation: Hill's Prescription Diet Gastrointestinal Biome with chicken is a dietetic complete food for dogs. Dog’s weight Can (354 g) + dry food in g/day 1 kg 0,25 + 10g 2 kg 0,5 + 10g 4 kg 0,5 + 50g 5 kg 1 + 25g 10 kg 1 + 100g 20 kg 1 + 225g 30 kg 2 + 245g 40 kg 2 + 350g 50 kg 2 + 440g 60+ kg 2 + 88g pro 10kg Recommended feeding period: initially up to 12 weeks. It is recommended to seek the advice of a vet before use or extension of the feeding period. Fresh drinking water should always be available.",337.9,3379,21,13.4,6.6,6,,1,0.66,,,,,,,,,,,,,,,,,,,,,needs_review,https://www.zooplus.com/shop/dogs/dry_dog_food/hills_prescription/gastrointestinal/838815,retailer,market=EU; locale=en; basis=as-fed; source_tier=retailer; source_kind=category_product_page; category_batch=true; human_qa_required_before_recommendation=true; retailer_source_accepted_for_gap_fill=true; kcal_estimated=true; kcal_estimation_method=modified_atwater; estimated_carbohydrate_percent=43,hill-s-prescription-diet-gastrointestinal-biome-with-chicken-dog-dry-eu-retailer,,false
Wolf of Wilderness,"Adult ""Blue River"" Salmon - Grain-Free","Wolf of Wilderness Adult ""Blue River"" Salmon - Grain-Free",dog,dry,adult,,,,adult|grain_free|chicken|salmon|potato|pea,"Original recipe: Fresh chicken meat (41%), dried potato pieces, dried salmon protein (10%), partially dried and hydrolysed poultry protein (10%), dried desugared beet pulp, linseed, poultry fat, dried brewer's yeast, dried egg, sodium chloride, lignocellulose, dried wilde berries (0.3%: cranberries, currants, raspberries, elderberries), dried herbs (0.2%: mugwort, St John's wort, nettle leaves, camomile, yarrow, coltsfoot, dandelion root), dried yeast extract (0.2% beta-glucans and mannan-oligosaccharides), dried apple, chicory inulin (0.1%), salmon oil, sunflower oil. New recipe: Fresh chicken meat (25%), potato flakes, chicken protein (16.9%), pea protein, poultry fat, salmon protein (4%), dried beet pulp, linseed, apple pomace (2.1%), sodium chloride, dried wild berries (total 0.3%: cranberries, blackcurrants, elderberries, raspberries), mono-calcium phosphate, yeast cell walls (0.2%, source of beta-glucans and mannan-oligosaccharides), salmon oil, chicory inulin (0.1%), sunflower oil, dried wild herbs (0.03% yarrow, 0.03% dandelion herb, 0.03% dandelion root, 0.03% camomile, 0.03% nettle, 0.03% plantain leaves, 0.03% St John's wort).","[""Original recipe: Fresh chicken meat (41%)"",""dried potato pieces"",""dried salmon protein (10%)"",""partially dried and hydrolysed poultry protein (10%)"",""dried desugared beet pulp"",""linseed"",""poultry fat"",""dried brewer's yeast"",""dried egg"",""sodium chloride"",""lignocellulose"",""dried wilde berries (0.3%: cranberries, currants, raspberries, elderberries)"",""dried herbs (0.2%: mugwort, St John's wort, nettle leaves, camomile, yarrow, coltsfoot, dandelion root)"",""dried yeast extract (0.2% beta-glucans and mannan-oligosaccharides)"",""dried apple"",""chicory inulin (0.1%)"",""salmon oil"",""sunflower oil. New recipe: Fresh chicken meat (25%)"",""potato flakes"",""chicken protein (16.9%)"",""pea protein"",""salmon protein (4%)"",""dried beet pulp"",""apple pomace (2.1%)"",""dried wild berries (total 0.3%: cranberries, blackcurrants, elderberries, raspberries)"",""mono-calcium phosphate"",""yeast cell walls (0.2%, source of beta-glucans and mannan-oligosaccharides)"",""sunflower oil"",""dried wild herbs (0.03% yarrow, 0.03% dandelion herb, 0.03% dandelion root, 0.03% camomile, 0.03% nettle, 0.03% plantain leaves, 0.03% St John's wort)""]",chicken|salmon,potato|pea,,,"Nutritional additives: Original recipe: Vitamin A (12,000 IU), vitamin D3 (1500 IU), vitamin E (250 IU), vitamin C (100mg), vitamin B1 (12mg), vitamin B2 [riboflavin] (12mg), vitamin B6 [pyridoxine hydrochloride] (8mg), vitamin B12 (180μg), niacin (35mg), calcium D-pantothenate (35mg), folic acid (1.2mg), biotin (300μg), choline chloride (2000mg), copper [copper(II) sulphate pentahydrate] (12.5mg), zinc [zinc sulphate monohydrate] (100mg), zinc [glycine zinc chelate hydrate solid] (60mg), iron [iron(II) sulphate monohydrate] (200mg), manganese [manganese(II) sulphate monohydrate] (25mg), iodine [calcium iodate anhydrous] (2.3mg), selenium [sodium selenite] (0.35mg). New recipe: Vitamin A (12,000 IU), vitamin D3 (1500 IU0, vitamin E (250 IU), vitamin C (100mg), vitamin B1 (12mg), vitamin B2 (12mg), vitamin B6 (8mg), vitamin B12 (0.18mg), niacinamide (35mg), calcium-D-pantothenate (35mg), biotin (0.3mg), folic acid (1.2mg), choline chloride (2000mg), copper [copper(II) protein hydrolysate chelate] (12.5mg), zinc [protein hydrolysate zinc chelate] (100mg), manganese [protein hydrolysate manganese chelate] (30mg), iron [iron(II) protein hydrolysate chelate] (200mg), iodine [potassium iodide] (2.3mg). Technological additives: Original recipe: Antioxidants. Energy per kg: Original recipe: ME (FEDIAF, 2021) 16.14 MJ / 3840kcal New recipe: ME (FEDIAF) 15.43 MJ / 3689kcal","When switching to the new recipe, replace 1/4 of the old food with 1/4 of the new food every 3 days. Feeding recommendation: Wolf of Wilderness Adult ""Blue River"" Salmon - Grain-Free is a complete food for dogs. See table. The food quantities given are guidelines and should be adapted to individual requirements in order to maintain optimum body weight. Store in a cool, dry place away from sunlight. Original recipe: New recipe: Dog’s weight Daily serving in g low activity medium activity high activity 1kg 25g 30g 35g 3kg 60g 70g 80g 5kg 85g 100g 120g 10kg 145g 170g 200g 20kg 245g 280g 335g 30kg 330g 380g 450g 40kg 410g 475g 560g 50kg 485g 560g 665g 60kg 555g 645g 760g 80kg 690g 800g 945g Always provide fresh drinking water.",360,3600,27,16,2.5,7.5,,,,,,,,,,,,,,,,,,,,,,,,needs_review,https://www.zooplus.com/shop/dogs/dry_dog_food/wolf_of_wilderness/206814/497208?activeVariant=497208.12,retailer,market=EU; locale=en; basis=as-fed; source_tier=retailer; source_kind=category_product_page; category_batch=true; human_qa_required_before_recommendation=true; retailer_source_accepted_for_gap_fill=true; kcal_estimated=true; kcal_estimation_method=modified_atwater; estimated_carbohydrate_percent=37,wolf-of-wilderness-adult-blue-river-salmon-grain-free-dog-dry-eu-retailer,,false
Hill's Prescription Diet,Canine Metabolic Weight Management - Chicken,Hill's Prescription Diet Canine Metabolic Weight Management - Chicken,dog,dry,adult,,,weight_control,weight_control|chicken|pea|corn,"Wheat, chicken- (8%) and turkey meal, maize gluten meal, pea bran meal, maize, dried tomato pomace, protein hydrolysate, cellulose, linseeds, animal fats, dried citrus fruit pulp, coconut oil, minerals, dried carrots, vitamins, trace elements, beta-carotene. With natural antioxidants [mixed tocopherols].","[""Wheat"",""chicken- (8%) and turkey meal"",""maize gluten meal"",""pea bran meal"",""maize"",""dried tomato pomace"",""protein hydrolysate"",""cellulose"",""linseeds"",""animal fats"",""dried citrus fruit pulp"",""coconut oil"",""minerals"",""dried carrots"",""vitamins"",""trace elements"",""beta-carotene. With natural antioxidants [mixed tocopherols]""]",chicken,pea|corn,,,"Nutritional additives: Vitamin A (10,542 IU), vitamin D3 (734 IU), vitamin E (1050mg), vitamin C (122mg), beta-carotene (2mg), iron (77.4mg), iodine (1.9mg), copper (7.6mg), manganese (117mg), zinc (136mg), selenium (0.2mg). With natural antioxidants.","Manufacturer's feeding recommendation: Hill's Prescription Diet Canine Metabolic Weight Management is a complete dry dog food. Daily feeding amounts: Please note that these are guidelines only. Actual feeding amounts depend on your pet's age, breed, activity levels and other circumstances. Monitor your pet's weight and adjust feeding amounts as required. Weight loss: Determine the amount to feed your dog based on the target weight, not the current weight. Weight maintenance: Weigh your dog regularly as part of its weight maintenance programme and adjust the feeding amounts accordingly. When you feed your dog Hills Prescription Diet Canine for the first time mix it with your dog's old food. Mix increasing amounts of the new food with decreasing amounts of the old food over a 7 day period until you are only feeding Metabolic to your dog. Fresh water should be provided at all times. Dog's weight Weight loss / g per day Weight control / g per day 2.5kg 45 70 5kg 75 120 10kg 125 200 20kg 210 340 30kg 285 460 40kg 355 570 50 kg 8 per kg 12 per kg",305.9,3059,25.4,11.2,13,5.6,,0.93,0.68,,,,,,,,,,,,,,,,,,,,,needs_review,https://www.zooplus.com/shop/dogs/dry_dog_food/hills_prescription/weight_management/462898,retailer,market=EU; locale=en; basis=as-fed; source_tier=retailer; source_kind=category_product_page; category_batch=true; human_qa_required_before_recommendation=true; retailer_source_accepted_for_gap_fill=true; kcal_estimated=true; kcal_estimation_method=modified_atwater; estimated_carbohydrate_percent=34.8,hill-s-prescription-diet-canine-metabolic-weight-management-chicken-dog-dry-eu-retailer,,false
Royal Canin Size,Royal Canin Medium Adult,Royal Canin Medium Adult,dog,dry,adult,medium,,,adult|fish|corn,"Dried poultry protein, wheat, maize meal, wheat flour, maize, hydrolysed animal proteins, animal fat, dried beef- & pork proteins, barley, maize gluten, beet pulp, minerals, soya oil, yeast products, fish oil, yeasts [source of mannan-oligosaccharides], algae oil Schizochytum sp.","[""Dried poultry protein"",""wheat"",""maize meal"",""wheat flour"",""maize"",""hydrolysed animal proteins"",""animal fat"",""dried beef- & pork proteins"",""barley"",""maize gluten"",""beet pulp"",""minerals"",""soya oil"",""yeast products"",""fish oil"",""yeasts [source of mannan-oligosaccharides]"",""algae oil Schizochytum sp""]",fish,corn,,,"Nutritional additives: Vitamin A (16,000 IU), vitamin D3 (1000 IU), vitamin C (120mg), vitamin E (500mg), iron (35mg), iodine (3.5mg), copper (11mg), manganese (46mg), zinc (129mg), selenium (0.09mg). Technological additives: Preservatives, antioxidants.",Feeding recommendation: Royal Canin Medium Adult is a complete food for dogs. Dog's weight Reduced Activity Normal Activity High Activity Dry food Number of 410g Cans + dry food Dry food Number of 410g Cans + dry food Dry food Number of 410g Cans + dry food 11kg 150g 1 can + 46g 174g 1 can + 69g 198g 1 can + 93g 14kg 180g 1 can + 76g 209g 1 can + 104g 237g 1 can + 132g 16kg 199g 1 can + 94g 231g 1 can + 126g 262g 1 can + 157g 20kg 235g 1 can + 131g 273g 1 can + 168g 310g 1 can + 205g 25kg 277g 1 can + 174g 322g 1 can + 218g 366g 1 can + 262g Clean and fresh drinking water should always be available.,357.7,3577,25,14,1.6,6.2,,,,,,,,,,,,,,,,,,,,,,,,needs_review,https://www.zooplus.com/shop/dogs/dry_dog_food/royal_canin_size/medium/128332,retailer,market=EU; locale=en; basis=as-fed; source_tier=retailer; source_kind=category_product_page; category_batch=true; human_qa_required_before_recommendation=true; retailer_source_accepted_for_gap_fill=true; kcal_estimated=true; kcal_estimation_method=modified_atwater; estimated_carbohydrate_percent=43.2,royal-canin-size-royal-canin-medium-adult-dog-dry-eu-retailer,,false
Royal Canin Size,Royal Canin Mini Adult,Royal Canin Mini Adult,dog,dry,adult,small,,,adult|small_breed|fish|pea|corn,"Dehydrated poultry proteins, wheat flour, corn flour, animal fats, corn, wheat gluten, wheat, barley, hydrolysed animal proteins, corn gluten, minerals, pea protein, beet pulp, soya oil, yeast products, fructo-oligosaccharides, fish oil, algal oil Schizochytrium sp.","[""Dehydrated poultry proteins"",""wheat flour"",""corn flour"",""animal fats"",""corn"",""wheat gluten"",""wheat"",""barley"",""hydrolysed animal proteins"",""corn gluten"",""minerals"",""pea protein"",""beet pulp"",""soya oil"",""yeast products"",""fructo-oligosaccharides"",""fish oil"",""algal oil Schizochytrium sp""]",fish,pea|corn,,,"Nutritional additives: Vitamin A (15800 IU), vitamin D3 (1000 IU), iron (36mg), iodine (3.6mg), copper (11.1mg), manganese (47mg), zinc (130mg), selenium (0.09mg) Technological additives: Preservatives, antioxidants.",Feeding recommendation: Royal Canin Mini Adult is a complete food for dogs. Dog's weight Reduced Activity Normal activity High Activity Dry food Mixed feeding: Pouch 85g + dry food Dry food Mixed feeding: Pouch 85g + dry food Dry food Mixed feeding: Pouch 85g + dry food 2kg 41g 1 pouch + 21g 48g 1 pouch + 27g 54g 1 pouch + 34g 4kg 69g 1 pouch + 49g 80g 1 pouch + 60g 91g 1 pouch + 71g 6kg 94g 1 pouch + 73g 108g 1 pouch + 88g 123g 1 pouch + 103g 8kg 116g 1 pouch + 96g 135g 1 pouch + 114g 153g 1 pouch + 133g 10kg 137g 1 pouch + 117g 159g 1 pouch + 139g 181g 1 pouch + 160g Clean and fresh drinking water should always be available.,365.3,3653,27,16,1.7,6.8,,,,,,,,,,,,,,,,,,,,,,,,needs_review,https://www.zooplus.com/shop/dogs/dry_dog_food/royal_canin_size/mini/128322?activeVariant=128322.14,retailer,market=EU; locale=en; basis=as-fed; source_tier=retailer; source_kind=category_product_page; category_batch=true; human_qa_required_before_recommendation=true; retailer_source_accepted_for_gap_fill=true; kcal_estimated=true; kcal_estimation_method=modified_atwater; estimated_carbohydrate_percent=38.5,royal-canin-size-royal-canin-mini-adult-dog-dry-eu-retailer,,false
Hill's Prescription Diet,z/d Food Sensitivities,Hill's Prescription Diet z/d Food Sensitivities,dog,dry,adult,,,,chicken|fish|corn,"Vegetable by-products, meat and animal by-products, oils and fats (fish oil 0.9%), fruit, minerals, seeds. Carbohydrate source: maize starch. Protein source: Chicken liver hydrolyzate (26%). Additives Nutritional additives: Vitamin A (11.421 IU/kg), vitamin D3 (786 IU/kg), vitamin E (826 mg/kg), vitamin C (115 mg/kg), beta-carotene (1.4 mg/kg), iron [iron (II) sulphate, monohydrate] (94.7 mg/kg), Iodine [calcium iodate] (4.1 mg/kg), copper [glycine copper chelate, hydrate] (11.1 mg/kg), manganese [manganese (II) oxide] (9.8 mg/kg), zinc [glycine zinc chelate, hydrate] (147 mg/kg). With natural antioxidant (mixed tocopherols).","[""Vegetable by-products"",""meat and animal by-products"",""oils and fats (fish oil 0.9%)"",""fruit"",""minerals"",""seeds. Carbohydrate source: maize starch. Protein source: Chicken liver hydrolyzate (26%). Additives Nutritional additives: Vitamin A (11.421 IU/kg)"",""vitamin D3 (786 IU/kg)"",""vitamin E (826 mg/kg)"",""vitamin C (115 mg/kg)"",""beta-carotene (1.4 mg/kg)"",""iron [iron (II) sulphate"",""monohydrate] (94.7 mg/kg)"",""Iodine [calcium iodate] (4.1 mg/kg)"",""copper [glycine copper chelate"",""hydrate] (11.1 mg/kg)"",""manganese [manganese (II) oxide] (9.8 mg/kg)"",""zinc [glycine zinc chelate"",""hydrate] (147 mg/kg). With natural antioxidant (mixed tocopherols)""]",chicken|fish,corn,,,,Feeding recommendation: Hill's Prescription Diet z/d Food Sensitivities is a complete dry food for adult dogs. Dog's weight Daily serving in g 1kg 30 2kg 55 5kg 105 7kg 135 10kg 180 12kg 205 15kg 245 These recommendations are merely guidelines and may need to be adapted to meet your dog's individual nutritional needs. Ensure fresh drinking water is always available.,345.8,3458,17.6,14.7,7.2,5,,0.85,0.49,,,,,,,,,,,,,,,,,,,,,needs_review,https://www.zooplus.com/shop/dogs/dry_dog_food/hills_prescription/allergies_intolerances/466931?activeVariant=466931.3,retailer,market=EU; locale=en; basis=as-fed; source_tier=retailer; source_kind=category_product_page; category_batch=true; human_qa_required_before_recommendation=true; retailer_source_accepted_for_gap_fill=true; kcal_estimated=true; kcal_estimation_method=modified_atwater; estimated_carbohydrate_percent=45.5,hill-s-prescription-diet-z-d-food-sensitivities-dog-dry-eu-retailer,,false
