brand,formula_name,display_name,species,format,life_stage,dog_size,breed_target,medical_tags,commercial_tags,ingredient_text,ingredients,primary_animal_proteins,carbohydrate_sources,fat_sources,fiber_sources,additives_text,feeding_guide_text,kcal_per_100g,kcal_per_kg,protein_percent,fat_percent,fiber_percent,ash_percent,moisture_percent,calcium_percent,phosphorus_percent,sodium_percent,magnesium_percent,potassium_percent,omega3_percent,omega6_percent,dha_percent,epa_percent,epa_dha_percent,taurine_mgkg,l_carnitine_mgkg,glucosamine_mgkg,chondroitin_mgkg,vitamin_a_iukg,vitamin_d3_iukg,vitamin_e_mgkg,iron_mgkg,zinc_mgkg,copper_mgkg,manganese_mgkg,iodine_mgkg,selenium_mgkg,data_quality_status,data_source_url,source_priority,source_notes,formula_key,ean,is_recommendable
Acana,Prairie Poultry,Acana Prairie Poultry 9.7kg,dog,dry,puppy,,,,dog;dry;puppy;chicken;fish;barley;pea;oat,"Φρέσκο κοτόπουλο (21%), αφυδατωμένο κοτόπουλο (20%), αποφλοιωμένο κριθάρι, ολόκληρος αρακάς, πλιγούρι βρώμης, λίπος κοτόπουλου (8%), βρώμη, ίνες ρεβιθιού, ιχθυέλαιο (1%), χλωριούχο κάλιο, αποξηραμένα φύκια, αλάτι, αποξηραμένη ρίζα κιχωρίου, φρέσκια ολόκληρη κολοκύθα, φρέσκια ολόκληρη κίτρινη κολοκύθα, φρέσκα ολόκληρα καρότα, φρέσκα ολόκληρα μήλα, φρέσκα ολόκληρα αχλάδια, φρέσκο ολόκληρο κολοκύθι, φρέσκο kale, φρέσκο σπανάκι, φρέσκα φύλλα γογγυλιού, φρέσκα φύλλα παντζαριού, ολόκληρα κράνμπερι, ολόκληρα μύρτιλα, ολόκληρα μούρα Saskatoon, κουρκουμάς, γαϊδουράγκαθο, ρίζα λάππας, λεβάντα, ρίζα μολόχας, καρποί αγριοτριανταφυλλιάς.","[""Φρέσκο κοτόπουλο (21%)"",""αφυδατωμένο κοτόπουλο (20%)"",""αποφλοιωμένο κριθάρι"",""ολόκληρος αρακάς"",""πλιγούρι βρώμης"",""λίπος κοτόπουλου (8%)"",""βρώμη"",""ίνες ρεβιθιού"",""ιχθυέλαιο (1%)"",""χλωριούχο κάλιο"",""αποξηραμένα φύκια"",""αλάτι"",""αποξηραμένη ρίζα κιχωρίου"",""φρέσκια ολόκληρη κολοκύθα"",""φρέσκια ολόκληρη κίτρινη κολοκύθα"",""φρέσκα ολόκληρα καρότα"",""φρέσκα ολόκληρα μήλα"",""φρέσκα ολόκληρα αχλάδια"",""φρέσκο ολόκληρο κολοκύθι"",""φρέσκο kale"",""φρέσκο σπανάκι"",""φρέσκα φύλλα γογγυλιού"",""φρέσκα φύλλα παντζαριού"",""ολόκληρα κράνμπερι"",""ολόκληρα μύρτιλα"",""ολόκληρα μούρα Saskatoon"",""κουρκουμάς"",""γαϊδουράγκαθο"",""ρίζα λάππας"",""λεβάντα"",""ρίζα μολόχας"",""καρποί αγριοτριανταφυλλιάς""]",chicken;fish,barley;pea;oat,fat;oil,,"(ανά kg) Τεχνολογικά πρόσθετα: 1b306(i) Εκχύλισμα τοκοφερόλης από φυτικά έλαια: 110 mg, 1a330 κιτρικό οξύ: 40 mg. Αισθητήρια πρόσθετα: Εκχύλισμα δενδρολίβανου: 75mg. Θρεπτικά πρόσθετα: 3a890 Χλωριούχος χολίνη (χολίνη): 700 mg, 3a370 Ταυρίνη: 400 mg, 3b612 (Ψευδάργυρος: 88 mg), 3b407 (Χαλκός: 11 mg), 3a821 Βιταμίνη Β1: 100 mg, 3a825i Βιταμίνη Β2: 20 mg, 3a314 Νιασίνη: 200 mg, 3a841 D-παντοθενικό ασβέστιο: 60 mg, 3a831 Βιταμίνη Β6: 35 mg, 3a316 Φολικό οξύ: 7 mg, 3a835 Βιταμίνη Β12: 0,2 mg, 3a672a Βιταμίνη Α: 6000 IU, 3a671 Βιταμίνη D3: 800 IU, 3a700 Βιταμίνη E: 330 IU, 3a300 Ασκορβικό οξύ: 0,15 mg. Ζωοτεχνικά πρόσθετα: 4b1707 Enterococcus faecium DSM 10663/NCIMB 10415: 1x109 CFU.","Μην ξεχνάτε! Κάθε σκύλος είναι διαφορετικός και η ποσότητα παρεχόμενης τροφής είναι πιθανό να αλλάζει με βάση την ηλικία και τον τρόπο ζωής του. Χρησιμοποιήστε την συνιστώμενη δόση σαν οδηγό, παρακολουθείστε το βάρος του και προσαρμόστε ανάλογα τις ποσότητες για τον μικρό μας φίλο. Ταΐστε τον δύο φορές την ημέρα, έχοντας πάντα δίπλα του φρέσκο, καθαρό νερό! Οδηγίες Μετάβασης Εάν ταΐζετε το σκυλάκι σας για πρώτη φορά Acana συνίσταται να περάσετε από μία μεταβατική περίοδο αλλαγής της τροφής του, διάρκειας 7 έως 10 ημερών. Ξεκινήστε με 25% της νέας τροφής και 75% της παλιάς. Σταδιακά αυξήστε την ποσότητα της καινούργιας τροφής μέχρι να φτάσετε να τον ταΐζετε με αυτή εξολοκλήρου. Οδηγίες Ταΐσματος Βάρος Σκύλου Ενεργητικός Φυσιολογικός 2kg 40gr 30gr 5kg 120gr 60gr 10kg 180gr 120gr 20kg 280gr 180gr 30kg 390gr 240gr 40kg 480gr 320gr 50kg 560gr 360gr Για κουτάβια 1.5 - 3 μηνών - 2 φορές η ποσότητα για ενήλικους σκύλους 3 - 6 μηνών - 1.5 φορά η ποσότητα για ενήλικους σκύλους 6 - 12 μηνών - 1 και 1/4 η ποσότητα για ενήλικους σκύλους Για εγκυμονούσες σκυλίτσες Αυξήστε τη δόση κατά 25% - 50% Για θηλάζουσες σκυλίτσες Ταΐστε τη σκυλίτσα σας όσο θέλει! Βάρος Σκύλου: Ενεργητικός: Φυσιολογικός; 2kg: 40gr: 30gr; 5kg: 120gr: 60gr; 10kg: 180gr: 120gr; 20kg: 280gr: 180gr; 30kg: 390gr: 240gr; 40kg: 480gr: 320gr; 50kg: 560gr: 360gr",344.3,3443,27,2.6,5,7.5,12,1.1,0.9,,,,0.5,2.6,0.1,0.1,,400,,,,,800,0.15,,88,11,,,,needs_review,https://www.gatoskilo.gr/ksira-trofi-skyloy/23953-acana-prairie-poultry-97kg.html,retailer,market=GR; basis=as-fed; source_tier=retailer; source_group=gatoskilo_local_html_batch; retailer_sources_accepted_for_needs_review=true; human_qa_required_before_recommendation=true; canonical_formula_level_row=true; pack_size_seen=9.7kg; label_energy_used=true; label_ash_used=true; source_file=C:\Users\NIOstb\Desktop\photo_foods_nutritail\gatoskilo htmls part 1\Acana Prairie Poultry 9.7kg - Gatoskilo.html; pack_sizes_seen=9.7kg,acana-prairie-poultry-dog-dry-gr-gatoskilo,064992560119,false
Acana,Wild Coast,Acana Wild Coast 9.7kg,dog,dry,puppy,,,,dog;dry;puppy;salmon;fish;pork;barley;pea;oat,"Ωμός σολομός (22%), αφυδατωμένη ρέγγα (19%), αποφλοιωμένο κριθάρι, ολόκληρος αρακάς, πλιγούρι βρώμης, χοιρινό λίπος (8%), βρώμη, ίνες ρεβιθιού, ιχθυέλαιο (1%), ανθρακικό ασβέστιο, χλωριούχο κάλιο, αποξηραμένα φύκια, αλάτι, αποξηραμένη ρίζα κιχωρίου, φρέσκια ολόκληρη κολοκύθα, φρέσκια ολόκληρη κίτρινη κολοκύθα, φρέσκα ολόκληρα καρότα, φρέσκα ολόκληρα μήλα, φρέσκα ολόκληρα αχλάδια,φρέσκο ολόκληρο κολοκύθι, φρέσκο kale, φρέσκο σπανάκι, φρέσκα φύλλα γογγυλιού, φρέσκα φύλλα παντζαριού, ολόκληρα κράνμπερι, ολόκληρα μύρτιλα, ολόκληρα μούρα Saskatoon, κουρκουμάς, γαϊδουράγκαθο, ρίζα λάππας, λεβάντα, ρίζα μολόχας, καρποί αγριοτριανταφυλλιάς.","[""Ωμός σολομός (22%)"",""αφυδατωμένη ρέγγα (19%)"",""αποφλοιωμένο κριθάρι"",""ολόκληρος αρακάς"",""πλιγούρι βρώμης"",""χοιρινό λίπος (8%)"",""βρώμη"",""ίνες ρεβιθιού"",""ιχθυέλαιο (1%)"",""ανθρακικό ασβέστιο"",""χλωριούχο κάλιο"",""αποξηραμένα φύκια"",""αλάτι"",""αποξηραμένη ρίζα κιχωρίου"",""φρέσκια ολόκληρη κολοκύθα"",""φρέσκια ολόκληρη κίτρινη κολοκύθα"",""φρέσκα ολόκληρα καρότα"",""φρέσκα ολόκληρα μήλα"",""φρέσκα ολόκληρα αχλάδια"",""φρέσκο ολόκληρο κολοκύθι"",""φρέσκο kale"",""φρέσκο σπανάκι"",""φρέσκα φύλλα γογγυλιού"",""φρέσκα φύλλα παντζαριού"",""ολόκληρα κράνμπερι"",""ολόκληρα μύρτιλα"",""ολόκληρα μούρα Saskatoon"",""κουρκουμάς"",""γαϊδουράγκαθο"",""ρίζα λάππας"",""λεβάντα"",""ρίζα μολόχας"",""καρποί αγριοτριανταφυλλιάς""]",salmon;fish;pork,barley;pea;oat,fat;oil,,"(ανά kg) Τεχνολογικά πρόσθετα: 1b306(i) Εκχύλισμα τοκοφερόλης από φυτικά έλαια: 110 mg, 1a330 κιτρικό οξύ: 40 mg. Αισθητήρια πρόσθετα: Εκχύλισμα δενδρολίβανου: 75mg. Θρεπτικά πρόσθετα: 3a890 Χλωριούχος χολίνη (χολίνη): 350 mg, 3a370 Ταυρίνη: 400 mg, 3b612 (Ψευδάργυρος: 80mg), 3b407 (Χαλκός: 11 mg), 3a821 Βιταμίνη Β1: 100 mg, 3a825i Βιταμίνη Β2: 20 mg, 3a314 Νιασίνη: 200 mg, 3a841 D-παντοθενικό ασβέστιο: 60 mg, 3a831 Βιταμίνη Β6: 35 mg, 3a316 Φολικό οξύ: 7 mg, 3a835 Βιταμίνη Β12: 0,2 mg, 3a672a Βιταμίνη Α: 6000 IU, 3a671 Βιταμίνη D3: 800 IU, 3a700 Βιταμίνη E: 330 IU, 3a300 Ασκορβικό οξύ: 0,15 mg. Ζωοτεχνικά πρόσθετα: 4b1707 Enterococcus faecium DSM 10663/NCIMB 10415: 1x109 CFU.","Μην ξεχνάτε! Κάθε σκύλος είναι διαφορετικός και η ποσότητα παρεχόμενης τροφής είναι πιθανό να αλλάζει με βάση την ηλικία και τον τρόπο ζωής του. Χρησιμοποιήστε την συνιστώμενη δόση σαν οδηγό, παρακολουθείστε το βάρος του και προσαρμόστε ανάλογα τις ποσότητες για τον μικρό μας φίλο. Ταΐστε τον δύο φορές την ημέρα, έχοντας πάντα δίπλα του φρέσκο, καθαρό νερό! Οδηγίες Μετάβασης Εάν ταΐζετε το σκυλάκι σας για πρώτη φορά Acana συνίσταται να περάσετε από μία μεταβατική περίοδο αλλαγής της τροφής του, διάρκειας 7 έως 10 ημερών. Ξεκινήστε με 25% της νέας τροφής και 75% της παλιάς. Σταδιακά αυξήστε την ποσότητα της καινούργιας τροφής μέχρι να φτάσετε να τον ταΐζετε με αυτή εξολοκλήρου. Οδηγίες Ταΐσματος Βάρος Σκύλου Ενεργητικός Φυσιολογικός 2kg 40gr 30gr 5kg 120gr 60gr 10kg 180gr 120gr 20kg 280gr 180gr 30kg 390gr 240gr 40kg 480gr 320gr 50kg 560gr 360gr Για κουτάβια 1.5 - 3 μηνών - 2 φορές η ποσότητα για ενήλικους σκύλους 3 - 6 μηνών - 1.5 φορά η ποσότητα για ενήλικους σκύλους 6 - 12 μηνών - 1 και 1/4 η ποσότητα για ενήλικους σκύλους Για εγκυμονούσες σκυλίτσες Αυξήστε τη δόση κατά 25% - 50% Για θηλάζουσες σκυλίτσες Ταΐστε τη σκυλίτσα σας όσο θέλει! Βάρος Σκύλου: Ενεργητικός: Φυσιολογικός; 2kg: 40gr: 30gr; 5kg: 120gr: 60gr; 10kg: 180gr: 120gr; 20kg: 280gr: 180gr; 30kg: 390gr: 240gr; 40kg: 480gr: 320gr; 50kg: 560gr: 360gr",344.3,3443,27,2.6,5,7.5,12,1.2,0.9,,,,1.1,2.6,0.4,0.3,,400,,,,,800,0.15,,80,11,,,,needs_review,https://www.gatoskilo.gr/ksira-trofi-skyloy/23955-acana-wild-coast-97kg.html,retailer,market=GR; basis=as-fed; source_tier=retailer; source_group=gatoskilo_local_html_batch; retailer_sources_accepted_for_needs_review=true; human_qa_required_before_recommendation=true; canonical_formula_level_row=true; pack_size_seen=9.7kg; label_energy_used=true; label_ash_used=true; source_file=C:\Users\NIOstb\Desktop\photo_foods_nutritail\gatoskilo htmls part 1\Acana Wild Coast 9.7kg - Gatoskilo.html; pack_sizes_seen=9.7kg,acana-wild-coast-dog-dry-gr-gatoskilo,064992562120,false
Farmina,Vet Life Cat Diabetic,Farmina Vet Life Cat Diabetic 400gr,cat,dry,,,,weight_control,cat;dry;weight_control;chicken;fish;pork;corn;pea;oat,"Αφυδατωμένο κρέας κοτόπουλου, γλουτένη καλαμποκιού, αφυδατωμένο χοιρινό κρέας, βρώμη, σπέλτα, υδρολυμένες ζωικές πρωτεΐνες, ζωικό λίπος, ίνα μπιζελιού, αφυδατωμένο κρέας ψαριού, αφυδατωμένα ολόκληρα αυγά, ιχθυέλαιο, αποξηραμένος πολτός τεύτλων, λιναρόσπορος, χλωριούχο κάλιο, φυτικά έλαια, ινουλίνη, φρούκτο-ολιγοσακχαρίτες, μάννανο-ολιγοσακχαρίτες, ψύλλιο, χλωριούχο νάτριο, κιτρικό κάλιο, διένυδρο θειικό ασβέστιο, θειική χονδροϊτίνη, γλυκοζαμίνη, εκχύλισμα καλέντουλας (πηγή λουτεΐνης). Πηγή υδατανθράκων: βρώμη, σπέλτα.","[""Αφυδατωμένο κρέας κοτόπουλου"",""γλουτένη καλαμποκιού"",""αφυδατωμένο χοιρινό κρέας"",""βρώμη"",""σπέλτα"",""υδρολυμένες ζωικές πρωτεΐνες"",""ζωικό λίπος"",""ίνα μπιζελιού"",""αφυδατωμένο κρέας ψαριού"",""αφυδατωμένα ολόκληρα αυγά"",""ιχθυέλαιο"",""αποξηραμένος πολτός τεύτλων"",""λιναρόσπορος"",""χλωριούχο κάλιο"",""φυτικά έλαια"",""ινουλίνη"",""φρούκτο-ολιγοσακχαρίτες"",""μάννανο-ολιγοσακχαρίτες"",""ψύλλιο"",""χλωριούχο νάτριο"",""κιτρικό κάλιο"",""διένυδρο θειικό ασβέστιο"",""θειική χονδροϊτίνη"",""γλυκοζαμίνη"",""εκχύλισμα καλέντουλας (πηγή λουτεΐνης). Πηγή υδατανθράκων: βρώμη""]",chicken;fish;pork,corn;pea;oat,fat;oil,beet pulp;mos;psyllium,"Θρεπτικές πρόσθετες ύλες: Βιταμίνη Α 15000ΙU, Βιταμίνη D3 1000IU, Βιταμίνη Ε 550mg, Βιταμίνη C 250mg, Νιασίνη 125mg, παντοθενικό οξύ 42mg, Βιταμίνη Β2 17mg, Βιταμίνη Β6 7mg, Βιταμίνη Β1 8mg, Βιταμίνη Η 1.3mg, φολικό οξύ 1.3mg, Βιταμίνη Β12 0.08mg, χλωριούχος χολίνη 2500mg, βήτα-καροτίνη 1.5mg, χηλικό ψευδάργυρο ανάλογης μεθειονίνης υδροξυλάσης 725mg, χηλικό μαγγάνιο της ανάλογης υδροξυλάσης μεθειονίνης 385mg, σιδηρούχα χηλική ένωση ένυδρου γλυκίνης 185mg, χηλικός χαλκός της ανάλογης μεθειονίνης υδροξυλάσης 60mg, σεληνιομεθειονίνη 60mg, άνυδρο ιωδιούχο ασβέστιο 2.4mg, L-Λυσίνη HCI 4000mg, DL-Μεθειονίνη 3500mg, L-Τρυπτοφάνη 3000mg, Ταυρίνη 2500mg, L-Καρνιτίνη 550mg. Τεχνολογικές πρόσθετες ύλες: μικρό-κρυσταλλική κυτταρίνη. Αντιοξειδωτικά: εκχυλίσματα πλούσια σε τοκοφερόλες φυσικής προέλευσης 10mg.","Μην ξεχνάτε! Κάθε γάτα είναι διαφορετική και η ποσότητα παρεχόμενης τροφής είναι πιθανό να αλλάζει με βάση την ηλικία και τον τρόπο ζωής της. Χρησιμοποιήστε την συνιστώμενη δόση σαν οδηγό, παρακολουθείστε το βάρος της και προσαρμόστε ανάλογα τις ποσότητες για τη μικρή μας φίλη. Ταΐστε την δύο φορές την ημέρα, έχοντας πάντα δίπλα της φρέσκο, καθαρό νερό! Οδηγίες Μετάβασης Εάν ταΐζετε τη γατούλα σας για πρώτη φορά με τη συγκεκριμένη τροφούλα συνίσταται να περάσετε από μία μεταβατική περίοδο αλλαγής της τροφής της, διάρκειας 7 έως 10 ημερών. Ξεκινήστε με 25% της νέας τροφής και 75% της παλιάς. Σταδιακά αυξήστε την ποσότητα της καινούργιας τροφής μέχρι να φτάσετε να την ταΐζετε με αυτή εξολοκλήρου. Δοσολογία Βάρος Γάτας Συνιστώμενη Ημερήσια Δόση 2kg 27-45gr 3kg 35-60gr 4kg 45-72gr 5kg 50-85gr 6kg 58-95gr Βάρος Γάτας: Συνιστώμενη Ημερήσια Δόση; 2kg: 27-45gr; 3kg: 35-60gr; 4kg: 45-72gr; 5kg: 50-85gr; 6kg: 58-95gr",350.3,3503,46,2,4.6,7.9,,1.2,0.98,0.4,0.09,0.65,,,0.15,0.1,,2500,550,,,,1000,,,,60,385,,,needs_review,https://www.gatoskilo.gr/kliniki-ksiri-trofi-gatas/21726-farmina-vet-life-cat-diabetic-400gr.html,retailer,market=GR; basis=as-fed; source_tier=retailer; source_group=gatoskilo_local_html_batch; retailer_sources_accepted_for_needs_review=true; human_qa_required_before_recommendation=true; canonical_formula_level_row=true; pack_size_seen=400gr; label_energy_used=true; label_ash_used=true; source_file=C:\Users\NIOstb\Desktop\photo_foods_nutritail\gatoskilo htmls part 1\Farmina Vet Life Cat Diabetic 400gr - Gatoskilo.html; pack_sizes_seen=400gr,farmina-vet-life-cat-diabetic-cat-dry-gr-gatoskilo,8010276025173,false
Farmina,Vet Life Cat GastroIntestinal,Farmina Vet Life Cat GastroIntestinal 5kg,cat,dry,,,,gastrointestinal,cat;dry;gastrointestinal;chicken;fish;rice;corn;pea,"Αφυδατωμένο κρέας κοτόπουλου, ρύζι, ζωικό λίπος, γλουτένη καλαμποκιού, λιναρόσπορος, σπέλτα, υδρολυμένες ζωικές πρωτεΐνες, αφυδατωμένο ψάρι, αποξηραμένος πολτός τεύτλων, ιχθυέλαιο, αφυδατωμένα ολόκληρα αυγά, ίνα μπιζελιού, φυτικά έλαια, σπόροι ψυλλίου, χλωριούχο κάλιο, αποξηραμένη μαγιά μπύρας, ινουλίνη (0.6%), φρούκτο-ολιγοσακχαρίτες (0.6%), μάννανο-ολιγοσακχαρίτες (0.6%), χλωριούχο νάτριο, φωσφορικό μονό-νάτριο, διένυδρο θειικό ασβέστιο, εκχυλίσματα καλέντουλας (πηγή λουτεΐνης). Πηγή κολλωδών ουσιών: σπόροι ψυλλίου.","[""Αφυδατωμένο κρέας κοτόπουλου"",""ρύζι"",""ζωικό λίπος"",""γλουτένη καλαμποκιού"",""λιναρόσπορος"",""σπέλτα"",""υδρολυμένες ζωικές πρωτεΐνες"",""αφυδατωμένο ψάρι"",""αποξηραμένος πολτός τεύτλων"",""ιχθυέλαιο"",""αφυδατωμένα ολόκληρα αυγά"",""ίνα μπιζελιού"",""φυτικά έλαια"",""σπόροι ψυλλίου"",""χλωριούχο κάλιο"",""αποξηραμένη μαγιά μπύρας"",""ινουλίνη (0.6%)"",""φρούκτο-ολιγοσακχαρίτες (0.6%)"",""μάννανο-ολιγοσακχαρίτες (0.6%)"",""χλωριούχο νάτριο"",""φωσφορικό μονό-νάτριο"",""διένυδρο θειικό ασβέστιο"",""εκχυλίσματα καλέντουλας (πηγή λουτεΐνης). Πηγή κολλωδών ουσιών: σπόροι ψυλλίου""]",chicken;fish,rice;corn;pea,fat;oil,beet pulp;mos;psyllium,"Θρεπτικές πρόσθετες ύλες: Βιταμίνη Α 22000ΙU, Βιταμίνη D3 1500IU, Βιταμίνη Ε 600mg, Βιταμίνη C 300mg, Νιασίνη 150mg, παντοθενικό οξύ 50mg, Βιταμίνη Β2 20mg, Βιταμίνη Β6 8mg, Βιταμίνη Β1 12mg, Βιταμίνη Η 1.5mg, φολικό οξύ 1.5mg, Βιταμίνη Β12 0.10mg, χλωριούχος χολίνη 3000mg, βήτα-καροτίνη 1.5mg, χηλικό ψευδάργυρο ανάλογης μεθειονίνης υδροξυλάσης 725mg, χηλικό μαγγάνιο της ανάλογης υδροξυλάσης μεθειονίνης 385mg, σιδηρούχα χηλική ένωση ένυδρου γλυκίνης 185mg, χηλικός χαλκός της ανάλογης μεθειονίνης υδροξυλάσης 60mg, σεληνιομεθειονίνη 60mg, άνυδρο ιωδιούχο ασβέστιο 2.4mg, DL-Μεθειονίνη 7000mg, Ταυρίνη 2500mg, L-Καρνιτίνη 500mg. Τεχνολογικές πρόσθετες ύλες: μικροκρυσταλλική κυτταρίνη. Αντιοξειδωτικά: εκχυλίσματα πλούσια σε τοκοφερόλες φυσικής προέλευσης 10mg.","Μην ξεχνάτε! Κάθε γάτα είναι διαφορετική και η ποσότητα παρεχόμενης τροφής είναι πιθανό να αλλάζει με βάση την ηλικία και τον τρόπο ζωής της. Χρησιμοποιήστε την συνιστώμενη δόση σαν οδηγό, παρακολουθείστε το βάρος της και προσαρμόστε ανάλογα τις ποσότητες για τη μικρή μας φίλη. Ταΐστε την δύο φορές την ημέρα, έχοντας πάντα δίπλα της φρέσκο, καθαρό νερό! Οδηγίες Μετάβασης Εάν ταΐζετε τη γατούλα σας για πρώτη φορά με τη συγκεκριμένη τροφούλα συνίσταται να περάσετε από μία μεταβατική περίοδο αλλαγής της τροφής της, διάρκειας 7 έως 10 ημερών. Ξεκινήστε με 25% της νέας τροφής και 75% της παλιάς. Σταδιακά αυξήστε την ποσότητα της καινούργιας τροφής μέχρι να φτάσετε να την ταΐζετε με αυτή εξολοκλήρου. Δοσολογία Βάρος Γάτας Συνιστώμενη Ημερήσια Δόση 2kg 22-38gr 3kg 30-50gr 4kg 36-60gr 5kg 42-70gr 6kg 48-78gr Βάρος Γάτας: Συνιστώμενη Ημερήσια Δόση; 2kg: 22-38gr; 3kg: 30-50gr; 4kg: 36-60gr; 5kg: 42-70gr; 6kg: 48-78gr",405,4050,33,3.3,1.7,7.3,,1,0.9,0.5,0.09,0.9,,,0.3,0.15,,2500,500,,,,1500,,,,60,385,,,needs_review,https://www.gatoskilo.gr/kliniki-ksiri-trofi-gatas/21703-farmina-vet-life-cat-gastrointestinal-5kg.html,retailer,market=GR; basis=as-fed; source_tier=retailer; source_group=gatoskilo_local_html_batch; retailer_sources_accepted_for_needs_review=true; human_qa_required_before_recommendation=true; canonical_formula_level_row=true; pack_size_seen=5kg; label_energy_used=true; label_ash_used=true; source_file=C:\Users\NIOstb\Desktop\photo_foods_nutritail\gatoskilo htmls part 1\Farmina Vet Life Cat GastroIntestinal 5kg - Gatoskilo.html; pack_sizes_seen=5kg,farmina-vet-life-cat-gastrointestinal-cat-dry-gr-gatoskilo,8010276031853,false
Farmina,Vet Life Cat Hepatic,Farmina Vet Life Cat Hepatic 2kg,cat,dry,,,,hepatic,cat;dry;hepatic;chicken;fish;rice;corn;oat,"Σπέλτα, γλουτένη καλαμποκιού, υδρολυμένες πρωτεΐνες ψαριού, βρώμη, ζωικό λίπος, ιχθυέλαιο, αφυδατωμένο κρέας κοτόπουλου, ανθρακικό ασβέστιο, λιναρόσπορος, χλωριούχο κάλιο, άμυλο ρυζιού, αποξηραμένος πολτός τεύτλων, φρούκτο-ολιγοσακχαρίτες (FOS), εκχύλισμα ολιγοσακχαριτών με βάση τη μαννόζη από το σακχαρομύκητα cerevisiae, χλωριούχο νάτριο, αποξηραμένη μαγιά μπύρας, εκχύλισμα καλέντουλας (πηγή λουτεΐνης). Πηγή πρωτεϊνών: γλουτένη καλαμποκιού, υδρολυμένες πρωτεΐνες ψαριού, αφυδατωμένο κρέας κοτόπουλου.","[""Σπέλτα"",""γλουτένη καλαμποκιού"",""υδρολυμένες πρωτεΐνες ψαριού"",""βρώμη"",""ζωικό λίπος"",""ιχθυέλαιο"",""αφυδατωμένο κρέας κοτόπουλου"",""ανθρακικό ασβέστιο"",""λιναρόσπορος"",""χλωριούχο κάλιο"",""άμυλο ρυζιού"",""αποξηραμένος πολτός τεύτλων"",""φρούκτο-ολιγοσακχαρίτες (FOS)"",""εκχύλισμα ολιγοσακχαριτών με βάση τη μαννόζη από το σακχαρομύκητα cerevisiae"",""χλωριούχο νάτριο"",""αποξηραμένη μαγιά μπύρας"",""εκχύλισμα καλέντουλας (πηγή λουτεΐνης). Πηγή πρωτεϊνών: γλουτένη καλαμποκιού""]",chicken;fish,rice;corn;oat,fat;oil,beet pulp;fos,"Θρεπτικές πρόσθετες ύλες: Βιταμίνη Α 15000ΙU, Βιταμίνη D3 900IU, Βιταμίνη Ε 900mg, Βιταμίνη C 150mg, Νιασίνη 38mg, παντοθενικό οξύ 15mg, Βιταμίνη Β2 7.5mg, Βιταμίνη Β6 6mg, Βιταμίνη Β1 4.5mg, Βιταμίνη Η 0.4mg, φολικό οξύ 0.45mg, Βιταμίνη Β12 0.06mg, χλωριούχος χολίνη 2800mg, βήτα-καροτίνη 1.5mg, χηλικό ψευδάργυρο ανάλογης μεθειονίνης υδροξυλάσης 1060mg, χηλικό μαγγάνιο της ανάλογης υδροξυλάσης μεθειονίνης 400mg, σιδηρούχα χηλική ένωση ένυδρου γλυκίνης 185mg, χηλικός χαλκός της ανάλογης μεθειονίνης υδροξυλάσης 11mg, σεληνιομεθειονίνη 68mg, άνυδρο ιωδιούχο ασβέστιο 2.4mg, L-Λυσίνη HCI 4500mg, DL-Μεθειονίνη 6000mg, Ταυρίνη 4800mg, L-Καρνιτίνη 650mg. Αντιοξειδωτικά: εκχυλίσματα πλούσια σε τοκοφερόλες φυσικής προέλευσης 10mg.","Μην ξεχνάτε! Κάθε γάτα είναι διαφορετική και η ποσότητα παρεχόμενης τροφής είναι πιθανό να αλλάζει με βάση την ηλικία και τον τρόπο ζωής της. Χρησιμοποιήστε την συνιστώμενη δόση σαν οδηγό, παρακολουθείστε το βάρος της και προσαρμόστε ανάλογα τις ποσότητες για τη μικρή μας φίλη. Ταΐστε την δύο φορές την ημέρα, έχοντας πάντα δίπλα της φρέσκο, καθαρό νερό! Οδηγίες Μετάβασης Εάν ταΐζετε τη γατούλα σας για πρώτη φορά με τη συγκεκριμένη τροφούλα συνίσταται να περάσετε από μία μεταβατική περίοδο αλλαγής της τροφής της, διάρκειας 7 έως 10 ημερών. Ξεκινήστε με 25% της νέας τροφής και 75% της παλιάς. Σταδιακά αυξήστε την ποσότητα της καινούργιας τροφής μέχρι να φτάσετε να την ταΐζετε με αυτή εξολοκλήρου. Δοσολογία Βάρος Γάτας Συνιστώμενη Ημερήσια Δόση 2kg 24-40gr 3kg 32-52gr 4kg 38-64gr 5kg 45-75gr 6kg 50-82gr Βάρος Γάτας: Συνιστώμενη Ημερήσια Δόση; 2kg: 24-40gr; 3kg: 32-52gr; 4kg: 38-64gr; 5kg: 45-75gr; 6kg: 50-82gr",397.2,3972,26,4.1,2.2,6.9,,0.85,0.65,0.4,0.075,0.7,,,0.25,0.18,,4800,650,,,,900,,,,11,400,,,needs_review,https://www.gatoskilo.gr/kliniki-ksiri-trofi-gatas/21732-farmina-vet-life-cat-hepatic-2kg.html,retailer,market=GR; basis=as-fed; source_tier=retailer; source_group=gatoskilo_local_html_batch; retailer_sources_accepted_for_needs_review=true; human_qa_required_before_recommendation=true; canonical_formula_level_row=true; pack_size_seen=2kg; label_energy_used=true; label_ash_used=true; source_file=C:\Users\NIOstb\Desktop\photo_foods_nutritail\gatoskilo htmls part 1\Farmina Vet Life Cat Hepatic 2kg - Gatoskilo.html; pack_sizes_seen=2kg,farmina-vet-life-cat-hepatic-cat-dry-gr-gatoskilo,8010276030399,false
