brand,formula_name,display_name,species,format,life_stage,dog_size,breed_target,medical_tags,commercial_tags,ingredient_text,ingredients,primary_animal_proteins,carbohydrate_sources,fat_sources,fiber_sources,additives_text,feeding_guide_text,kcal_per_100g,kcal_per_kg,protein_percent,fat_percent,fiber_percent,ash_percent,moisture_percent,calcium_percent,phosphorus_percent,sodium_percent,magnesium_percent,potassium_percent,omega3_percent,omega6_percent,dha_percent,epa_percent,epa_dha_percent,taurine_mgkg,l_carnitine_mgkg,glucosamine_mgkg,chondroitin_mgkg,vitamin_a_iukg,vitamin_d3_iukg,vitamin_e_mgkg,iron_mgkg,zinc_mgkg,copper_mgkg,manganese_mgkg,iodine_mgkg,selenium_mgkg,data_quality_status,data_source_url,source_priority,source_notes,formula_key,ean
Royal Canin,Veterinary SENSITIVITY CONTROL,Royal Canin Veterinary SENSITIVITY CONTROL,dog,dry,adult,all,,allergy;gi_support,dog;dry;veterinary;sensitive_digestion;allergy;duck;tapioca,"Ταπιόκα, αφυδατωμένο κρέας πάπιας, υδρολυμένες πρωτεΐνες πουλερικών, φυτικές ίνες, ζωικά λίπη, πούλπα σακχαροτεύτλων, ιχθυέλαιο, έλαιο σόγιας, ψύλλιο (σπόροι με φλοιό), μεταλλικά άλατα, φρουκτοολιγοσακχαρίτες, εκχύλισμα ταγίτη (πηγή λουτεΐνης). ΠΡΟΣΘΕΤΕΣ ΥΛΕΣ (ανά kg):","[""Ταπιόκα"",""αφυδατωμένο κρέας πάπιας"",""υδρολυμένες πρωτεΐνες πουλερικών"",""φυτικές ίνες"",""ζωικά λίπη"",""πούλπα σακχαροτεύτλων"",""ιχθυέλαιο"",""έλαιο σόγιας"",""ψύλλιο (σπόροι με φλοιό)"",""μεταλλικά άλατα"",""φρουκτοολιγοσακχαρίτες"",""εκχύλισμα ταγίτη (πηγή λουτεΐνης). ΠΡΟΣΘΕΤΕΣ ΥΛΕΣ (ανά kg):""]",αφυδατωμένο κρέας πάπιας;υδρολυμένες πρωτεΐνες πουλερικών,Ταπιόκα;έλαιο σόγιας,ζωικά λίπη;ιχθυέλαιο;έλαιο σόγιας,φυτικές ίνες;πούλπα σακχαροτεύτλων;ψύλλιο (σπόροι με φλοιό),"Βιταμίνη A: 25000 IU, Βιταμίνη D3: 800 IU, E1 (Σίδηρος): 41 mg, E2 (Ιώδιο): 2,8 mg, E4 (Χαλκός): 10 mg, E5 (Μαγγάνιο): 54 mg, E6 (Ψευδάργυρος): 203 mg, E8 (Σελήνιο): 0,1 mg, Συντηρητικά, Αντιοξειδωτικά.",,321.2,3211.5,21,9,4.4,7.2,9.5,1.48,0.91,,,,0.68,1.98,,,,,,,,,,,,,,,,,needs_review,,unknown,market=GR; basis=as-fed; source_tier=uploaded_document; source_document=C:/Users/NIOstb/Desktop/photo_foods_nutritail/Περιγραφές Vet Eshop.docx; source_code=017113; official_url_required=true; duplicate_blocks_skipped=0; Auto-extracted from Περιγραφές Vet Eshop.docx; verify against official veterinary diet source or label before import.,royal-canin-veterinary-sensitivity-control-dog-dry-gr-document,
Royal Canin,Veterinary GASTRO INTESTINAL PUPPY DOG,Royal Canin Veterinary GASTRO INTESTINAL PUPPY DOG,dog,dry,puppy,all,,gi_support,dog;dry;veterinary;sensitive_digestion;puppy;rice;corn,"ρύζι, αφυδατωμένο κρέας πουλερικών, ζωικά λίπη, καλαμπόκι, αφυδατωμένη πρωτεΐνη χοιρινού, γλουτένη σιταριού*, υδρολυμένες ζωικές πρωτεΐνες, πούλπα σακχαροτεύτλων, μεταλλικά άλατα, σκόνη αυγού, έλαιο σόγιας, ιχθυέλαιο, ζύμες, ψύλλιο (σπόροι με φλοιό), φρουκτοολιγοσακχαρίτες, εκχύλισμα μαγιάς (πηγή ολιγοσακχαριτών μαννάνης), εκχύλισμα ταγίτη (πηγή λουτεΐνης).","[""ρύζι"",""αφυδατωμένο κρέας πουλερικών"",""ζωικά λίπη"",""καλαμπόκι"",""αφυδατωμένη πρωτεΐνη χοιρινού"",""γλουτένη σιταριού*"",""υδρολυμένες ζωικές πρωτεΐνες"",""πούλπα σακχαροτεύτλων"",""μεταλλικά άλατα"",""σκόνη αυγού"",""έλαιο σόγιας"",""ιχθυέλαιο"",""ζύμες"",""ψύλλιο (σπόροι με φλοιό)"",""φρουκτοολιγοσακχαρίτες"",""εκχύλισμα μαγιάς (πηγή ολιγοσακχαριτών μαννάνης)"",""εκχύλισμα ταγίτη (πηγή λουτεΐνης)""]",αφυδατωμένο κρέας πουλερικών;αφυδατωμένη πρωτεΐνη χοιρινού;σκόνη αυγού,ρύζι;καλαμπόκι;έλαιο σόγιας,ζωικά λίπη;έλαιο σόγιας;ιχθυέλαιο,πούλπα σακχαροτεύτλων;ψύλλιο (σπόροι με φλοιό),"Θρεπτικές πρόσθετες ύλες: Βιταμίνη A: 11400 IU, Βιταμίνη D3: 1000 IU, E1 (Σίδηρος): 43 mg, E2 (Ιώδιο): 3,3 mg, E4 (Χαλκός): 10 mg, E5 (Μαγγάνιο): 56 mg, E6 (Ψευδάργυρος): 183 mg, E8 (Σελήνιο): 0,08 mg, Συντηρητικά, Αντιοξειδωτικά.",,423,4230,29,22,1.2,8.2,,,,0.4,,0.8,0.74,4.21,,,,,,,,,,,,,,,,,needs_review,,unknown,market=GR; basis=as-fed; source_tier=uploaded_document; source_document=C:/Users/NIOstb/Desktop/photo_foods_nutritail/Περιγραφές Vet Eshop.docx; source_code=017109; official_url_required=true; duplicate_blocks_skipped=0; Auto-extracted from Περιγραφές Vet Eshop.docx; verify against official veterinary diet source or label before import.,royal-canin-veterinary-gastro-intestinal-puppy-dog-dog-dry-gr-document,
Royal Canin,Veterinary GASTRO INTESTINAL DOG,Royal Canin Veterinary GASTRO INTESTINAL DOG,dog,dry,adult,all,,gi_support,dog;dry;veterinary;sensitive_digestion;rice;corn,"ρύζι, αφυδατωμένο κρέας πουλερικών, ζωικά λίπη, καλαμπόκι, υδρολυμένες ζωικές πρωτεΐνες, ζύμες, σκόνη αυγού, πούλπα σακχαροτεύτλων, έλαιο σόγιας, μεταλλικά άλατα, φυτικές ίνες, ιχθυέλαιο, φρουκτοολιγοσακχαρίτες, ψύλλιο (σπόροι με φλοιό), εκχύλισμα μαγιάς (πηγή ολιγοσακχαριτών μαννάνης), εκχύλισμα ταγίτη (πηγή λουτεΐνης).","[""ρύζι"",""αφυδατωμένο κρέας πουλερικών"",""ζωικά λίπη"",""καλαμπόκι"",""υδρολυμένες ζωικές πρωτεΐνες"",""ζύμες"",""σκόνη αυγού"",""πούλπα σακχαροτεύτλων"",""έλαιο σόγιας"",""μεταλλικά άλατα"",""φυτικές ίνες"",""ιχθυέλαιο"",""φρουκτοολιγοσακχαρίτες"",""ψύλλιο (σπόροι με φλοιό)"",""εκχύλισμα μαγιάς (πηγή ολιγοσακχαριτών μαννάνης)"",""εκχύλισμα ταγίτη (πηγή λουτεΐνης)""]",αφυδατωμένο κρέας πουλερικών;σκόνη αυγού,ρύζι;καλαμπόκι;έλαιο σόγιας,ζωικά λίπη;έλαιο σόγιας;ιχθυέλαιο,πούλπα σακχαροτεύτλων;φυτικές ίνες;ψύλλιο (σπόροι με φλοιό),"1,9%, EPA/DHA: 0,31%, Ω3 λιπαρά οξέα: 0,85%, Ω6 λιπαρά οξέα: 4,28%, Νάτριο: 0,43%, Κάλιο: 0,65%. Συνθεση: ρύζι, αφυδατωμένο κρέας πουλερικών, ζωικά λίπη, καλαμπόκι, υδρολυμένες ζωικές πρωτεΐνες, ζύμες, σκόνη αυγού, πούλπα σακχαροτεύτλων, έλαιο σόγιας, μεταλλικά άλατα, φυτικές ίνες, ιχθυέλαιο, φρουκτοολιγοσακχαρίτες, ψύλλιο (σπόροι με φλοιό), εκχύλισμα μαγιάς (πηγή ολιγοσακχαριτών μαννάνης), εκχύλισμα ταγίτη (πηγή λουτεΐνης). Διατροφικές πρόσθετες ύλες: Βιταμίνη A: 16500 IU, Βιταμίνη D3: 1000 IU, Σίδηρος (3b103): 41 mg, Ιώδιο (3b201, 3b202): 4,1 mg, Χαλκός (3b405, 3b406): 12 mg, Μαγγάνιο (3b502, 3b504): 53 mg, Ψευδάργυρος (3b603, 3b605, 3b606): 129 mg, Σελήνιο (3b801, 3b811, 3b812): 0,07 mg, Τεχνολογικές πρόσθετες ύλες: Κλινοπτιλόλιθος ιζηματογενούς προέλευσης: 5 g, Συντηρητικά, Αντιοξειδωτικά.",,,,25,20,,6.6,,,,,,,,,,,0.31,,,,,,,,,,,,,,needs_review,,unknown,market=GR; basis=as-fed; source_tier=uploaded_document; source_document=C:/Users/NIOstb/Desktop/photo_foods_nutritail/Περιγραφές Vet Eshop.docx; source_code=017063; official_url_required=true; duplicate_blocks_skipped=2; Auto-extracted from Περιγραφές Vet Eshop.docx; verify against official veterinary diet source or label before import.; epa_dha_percent_from_combined_label=true,royal-canin-veterinary-gastro-intestinal-dog-dog-dry-gr-document,
Royal Canin,Veterinary SATIETY SMALL DOG,Royal Canin Veterinary SATIETY SMALL DOG,dog,dry,adult,small,,obesity,dog;dry;veterinary;weight_control;corn;tapioca,"αφυδατωμένη πρωτεΐνη πουλερικών, φυτικές ίνες, γλουτένη σιταριού*, ταπιόκα, γλουτένη καλαμποκιού, υδρολυμένες ζωικές πρωτεΐνες, πούλπα κιχωρίου, καλαμπόκι, σιτάρι, ζωικά λίπη, ψύλλιο (σπόροι με φλοιό), μεταλλικά άλατα, ιχθυέλαιο, άλας λιπαρών οξέων, φρουκτοολιγοσακχαρίτες, υδρολυμένα οστρακόδερμα (πηγή γλυκοζαμίνης), εκχύλισμα ταγίτη (πηγή λουτεΐνης), υδρολυμένος χόνδρος (πηγή χονδροϊτίνης).","[""αφυδατωμένη πρωτεΐνη πουλερικών"",""φυτικές ίνες"",""γλουτένη σιταριού*"",""ταπιόκα"",""γλουτένη καλαμποκιού"",""υδρολυμένες ζωικές πρωτεΐνες"",""πούλπα κιχωρίου"",""καλαμπόκι"",""σιτάρι"",""ζωικά λίπη"",""ψύλλιο (σπόροι με φλοιό)"",""μεταλλικά άλατα"",""ιχθυέλαιο"",""άλας λιπαρών οξέων"",""φρουκτοολιγοσακχαρίτες"",""υδρολυμένα οστρακόδερμα (πηγή γλυκοζαμίνης)"",""εκχύλισμα ταγίτη (πηγή λουτεΐνης)"",""υδρολυμένος χόνδρος (πηγή χονδροϊτίνης)""]",αφυδατωμένη πρωτεΐνη πουλερικών,ταπιόκα;καλαμπόκι;σιτάρι,ζωικά λίπη;ιχθυέλαιο,φυτικές ίνες;πούλπα κιχωρίου;ψύλλιο (σπόροι με φλοιό),"Θρεπτικές πρόσθετες ύλες: Βιταμίνη A: 18800 IU, Βιταμίνη D3: 1000 IU, E1 (Σίδηρος): 35 mg, E2 (Ιώδιο): 3,5 mg, E4 (Χαλκός): 7 mg, E5 (Μαγγάνιο): 45 mg, E6 (Ψευδάργυρος): 136 mg, E8 (Σελήνιο): 0,06 mg, Συντηρητικά, Αντιοξειδωτικά.",,266.8,2668,30,9.5,15.5,6.7,,,,,,,,,,,,,,,,,,,,,,,,,needs_review,,unknown,market=GR; basis=as-fed; source_tier=uploaded_document; source_document=C:/Users/NIOstb/Desktop/photo_foods_nutritail/Περιγραφές Vet Eshop.docx; source_code=017099; official_url_required=true; duplicate_blocks_skipped=0; Auto-extracted from Περιγραφές Vet Eshop.docx; verify against official veterinary diet source or label before import.,royal-canin-veterinary-satiety-small-dog-dog-dry-gr-document,
Royal Canin,Veterinary SATIETY SUPPORT DOG,Royal Canin Veterinary SATIETY SUPPORT DOG,dog,dry,adult,all,,obesity,dog;dry;veterinary;weight_control;corn;tapioca,"φυτικές ίνες, αφυδατωμένο κρέας πουλερικών, γλουτένη σιταριού*, ταπιόκα, γλουτένη καλαμποκιού, υδρολυμένες ζωικές πρωτεΐνες, καλαμπόκι, σιτάρι, ζωικά λίπη, πούλπα σακχαροτεύτλων, μεταλλικά άλατα, ιχθυέλαιο, φρουκτοολιγοσακχαρίτες, έλαιο σόγιας, ψύλλιο (σπόροι με φλοιό), υδρολυμένα οστρακόδερμα (πηγή γλυκοζαμίνης), εκχύλισμα ταγίτη (πηγή λουτεΐνης), υδρολυμένος χόνδρος (πηγή χονδροϊτίνης).","[""φυτικές ίνες"",""αφυδατωμένο κρέας πουλερικών"",""γλουτένη σιταριού*"",""ταπιόκα"",""γλουτένη καλαμποκιού"",""υδρολυμένες ζωικές πρωτεΐνες"",""καλαμπόκι"",""σιτάρι"",""ζωικά λίπη"",""πούλπα σακχαροτεύτλων"",""μεταλλικά άλατα"",""ιχθυέλαιο"",""φρουκτοολιγοσακχαρίτες"",""έλαιο σόγιας"",""ψύλλιο (σπόροι με φλοιό)"",""υδρολυμένα οστρακόδερμα (πηγή γλυκοζαμίνης)"",""εκχύλισμα ταγίτη (πηγή λουτεΐνης)"",""υδρολυμένος χόνδρος (πηγή χονδροϊτίνης)""]",αφυδατωμένο κρέας πουλερικών,ταπιόκα;καλαμπόκι;σιτάρι;έλαιο σόγιας,ζωικά λίπη;ιχθυέλαιο;έλαιο σόγιας,φυτικές ίνες;πούλπα σακχαροτεύτλων;ψύλλιο (σπόροι με φλοιό),"Θρεπτικές πρόσθετες ύλες: Βιταμίνη A: 13900 IU, Βιταμίνη D3: 700 IU, E1 (Σίδηρος): 32 mg, E2 (Ιώδιο): 2,5 mg, E4 (Χαλκός): 6 mg, E5 (Μαγγάνιο): 42 mg, E6 (Ψευδάργυρος): 139 mg, E8 (Σελήνιο): 0,05 mg, Συντηρητικά, Αντιοξειδωτικά.",,286.6,2866,30,9.5,16.5,5.7,,,,,,,,,,,,,,,,,,,,,,,,,needs_review,,unknown,market=GR; basis=as-fed; source_tier=uploaded_document; source_document=C:/Users/NIOstb/Desktop/photo_foods_nutritail/Περιγραφές Vet Eshop.docx; source_code=017091; official_url_required=true; duplicate_blocks_skipped=3; Auto-extracted from Περιγραφές Vet Eshop.docx; verify against official veterinary diet source or label before import.,royal-canin-veterinary-satiety-support-dog-dog-dry-gr-document,
Royal Canin,Veterinary RENAL CANINE,Royal Canin Veterinary RENAL CANINE,dog,dry,adult,all,,renal;urinary,dog;dry;veterinary;urinary;renal;rice,"ρύζι, καλαμποκάλευρο, ζωικά λίπη, γλουτένη καλαμποκιού, απομονωμένη πρωτεΐνη σόγιας, υδρολυμένες ζωικές πρωτεΐνες, πολτός τεύτλων, μεταλλικά άλατα, σκόνη αυγού, φυτικές ίνες, ιχθυέλαιο, σογιέλαιο, φρουκτο,ολιγο,σακχαρίτες, εκχυλίσματα πράσινου τσαγιού (πηγή πολυφαινολών), εκχύλισμα κατιφέ (πηγή λουτεΐνης).","[""ρύζι"",""καλαμποκάλευρο"",""ζωικά λίπη"",""γλουτένη καλαμποκιού"",""απομονωμένη πρωτεΐνη σόγιας"",""υδρολυμένες ζωικές πρωτεΐνες"",""πολτός τεύτλων"",""μεταλλικά άλατα"",""σκόνη αυγού"",""φυτικές ίνες"",""ιχθυέλαιο"",""σογιέλαιο"",""φρουκτο"",""ολιγο"",""σακχαρίτες"",""εκχυλίσματα πράσινου τσαγιού (πηγή πολυφαινολών)"",""εκχύλισμα κατιφέ (πηγή λουτεΐνης)""]",σκόνη αυγού,ρύζι;απομονωμένη πρωτεΐνη σόγιας,ζωικά λίπη;ιχθυέλαιο;σογιέλαιο,πολτός τεύτλων;φυτικές ίνες,"Βιταμίνη Α: 11.600 IU, Βιταμίνη D3: 1000 IU, E1 (σίδηρος): 46 mg, E2 (ιώδιο): 4 mg, Ε4 (χαλκού): 11 mg, E5 (μαγγάνιο): 59 mg, E6 (ψευδάργυρος): 196 mg",,,,,18,2.2,4.3,,0.7,,0.2,0.06,0.7,,,,,,,,,,,,,,,,,,,needs_review,,unknown,market=GR; basis=as-fed; source_tier=uploaded_document; source_document=C:/Users/NIOstb/Desktop/photo_foods_nutritail/Περιγραφές Vet Eshop.docx; source_code=017101; official_url_required=true; duplicate_blocks_skipped=1; Auto-extracted from Περιγραφές Vet Eshop.docx; verify against official veterinary diet source or label before import.,royal-canin-veterinary-renal-canine-dog-dry-gr-document,
Royal Canin,Veterinary HEPATIC CANINE,Royal Canin Veterinary HEPATIC CANINE,dog,dry,adult,all,,hepatic,dog;dry;veterinary;hepatic;rice;corn,"ρύζι, καλαμπόκι, ζωικά λίπη, απομονωμένη πρωτεΐνη σόγιας*, υδρολυμένες ζωικές πρωτεΐνες, πούλπα σακχαροτεύτλων, μεταλλικά άλατα, έλαιο σόγιας, φυτικές ίνες, ιχθυέλαιο, φρουκτοολιγοσακχαρίτες, εκχύλισμα ταγίτη (πηγή λουτεΐνης).","[""ρύζι"",""καλαμπόκι"",""ζωικά λίπη"",""απομονωμένη πρωτεΐνη σόγιας*"",""υδρολυμένες ζωικές πρωτεΐνες"",""πούλπα σακχαροτεύτλων"",""μεταλλικά άλατα"",""έλαιο σόγιας"",""φυτικές ίνες"",""ιχθυέλαιο"",""φρουκτοολιγοσακχαρίτες"",""εκχύλισμα ταγίτη (πηγή λουτεΐνης)""]",,ρύζι;καλαμπόκι;απομονωμένη πρωτεΐνη σόγιας*;έλαιο σόγιας,ζωικά λίπη;έλαιο σόγιας;ιχθυέλαιο,πούλπα σακχαροτεύτλων;φυτικές ίνες,"Θρεπτικές πρόσθετες ύλες: Βιταμίνη A: 11600 IU, Βιταμίνη D3: 1000 IU, E1 (Σίδηρος): 115 mg, E2 (Ιώδιο): 4,3 mg, E5 (Μαγγάνιο): 53 mg, E6 (Ψευδάργυρος): 212 mg, E8 (Σελήνιο): 0,38 mg, Συντηρητικά, Αντιοξειδωτικά.",,404.3,4043,16,16,2,4.7,,,,0.2,,0.9,,,,,,,,,,,,,,,,,,,needs_review,,unknown,market=GR; basis=as-fed; source_tier=uploaded_document; source_document=C:/Users/NIOstb/Desktop/photo_foods_nutritail/Περιγραφές Vet Eshop.docx; source_code=017083; official_url_required=true; duplicate_blocks_skipped=1; Auto-extracted from Περιγραφές Vet Eshop.docx; verify against official veterinary diet source or label before import.,royal-canin-veterinary-hepatic-canine-dog-dry-gr-document,
Royal Canin,Veterinary VD DOG CARDIAC,Royal Canin Veterinary VD DOG CARDIAC,dog,dry,adult,all,,renal,dog;dry;veterinary;renal;cardiac;rice,"Ρύζι, αφυδατωμένο κρέας πουλερικών, καλαμποκάλευρο, ζωικά λίπη, γλουτένη καλαμποκιού, σκόνη αυγού, υδρολυμένες ζωικές πρωτεΐνες, πούλπα σακχαροτεύτλων, ιχθυέλαιο, φυτικές ίνες, μεταλλικά άλατα, έλαιο σόγιας, ζύμες, φρουκτοολιγοσακχαρίτες, εκχυλίσματα πράσινου τσαγιού (πηγή πολυφαινολών), εκχύλισμα ταγίτη (πηγή λουτεΐνης). ΠΡΟΣΘΕΤΕΣ ΥΛΕΣ (ανά kg):","[""Ρύζι"",""αφυδατωμένο κρέας πουλερικών"",""καλαμποκάλευρο"",""ζωικά λίπη"",""γλουτένη καλαμποκιού"",""σκόνη αυγού"",""υδρολυμένες ζωικές πρωτεΐνες"",""πούλπα σακχαροτεύτλων"",""ιχθυέλαιο"",""φυτικές ίνες"",""μεταλλικά άλατα"",""έλαιο σόγιας"",""ζύμες"",""φρουκτοολιγοσακχαρίτες"",""εκχυλίσματα πράσινου τσαγιού (πηγή πολυφαινολών)"",""εκχύλισμα ταγίτη (πηγή λουτεΐνης). ΠΡΟΣΘΕΤΕΣ ΥΛΕΣ (ανά kg):""]",αφυδατωμένο κρέας πουλερικών;σκόνη αυγού,Ρύζι;έλαιο σόγιας,ζωικά λίπη;ιχθυέλαιο;έλαιο σόγιας,πούλπα σακχαροτεύτλων;φυτικές ίνες,"Βιταμίνη A: 15100 IU, Βιταμίνη D3: 800 IU, E1 (Σίδηρος): 37 mg, E2 (Ιώδιο): 2,8 mg, E4 (Χαλκός): 7 mg, E5 (Μαγγάνιο): 47 mg, E6 (Ψευδάργυρος): 156 mg, E8 (Σελήνιο): 0,06 mg, Συντηρητικά, Αντιοξειδωτικά.",,,,26,20,1.6,5.1,,,,,,,,,,,,,,,,,,,,,,,,,needs_review,,unknown,market=GR; basis=as-fed; source_tier=uploaded_document; source_document=C:/Users/NIOstb/Desktop/photo_foods_nutritail/Περιγραφές Vet Eshop.docx; source_code=017114; official_url_required=true; duplicate_blocks_skipped=1; Auto-extracted from Περιγραφές Vet Eshop.docx; verify against official veterinary diet source or label before import.,royal-canin-veterinary-vd-dog-cardiac-dog-dry-gr-document,
